team,rpi,year 
Oregon,0.6426,2017
Florida,0.6391,2017
Baylor,0.6373,2017
Cincinnati,0.6312,2017
SMU,0.631,2017
Florida St,0.6307,2017
Butler,0.6254,2017
UCLA,0.6244,2017
St. Mary's,0.6214,2017
Virginia,0.6165,2017
Purdue,0.6126,2017
Minnesota,0.6109,2017
Iowa State,0.6101,2017
VCU,0.6098,2017
Notre Dame,0.6087,2017
West Virginia,0.605,2017
Michigan,0.6044,2017
Creighton,0.6031,2017
UNC Wilmington,0.6024,2017
Arkansas,0.6015,2017
Nevada,0.6007,2017
Dayton,0.6007,2017
Rhode Island,0.5989,2017
Wichita St,0.5986,2017
Illinois St,0.5967,2017
Maryland,0.5963,2017
Middle Tenn St,0.5953,2017
Wisconsin,0.5932,2017
Xavier,0.5926,2017
Vanderbilt,0.5909,2017
Wake Forest,0.5891,2017
Oklahoma St,0.5878,2017
School,RPI,2017
Southern California,0.5878,2017
Miami (FL),0.5873,2017
South Carolina,0.5866,2017
Seton Hall,0.5863,2017
UT Arlington,0.5856,2017
Vermont,0.584,2017
Princeton,0.5836,2017
Virginia Tech,0.582,2017
Monmouth,0.5819,2017
Michigan St,0.5785,2017
Northwestern,0.5781,2017
Georgia,0.5751,2017
California,0.5713,2017
Houston,0.5711,2017
East Tenn St,0.5709,2017
Providence,0.5705,2017
Kansas St,0.5696,2017
Akron,0.5679,2017
New Mexico St,0.5676,2017
Belmont,0.5658,2017
Marquette,0.5655,2017
Coll of Charleston,0.5646,2017
Bucknell,0.5635,2017
Illinois,0.5616,2017
BYU,0.5598,2017
Colorado St,0.5575,2017
TCU,0.5572,2017
Clemson,0.5572,2017
UCF,0.5558,2017
Winthrop,0.5552,2017
Valparaiso,0.5535,2017
Boise St,0.5532,2017
UNC Asheville,0.553,2017
Pittsburgh,0.5529,2017
CS Bakersfield,0.5519,2017
Fresno St,0.5518,2017
Mississippi,0.5518,2017
Alabama,0.5496,2017
Indiana,0.5488,2017
Richmond,0.5484,2017
School,RPI,2017
Iowa,0.5466,2017
Tennessee,0.5456,2017
Utah,0.5455,2017
Syracuse,0.5433,2017
Florida Gulf Coast,0.5431,2017
New Mexico,0.5431,2017
Northern Kentucky,0.5428,2017
Iona,0.5419,2017
Davidson,0.5413,2017
Ohio State,0.5412,2017
St. Bonaventure,0.541,2017
Towson,0.54,2017
Texas A&M,0.5381,2017
San Francisco,0.5381,2017
UNC Greensboro,0.5376,2017
Furman,0.536,2017
Lehigh,0.5356,2017
San Diego St,0.5355,2017
Colorado,0.5353,2017
Stanford,0.534,2017
Penn State,0.5326,2017
George Washington,0.5316,2017
George Mason,0.5313,2017
Georgia St,0.5307,2017
Texas Southern,0.5306,2017
Georgia Tech,0.53,2017
Georgetown,0.5295,2017
Nebraska,0.5293,2017
Oakland,0.529,2017
William & Mary,0.529,2017
North Dakota St,0.5288,2017
Marshall,0.5288,2017
Auburn,0.5279,2017
UL Lafayette,0.5275,2017
Wright St,0.5264,2017
South Dakota,0.5261,2017
Louisiana Tech,0.5261,2017
Ohio,0.5252,2017
Connecticut,0.5251,2017
Arkansas St,0.525,2017
School,RPI,2017
Memphis,0.5243,2017
Georgia So,0.5233,2017
Texas Tech,0.5212,2017
Arizona St,0.521,2017
Santa Clara,0.521,2017
Siena,0.5207,2017
New Hampshire,0.5206,2017
Yale,0.5204,2017
Albany,0.5195,2017
St. Peter's,0.5193,2017
Grand Canyon,0.5191,2017
Tulsa,0.5185,2017
UC Irvine,0.5183,2017
Northeastern,0.518,2017
Temple,0.5178,2017
Old Dominion,0.517,2017
La Salle,0.5169,2017
Neb-Omaha,0.5167,2017
Chattanooga,0.516,2017
St. John's,0.5159,2017
North Carolina St,0.5158,2017
Kent St,0.5153,2017
Harvard,0.5153,2017
North Dakota,0.515,2017
Southern Illinois,0.5145,2017
Buffalo,0.5144,2017
Troy,0.5101,2017
Eastern Washington,0.5101,2017
Mississippi St,0.5096,2017
Mt St. Mary's,0.5089,2017
Jacksonville St,0.5085,2017
Wyoming,0.5083,2017
Loyola Marymount,0.5081,2017
New Orleans,0.5081,2017
South Dakota St,0.508,2017
Toledo,0.5062,2017
Texas,0.5058,2017
UW Green Bay,0.5058,2017
Texas A&M CC,0.5055,2017
Elon,0.504,2017
School,RPI,2017
Tennessee St,0.5039,2017
Northern Iowa,0.5038,2017
Washington St,0.5037,2017
UT Martin,0.5029,2017
UMBC,0.5025,2017
UC Davis,0.5025,2017
Canisius,0.5025,2017
Rice,0.5023,2017
Ball State,0.5016,2017
Samford,0.5012,2017
Oklahoma,0.501,2017
Rutgers,0.4998,2017
Liberty,0.4997,2017
Western Michigan,0.4997,2017
Eastern Michigan,0.4993,2017
Houston Baptist,0.4985,2017
Stony Brook,0.4984,2017
IPFW,0.4983,2017
Texas St,0.4973,2017
Fairfield,0.4968,2017
Utah St,0.496,2017
Loyola (Chicago),0.4957,2017
Coastal Carolina,0.4953,2017
UMKC,0.4944,2017
Weber St,0.4943,2017
Gardner Webb,0.4941,2017
Boston U,0.4931,2017
Evansville,0.4927,2017
Lipscomb,0.4925,2017
Wofford,0.4919,2017
San Jose St,0.4904,2017
Mercer,0.4903,2017
Massachusetts,0.4903,2017
LSU,0.4902,2017
Sam Houston,0.49,2017
Hofstra,0.4871,2017
Rider,0.4863,2017
UAB,0.4854,2017
Pennsylvania,0.4845,2017
Morehead St,0.4843,2017
School,RPI,2017
Saint Joseph's,0.4843,2017
NCCU,0.484,2017
Stephen F. Austin,0.4833,2017
San Diego,0.4811,2017
Utah Valley,0.4808,2017
Navy,0.4806,2017
Idaho,0.4803,2017
Holy Cross,0.4797,2017
Missouri St,0.4796,2017
Washington,0.4792,2017
Denver,0.4788,2017
Loyola (Maryland),0.4786,2017
Long Beach,0.4784,2017
East Carolina,0.4778,2017
Fordham,0.474,2017
Central Michigan,0.473,2017
North Florida,0.4729,2017
IUPUI,0.4729,2017
Boston College,0.4721,2017
Bradley,0.4713,2017
Montana,0.471,2017
UTEP,0.4696,2017
Pacific,0.4687,2017
Long Island,0.4677,2017
Bowling Green,0.4669,2017
Western Kentucky,0.4666,2017
Radford,0.4663,2017
Alcorn St,0.4637,2017
SC Upstate,0.4627,2017
Murray St,0.4625,2017
South Alabama,0.4625,2017
Lamar,0.4624,2017
Indiana St,0.4596,2017
Delaware,0.4594,2017
High Point,0.4592,2017
DePaul,0.4582,2017
Portland,0.4576,2017
Saint Louis,0.4565,2017
Northern Illinois,0.4564,2017
Robert Morris,0.4557,2017
School,RPI,2017
UNLV,0.4551,2017
Norfolk St,0.4551,2017
Charlotte,0.4551,2017
Little Rock,0.454,2017
Wagner,0.4539,2017
Pepperdine,0.4534,2017
Campbell,0.4528,2017
Eastern Kentucky,0.4517,2017
SE Louisiana,0.4512,2017
UIC,0.4509,2017
Air Force,0.4502,2017
Youngstown St,0.4499,2017
Nicholls St,0.4495,2017
Montana St,0.4495,2017
Missouri,0.4484,2017
James Madison,0.4481,2017
St. Francis (PA),0.4476,2017
UW Milwaukee,0.4465,2017
Kennesaw St,0.4459,2017
Cleveland St,0.4458,2017
Austin Peay,0.4452,2017
Columbia,0.4448,2017
Manhattan,0.4445,2017
UT San Antonio,0.4432,2017
Eastern Illinois,0.4426,2017
Duquesne,0.4417,2017
Army,0.4411,2017
Portland St,0.439,2017
CS Fullerton,0.4387,2017
Cornell,0.4385,2017
Western Carolina,0.4382,2017
Quinnipiac,0.4375,2017
Fairleigh Dickinson,0.4355,2017
SE Missouri St,0.4355,2017
Niagara,0.4355,2017
Marist,0.4354,2017
Tennessee Tech,0.4349,2017
UM Eastern Shore,0.4343,2017
Savannah St,0.4342,2017
Seattle,0.434,2017
School,RPI,2017
Oregon St,0.4336,2017
Florida Atlantic,0.4334,2017
The Citadel,0.4332,2017
Hampton,0.4329,2017
Brown,0.4329,2017
Bryant,0.4322,2017
Northern Colorado,0.4315,2017
Detroit,0.4315,2017
Abilene Christian,0.4312,2017
NJIT,0.4305,2017
Jacksonville,0.4303,2017
Oral Roberts,0.4296,2017
Sacramento St,0.4288,2017
Colgate,0.4288,2017
Charleston Southern,0.4286,2017
Cal Poly,0.4278,2017
UL Monroe,0.4277,2017
Tulane,0.4276,2017
Hawai'i,0.4273,2017
Appalachian St,0.4272,2017
Miami (OH),0.4263,2017
South Carolina St,0.4261,2017
Incarnate Word,0.4261,2017
Sacred Heart,0.4259,2017
Dartmouth,0.4256,2017
Northwestern St,0.4255,2017
Prairie View A&M,0.4252,2017
Drexel,0.4243,2017
UMass-Lowell,0.4235,2017
American,0.4232,2017
Central Arkansas,0.4228,2017
Binghamton,0.4219,2017
CS Northridge,0.4201,2017
Drake,0.4192,2017
McNeese St,0.4187,2017
South Florida,0.417,2017
Chicago St,0.4151,2017
Grambling St,0.4147,2017
UT Rio Grande Valley,0.4147,2017
Southern U,0.4142,2017
School,RPI,2017
Lafayette,0.4142,2017
Jackson St,0.4136,2017
Maine,0.4122,2017
UC Santa Barbara,0.4113,2017
Western Illinois,0.4094,2017
Morgan St,0.4072,2017
Hartford,0.4051,2017
Stetson,0.4034,2017
VMI,0.4027,2017
UC Riverside,0.3989,2017
Southern Miss,0.3956,2017
Delaware St,0.3951,2017
SIU-E,0.3943,2017
Miss Valley St,0.3938,2017
Northern Arizona,0.3917,2017
Coppin St,0.39,2017
Florida Intl,0.3873,2017
Howard,0.3873,2017
North Texas,0.3863,2017
Idaho St,0.3794,2017
Southern Utah,0.3777,2017
Alabama St,0.373,2017
Longwood,0.3721,2017
Central Connecticut,0.3654,2017
UA Pine Bluff,0.3652,2017
Bethune Cookman,0.3647,2017
Presbyterian,0.3641,2017
St. Francis (NY),0.3452,2017
Florida A&M,0.3355,2017
North Carolina A&T,0.3164,2017
Alabama A&M,0.3146,2017
Virginia,0.6784,2018
Villanova,0.6663,2018
Xavier,0.6526,2018
North Carolina,0.6451,2018
Kansas,0.6447,2018
Cincinnati,0.6425,2018
Duke,0.6398,2018
Tennessee,0.6282,2018
Purdue,0.6275,2018
Kentucky,0.622,2018
Clemson,0.6217,2018
Michigan,0.621,2018
Arizona,0.6191,2018
Michigan St,0.6186,2018
Auburn,0.6185,2018
Wichita St,0.6184,2018
Nevada,0.6166,2018
Houston,0.6149,2018
Rhode Island,0.6129,2018
Ohio State,0.6069,2018
Gonzaga,0.6047,2018
Loyola (Chicago),0.6016,2018
Texas Tech,0.6013,2018
St. Bonaventure,0.6002,2018
Buffalo,0.5998,2018
TCU,0.5998,2018
West Virginia,0.5986,2018
Miami (FL),0.5972,2018
Texas A&M,0.5961,2018
Arkansas,0.5947,2018
Seton Hall,0.5917,2018
Providence,0.5917,2018
Middle Tenn St,0.5897,2018
Southern California,0.5896,2018
New Mexico St,0.5838,2018
UCLA,0.5828,2018
South Dakota St,0.5817,2018
Louisville,0.5811,2018
Western Kentucky,0.5807,2018
St. Mary's,0.5802,2018
School,RPI,2018
Butler,0.5801,2018
Alabama,0.5791,2018
Missouri,0.5777,2018
Creighton,0.5777,2018
Syracuse,0.5777,2018
Florida,0.5769,2018
Davidson,0.5753,2018
Murray St,0.5751,2018
Oklahoma,0.5729,2018
Boise St,0.5725,2018
Texas,0.5724,2018
Temple,0.5719,2018
Kansas St,0.5714,2018
Florida St,0.5702,2018
Northeastern,0.57,2018
Nebraska,0.5699,2018
Coll of Charleston,0.5691,2018
Marquette,0.5687,2018
Utah,0.5685,2018
Vermont,0.567,2018
Virginia Tech,0.5668,2018
San Diego St,0.5666,2018
UL Lafayette,0.5662,2018
North Carolina St,0.565,2018
UNC Greensboro,0.5645,2018
Arizona St,0.5637,2018
BYU,0.5629,2018
Baylor,0.5627,2018
Rider,0.5623,2018
Notre Dame,0.5619,2018
Washington,0.5614,2018
Oregon,0.5612,2018
Mississippi St,0.5595,2018
Maryland,0.5587,2018
Toledo,0.5584,2018
Montana,0.5576,2018
Penn State,0.5572,2018
Old Dominion,0.5571,2018
Georgia,0.5569,2018
Bucknell,0.5565,2018
School,RPI,2018
Belmont,0.5561,2018
Colorado,0.5549,2018
Utah Valley,0.554,2018
UCF,0.5539,2018
Illinois St,0.5527,2018
Stanford,0.5524,2018
Marshall,0.5522,2018
Oklahoma St,0.5517,2018
Tulsa,0.5516,2018
South Carolina,0.5512,2018
South Dakota,0.5485,2018
East Tenn St,0.5475,2018
William & Mary,0.5471,2018
LSU,0.5464,2018
Boston College,0.5453,2018
St. John's,0.545,2018
Furman,0.5428,2018
Wyoming,0.542,2018
Wright St,0.5412,2018
Southern Illinois,0.5403,2018
Lipscomb,0.5388,2018
UC Davis,0.5387,2018
Fresno St,0.5372,2018
Stephen F. Austin,0.5358,2018
Bradley,0.5343,2018
Memphis,0.5333,2018
Iona,0.5323,2018
UT Arlington,0.5317,2018
Wagner,0.5307,2018
Northern Colorado,0.5301,2018
UMBC,0.5299,2018
SMU,0.5299,2018
Wisconsin,0.5298,2018
Northern Kentucky,0.5293,2018
Pennsylvania,0.5291,2018
Eastern Michigan,0.529,2018
Harvard,0.5287,2018
New Mexico,0.528,2018
UC Irvine,0.5276,2018
Georgia St,0.5262,2018
School,RPI,2018
Hofstra,0.5253,2018
Eastern Washington,0.5251,2018
Connecticut,0.525,2018
Canisius,0.5241,2018
Indiana,0.5237,2018
Ball State,0.5232,2018
UC Santa Barbara,0.522,2018
Radford,0.5217,2018
Wofford,0.5216,2018
UNC Asheville,0.5211,2018
CS Fullerton,0.5206,2018
Vanderbilt,0.5205,2018
Idaho,0.5204,2018
UNLV,0.5187,2018
VCU,0.5186,2018
Missouri St,0.5175,2018
Oregon St,0.5167,2018
Northern Iowa,0.5163,2018
San Francisco,0.5155,2018
Georgia So,0.5145,2018
Mississippi,0.5141,2018
Albany,0.5138,2018
San Diego,0.5133,2018
Iowa State,0.5133,2018
Nicholls St,0.5131,2018
Saint Joseph's,0.5123,2018
Dayton,0.5107,2018
Saint Louis,0.5105,2018
Jacksonville St,0.5102,2018
SE Louisiana,0.5097,2018
Evansville,0.509,2018
Utah St,0.5089,2018
Towson,0.5086,2018
Kent St,0.5085,2018
UAB,0.5082,2018
Grand Canyon,0.5069,2018
Iowa,0.5062,2018
Tennessee Tech,0.5046,2018
Miami (OH),0.5044,2018
Wake Forest,0.5044,2018
School,RPI,2018
Georgia Tech,0.504,2018
Weber St,0.504,2018
Niagara,0.5038,2018
Austin Peay,0.5034,2018
Georgetown,0.5034,2018
Seattle,0.5025,2018
Drake,0.5023,2018
Central Michigan,0.502,2018
Northwestern,0.5019,2018
Portland St,0.5016,2018
Minnesota,0.5014,2018
Florida Gulf Coast,0.5008,2018
Winthrop,0.5002,2018
Mercer,0.5,2018
Tulane,0.499,2018
Richmond,0.4972,2018
Western Michigan,0.497,2018
St. Francis (PA),0.4964,2018
Washington St,0.4962,2018
Fairfield,0.4962,2018
Illinois,0.4957,2018
Oakland,0.4939,2018
Yale,0.4933,2018
Indiana St,0.4931,2018
DePaul,0.4924,2018
UT San Antonio,0.4922,2018
Valparaiso,0.492,2018
Colgate,0.4913,2018
Tennessee St,0.4913,2018
Pacific,0.4911,2018
Long Beach,0.4897,2018
Louisiana Tech,0.4877,2018
Bowling Green,0.487,2018
Troy,0.4865,2018
George Washington,0.4863,2018
Robert Morris,0.4859,2018
Savannah St,0.4857,2018
Hartford,0.4852,2018
Monmouth,0.4847,2018
Navy,0.4847,2018
School,RPI,2018
George Mason,0.4841,2018
La Salle,0.4831,2018
Rutgers,0.4829,2018
Ohio,0.4811,2018
Elon,0.4807,2018
Sam Houston,0.4802,2018
Southern Miss,0.4792,2018
Stony Brook,0.4789,2018
IPFW,0.4785,2018
North Dakota St,0.4776,2018
Liberty,0.4767,2018
Boston U,0.4763,2018
Hawai'i,0.4756,2018
Lehigh,0.4741,2018
Western Carolina,0.4739,2018
California,0.4726,2018
Pittsburgh,0.472,2018
North Florida,0.472,2018
UL Monroe,0.4719,2018
CS Bakersfield,0.4716,2018
North Dakota,0.4712,2018
Texas Southern,0.4691,2018
Central Arkansas,0.469,2018
Denver,0.4685,2018
Mt St. Mary's,0.4684,2018
Princeton,0.468,2018
Akron,0.4678,2018
Manhattan,0.4678,2018
UT Rio Grande Valley,0.4672,2018
Lamar,0.4663,2018
UW Milwaukee,0.4658,2018
Long Island,0.4652,2018
Delaware,0.4637,2018
Colorado St,0.4633,2018
North Texas,0.4629,2018
UIC,0.4625,2018
Hampton,0.4621,2018
North Carolina A&T,0.4612,2018
New Orleans,0.4607,2018
Massachusetts,0.4606,2018
School,RPI,2018
Northern Illinois,0.4599,2018
Drexel,0.4597,2018
Texas St,0.4592,2018
Gardner Webb,0.4591,2018
UNC Wilmington,0.4579,2018
Coastal Carolina,0.4568,2018
Prairie View A&M,0.4564,2018
Cornell,0.4563,2018
Grambling St,0.456,2018
Appalachian St,0.4556,2018
St. Peter's,0.455,2018
Southern Utah,0.4548,2018
Air Force,0.4543,2018
Fairleigh Dickinson,0.4527,2018
Oral Roberts,0.4526,2018
UMKC,0.4523,2018
SE Missouri St,0.4519,2018
Loyola Marymount,0.4512,2018
Duquesne,0.4511,2018
Abilene Christian,0.4485,2018
Charleston Southern,0.4479,2018
Eastern Illinois,0.4478,2018
Central Connecticut,0.4457,2018
Holy Cross,0.4453,2018
Santa Clara,0.4441,2018
Norfolk St,0.4437,2018
Campbell,0.4432,2018
Idaho St,0.4416,2018
NJIT,0.4416,2018
South Alabama,0.4414,2018
Eastern Kentucky,0.4403,2018
James Madison,0.4394,2018
High Point,0.4382,2018
East Carolina,0.4379,2018
Florida Atlantic,0.437,2018
St. Francis (NY),0.4366,2018
Quinnipiac,0.436,2018
South Florida,0.4358,2018
NCCU,0.4355,2018
Army,0.4345,2018
School,RPI,2018
The Citadel,0.434,2018
Jacksonville,0.4337,2018
Cleveland St,0.4334,2018
Montana St,0.4333,2018
Neb-Omaha,0.4331,2018
Portland,0.4323,2018
SIU-E,0.4312,2018
Bethune Cookman,0.4307,2018
UMass-Lowell,0.4286,2018
Fordham,0.4286,2018
Arkansas St,0.4284,2018
Morehead St,0.4277,2018
UTEP,0.4276,2018
IUPUI,0.4264,2018
Florida Intl,0.4259,2018
Samford,0.4257,2018
McNeese St,0.4253,2018
Brown,0.4252,2018
Siena,0.4222,2018
UC Riverside,0.4214,2018
Kennesaw St,0.4196,2018
Western Illinois,0.4177,2018
UW Green Bay,0.4172,2018
Chattanooga,0.4163,2018
Cal Poly,0.4155,2018
UT Martin,0.4155,2018
UA Pine Bluff,0.4149,2018
Little Rock,0.4145,2018
Sacramento St,0.414,2018
Northern Arizona,0.4129,2018
Lafayette,0.4129,2018
New Hampshire,0.4125,2018
VMI,0.4123,2018
San Jose St,0.4118,2018
Southern U,0.4111,2018
Columbia,0.4105,2018
Pepperdine,0.4095,2018
Detroit,0.4085,2018
Presbyterian,0.4073,2018
Binghamton,0.4063,2018
School,RPI,2018
Sacred Heart,0.4035,2018
Loyola (Maryland),0.4034,2018
Charlotte,0.4022,2018
Marist,0.4019,2018
Stetson,0.4011,2018
Texas A&M CC,0.4009,2018
Morgan St,0.3999,2018
Rice,0.3997,2018
Youngstown St,0.3995,2018
Jackson St,0.394,2018
South Carolina St,0.3916,2018
Florida A&M,0.3903,2018
Alabama St,0.3873,2018
Dartmouth,0.3863,2018
Chicago St,0.3862,2018
American,0.3854,2018
Longwood,0.3848,2018
Maine,0.3846,2018
Howard,0.3819,2018
CS Northridge,0.3776,2018
Bryant,0.3751,2018
Northwestern St,0.3709,2018
Coppin St,0.3704,2018
SC Upstate,0.3666,2018
Houston Baptist,0.366,2018
UM Eastern Shore,0.3655,2018
Incarnate Word,0.3643,2018
Alcorn St,0.3641,2018
Miss Valley St,0.3506,2018
Alabama A&M,0.3328,2018
Delaware St,0.3288,2018
Duke,0.6702,2019
Kansas,0.6565,2019
Virginia,0.6554,2019
North Carolina,0.653,2019
Houston,0.6479,2019
Michigan St,0.6468,2019
Tennessee,0.6446,2019
Gonzaga,0.6443,2019
Kentucky,0.6426,2019
Buffalo,0.6409,2019
Michigan,0.6354,2019
Florida St,0.6345,2019
Cincinnati,0.628,2019
LSU,0.6255,2019
Villanova,0.6224,2019
Purdue,0.6199,2019
Kansas St,0.6187,2019
Auburn,0.6187,2019
Texas Tech,0.6187,2019
Nevada,0.6151,2019
Wofford,0.6127,2019
Washington,0.6092,2019
VCU,0.6086,2019
Mississippi St,0.6084,2019
UCF,0.6083,2019
Wisconsin,0.6051,2019
Virginia Tech,0.6051,2019
Utah St,0.6039,2019
Maryland,0.6017,2019
Marquette,0.6001,2019
UNC Greensboro,0.5997,2019
Iowa State,0.5997,2019
Louisville,0.5935,2019
Temple,0.5879,2019
St. Mary's,0.5866,2019
New Mexico St,0.5835,2019
Murray St,0.5815,2019
Syracuse,0.581,2019
Oklahoma,0.5799,2019
Seton Hall,0.5799,2019
School,RPI,2019
Minnesota,0.5789,2019
Toledo,0.5789,2019
Belmont,0.5787,2019
Arizona St,0.5785,2019
Yale,0.5757,2019
Oregon,0.575,2019
Georgia St,0.5747,2019
Northeastern,0.5743,2019
Harvard,0.5719,2019
Davidson,0.5712,2019
Hofstra,0.5703,2019
TCU,0.5691,2019
Iowa,0.5668,2019
Alabama,0.5665,2019
Furman,0.5659,2019
Baylor,0.5654,2019
Florida,0.5653,2019
Memphis,0.5646,2019
Utah Valley,0.5638,2019
Clemson,0.563,2019
Creighton,0.5619,2019
Old Dominion,0.5619,2019
UC Irvine,0.5615,2019
Vermont,0.5614,2019
Mississippi,0.5608,2019
St. John's,0.5606,2019
BYU,0.5602,2019
East Tenn St,0.5586,2019
Texas,0.5585,2019
Lipscomb,0.557,2019
Drake,0.5569,2019
Ohio State,0.5568,2019
Wichita St,0.5553,2019
Bowling Green,0.5533,2019
Dayton,0.553,2019
Montana,0.5515,2019
San Diego,0.5513,2019
Xavier,0.5513,2019
Georgia So,0.551,2019
Colorado,0.5508,2019
School,RPI,2019
Saint Louis,0.5506,2019
Western Kentucky,0.5504,2019
Kent St,0.5503,2019
San Diego St,0.5495,2019
Liberty,0.5493,2019
Charleston,0.5473,2019
Colgate,0.547,2019
Providence,0.5468,2019
San Francisco,0.5458,2019
Bucknell,0.5453,2019
Georgetown,0.5452,2019
Southern Miss,0.545,2019
Nebraska,0.5446,2019
Penn State,0.5441,2019
Northern Kentucky,0.5424,2019
Butler,0.542,2019
NC State,0.5416,2019
Indiana,0.541,2019
South Carolina,0.5395,2019
Marshall,0.5394,2019
Radford,0.5378,2019
Arkansas,0.5375,2019
Fresno St,0.537,2019
Louisiana Tech,0.5368,2019
UCLA,0.5364,2019
Pennsylvania,0.536,2019
Tulsa,0.5355,2019
Lehigh,0.5349,2019
Oregon St,0.5337,2019
West Virginia,0.5337,2019
Rhode Island,0.5336,2019
Princeton,0.5328,2019
Utah,0.5322,2019
Stony Brook,0.5321,2019
