66,South Alabama,23-6,0.564,22.2,5.2,0.8102,0.4717,0.5023,191,0.4819,71,0.5597,,
67,BYU,19-8,0.5638,15.4,6,0.7196,0.5097,0.5164,132,0.5119,70,0.5599,,
68,Louisiana Tech,19-12,0.562,18.2,9.6,0.6547,0.5366,0.5203,90,0.5311,82,0.5516,,
69,Old Dominion,21-9,0.5618,18.2,7,0.7222,0.504,0.5171,141,0.5084,76,0.5563,,
70,Akron,21-9,0.5604,18.6,6.2,0.75,0.4957,0.5002,159,0.4972,87,0.5479,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
71,Louisville,18-12,0.5585,12,10,0.5455,0.5711,0.5463,41,0.5628,57,0.5721,,
72,Vanderbilt,17-12,0.5584,15,12.8,0.5396,0.5715,0.5509,38,0.5646,59,0.57,,
73,Winthrop,21-7,0.5577,18.6,5,0.7881,0.478,0.4867,194,0.4809,86,0.5482,,
74,Temple,17-14,0.5554,14.2,12,0.542,0.5701,0.5394,47,0.5599,74,0.557,,
75,Rutgers,17-13,0.5545,14.2,12.6,0.5299,0.5722,0.5437,42,0.5627,66,0.5637,,
76,UTEP,18-9,0.5526,15.2,7.4,0.6726,0.5136,0.5109,130,0.5127,84,0.5512,,
77,Clemson,17-12,0.552,14.2,10.8,0.568,0.5513,0.5372,65,0.5466,75,0.5565,,
78,Miami-Florida,16-15,0.5519,13.2,14.2,0.4818,0.5947,0.5363,26,0.5753,69,0.5605,,
79,Virginia,15-14,0.5516,11.4,11.2,0.5044,0.58,0.542,33,0.5674,77,0.5548,,
80,Xavier,21-10,0.551,17,9.6,0.6391,0.5222,0.5203,106,0.5216,68,0.5605,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
81,VCU,19-10,0.5508,16.2,8.4,0.6585,0.5237,0.4975,122,0.5149,85,0.55,,
82,Butler,19-12,0.5506,16.6,8.8,0.6535,0.522,0.5048,119,0.5163,102,0.5404,,
83,Minnesota,15-14,0.5504,11,12.8,0.4622,0.5972,0.5449,18,0.5798,65,0.5641,,
84,Miami-Ohio,18-10,0.5498,16.4,8,0.6721,0.5085,0.5099,138,0.509,97,0.5424,,
85,Wake Forest,17-16,0.5474,13,15.2,0.461,0.5922,0.5443,24,0.5762,67,0.561,,
86,Stanford,15-13,0.5457,12.6,11,0.5339,0.5575,0.5337,60,0.5496,91,0.5461,,
87,Manhattan,18-10,0.5456,16.8,8.8,0.6563,0.511,0.5042,139,0.5087,98,0.5423,,
88,Pacific,22-7,0.5455,21.6,6.6,0.766,0.469,0.478,220,0.472,96,0.5437,,
89,Oklahoma St,17-15,0.5448,13.8,14.2,0.4929,0.5728,0.5406,45,0.5621,78,0.5544,,
90,Northeastern,18-11,0.5424,16.4,8.6,0.656,0.5018,0.51,145,0.5045,109,0.5336,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
91,DePaul,15-Dec,0.5421,10.8,14.6,0.4252,0.5907,0.5617,16,0.581,89,0.5469,,
92,UNLV,17-13,0.5419,13.8,11.4,0.5476,0.549,0.5219,75,0.54,90,0.5466,,
93,Iowa State,15-14,0.5418,12.6,14,0.4737,0.575,0.5436,39,0.5645,80,0.5527,,
94,Davidson,17-10,0.541,14.2,6.8,0.6762,0.4998,0.4881,162,0.4959,115,0.5293,,
95,Notre Dame,15-13,0.5403,12.2,12.6,0.4919,0.5591,0.5508,52,0.5564,83,0.5512,,
96,Nebraska,19-13,0.5391,14.6,12.6,0.5368,0.5432,0.5334,76,0.5399,79,0.5534,,
97,New Mexico St,15-14,0.5391,13,11.6,0.5285,0.5544,0.5192,72,0.5427,106,0.5363,,
98,Pennsylvania,19-8,0.539,17,8,0.68,0.4943,0.4875,173,0.492,95,0.545,,
99,Ohio,18-11,0.5384,15.2,9,0.6281,0.5118,0.5021,140,0.5085,105,0.5366,,
100,Hawaii,17-11,0.5373,12.6,9.4,0.5727,0.5252,0.5259,99,0.5255,92,0.5459,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
101,Saint Louis,16-13,0.5364,13.6,11.4,0.544,0.5424,0.5169,85,0.5339,104,0.5384,,
102,Northwestern,13-15,0.536,11,13.8,0.4435,0.5738,0.5528,35,0.5668,100,0.5412,,
103,La Salle,18-10,0.5353,16.8,8.8,0.6563,0.4858,0.5135,164,0.495,110,0.532,,
104,Charlotte,18-12,0.535,18.4,12.4,0.5974,0.5112,0.5203,126,0.5142,107,0.5357,,
105,Marist,19-10,0.5345,19.8,9.6,0.6735,0.4815,0.5017,180,0.4882,111,0.5299,,
106,Penn State,15-14,0.5338,11.8,13.6,0.4646,0.5632,0.5443,51,0.5569,88,0.547,,
107,Samford,18-11,0.5338,18,9.4,0.6569,0.4994,0.4793,171,0.4927,118,0.5247,,
108,Providence,15-Dec,0.5331,9.6,14.6,0.3967,0.5949,0.5457,19,0.5785,94,0.545,,
109,Georgia,15-15,0.5327,12.6,14.2,0.4701,0.5592,0.542,56,0.5535,103,0.5401,,
110,Kansas St,15-13,0.5316,10.6,11.4,0.4818,0.5636,0.5175,62,0.5482,93,0.5451,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
111,Holy Cross,20-12,0.5304,18.4,10.4,0.6389,0.4989,0.485,167,0.4943,117,0.527,,
112,Sam Houston,18-9,0.5285,16.8,7,0.7059,0.4605,0.4873,227,0.4694,127,0.5187,,
113,Mississippi St,15-15,0.5281,11,13.8,0.4435,0.5643,0.5401,53,0.5563,99,0.5422,,
114,Middle Tenn St,15-12,0.5272,14.2,10.4,0.5772,0.5187,0.4944,134,0.5106,120,0.5218,,
115,Belmont,20-10,0.5271,18.8,7.6,0.7121,0.4699,0.4565,239,0.4654,133,0.5157,,
116,Auburn,16-Dec,0.5264,8,13.6,0.3704,0.5956,0.544,20,0.5784,101,0.5409,,
117,Northern Arizona,18-10,0.5243,16.4,8.4,0.6613,0.4708,0.4944,199,0.4787,124,0.5197,,
118,Southern California,16-13,0.5229,13.2,13,0.5038,0.5282,0.5314,93,0.5293,108,0.5349,,
119,Albany,21-10,0.5228,20.2,8.4,0.7063,0.4595,0.4659,248,0.4616,134,0.5156,,
120,New Mexico,17-13,0.5218,11.8,10.2,0.5364,0.5188,0.5132,117,0.517,114,0.5294,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
121,Coastal Carolina,16-10,0.5217,14,6.8,0.6731,0.4683,0.4773,222,0.4713,143,0.5073,,
122,St. Mary's,16-12,0.5213,14,12,0.5385,0.5176,0.5117,120,0.5156,113,0.5296,,
123,Delaware St,20-13,0.5211,20,9.8,0.6711,0.4753,0.4627,223,0.4711,150,0.5048,,
124,Fresno St,15-13,0.5211,11.4,9.8,0.5377,0.5175,0.5117,121,0.5155,123,0.5206,,
125,Siena,15-13,0.5208,13,11,0.5417,0.5194,0.5029,127,0.5139,125,0.5193,,
126,Massachusetts,13-15,0.5205,9.8,11,0.4712,0.549,0.5129,81,0.537,126,0.5188,,
127,Northern Illinois,16-11,0.5204,14.8,9.8,0.6016,0.4921,0.4957,169,0.4933,128,0.5181,,
128,St. Peter's,17-15,0.5195,17,14.2,0.5449,0.5169,0.4993,133,0.511,131,0.5161,,
129,Drexel,15-16,0.519,12.2,13.6,0.4729,0.5467,0.5096,84,0.5343,121,0.5217,,
130,Buffalo,18-13,0.5187,15.6,10.6,0.5954,0.4905,0.4985,170,0.4932,135,0.515,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
131,Oral Roberts,20-11,0.5185,17.6,8.6,0.6718,0.4622,0.4776,233,0.4674,138,0.5118,,
132,Southern U,19-12,0.5164,17.4,7.6,0.696,0.4562,0.4571,262,0.4565,163,0.4956,,
133,Illinois-Chicago,16-14,0.5163,15.2,13.2,0.5352,0.5155,0.4989,136,0.5099,132,0.5158,,
134,Fordham,16-16,0.5162,14.8,13.6,0.5211,0.5165,0.5105,124,0.5145,139,0.5109,,
135,Tennessee Tech,17-12,0.5138,15.4,10,0.6063,0.4822,0.4846,189,0.483,142,0.5088,,
136,Texas Tech,15-17,0.5132,11,15,0.4231,0.5407,0.5482,71,0.5432,119,0.5246,,
137,St. John's,15-Dec,0.5127,8.8,14.6,0.3761,0.5647,0.5453,48,0.5582,112,0.5298,,
138,Loyola (Chicago),17-11,0.5121,14.6,9,0.6186,0.4646,0.5006,208,0.4766,141,0.5092,,
139,Missouri,16-Dec,0.5111,8,14.4,0.3571,0.5819,0.5234,44,0.5624,116,0.5289,,
140,UL Lafayette,13-16,0.5107,11.4,12.4,0.479,0.533,0.4978,108,0.5212,154,0.503,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
141,San Diego,17-12,0.5106,16.2,10.4,0.609,0.4635,0.5062,203,0.4778,149,0.5049,,
142,Eastern Washington,14-15,0.5103,12.4,12.2,0.5041,0.5237,0.4895,131,0.5123,148,0.5049,,
143,Lipscomb,21-10,0.51,19,7.2,0.7252,0.429,0.4568,302,0.4383,160,0.4981,,
144,Monmouth,18-14,0.5097,18.4,12.4,0.5974,0.4839,0.4737,195,0.4805,157,0.501,,
145,Fairleigh Dickinson,19-11,0.5087,18.2,9.4,0.6594,0.4481,0.4793,260,0.4585,156,0.5022,,
146,Virginia Tech,14-16,0.5084,11.2,15.6,0.4179,0.5388,0.5381,79,0.5386,122,0.5206,,
147,Oregon,14-18,0.5075,11.6,17.2,0.4028,0.5479,0.5315,73,0.5424,130,0.5162,,
148,Toledo,19-11,0.5072,15.4,8.6,0.6417,0.448,0.4912,247,0.4624,147,0.5051,,
149,Loyola Marymount,18-Dec,0.5066,10.8,15.6,0.4091,0.5563,0.5047,78,0.5391,151,0.5043,,
150,Lehigh,17-12,0.5052,15.8,10.4,0.6031,0.4686,0.4803,217,0.4725,158,0.501,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
151,Colorado St,14-15,0.5046,13.2,14.6,0.4748,0.5132,0.5172,123,0.5146,144,0.5066,,
152,Rhode Island,14-14,0.5032,11.6,13.6,0.4603,0.5184,0.5155,116,0.5175,137,0.5131,,
153,Long Beach,17-12,0.502,16.6,10.8,0.6058,0.4658,0.4704,234,0.4673,161,0.4971,,
154,Sacramento St,13-15,0.5011,13.8,13.4,0.5074,0.5088,0.4794,156,0.499,172,0.4903,,
155,Austin Peay,17-14,0.5008,14.2,10,0.5868,0.4691,0.4783,218,0.4722,170,0.4912,,
156,Mississippi,14-16,0.5007,10,14.8,0.4032,0.5304,0.5389,86,0.5332,129,0.5166,,
157,Gardner-Webb,17-12,0.5004,19,10.8,0.6376,0.452,0.4599,265,0.4547,177,0.4875,,
158,IUPUI,17-10,0.5,15.8,7.6,0.6752,0.4291,0.4666,294,0.4416,175,0.4886,,
159,Georgia So,18-9,0.4993,16.8,7,0.7059,0.4064,0.4784,316,0.4304,173,0.4895,,
160,Georgia Tech,17-Nov,0.4992,7.4,14.6,0.3364,0.5576,0.5452,57,0.5535,136,0.5133,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
161,Birmingham Southern,17-9,0.4989,15.8,7,0.693,0.4136,0.4755,313,0.4342,174,0.4891,,
162,Utah,13-15,0.4986,10.6,13.8,0.4344,0.5215,0.5171,110,0.52,146,0.5061,,
163,Indiana St,16-Dec,0.4984,10.8,15.6,0.4091,0.5231,0.5384,96,0.5282,152,0.5033,,
164,High Point,14-13,0.4953,13.6,9.8,0.5812,0.4681,0.4637,237,0.4666,190,0.4796,,
165,Central Connecticut,18-11,0.4946,16.4,9.8,0.626,0.4446,0.4631,282,0.4508,166,0.4933,,
166,Washington St,17-Nov,0.4942,8.6,15.4,0.3583,0.539,0.5406,77,0.5395,155,0.5029,,
167,Baylor,13-Apr,0.494,2.4,11.4,0.1739,0.6209,0.5605,3,0.6007,140,0.5094,,
168,UC Irvine,16-11,0.4934,16.4,11.4,0.5899,0.4545,0.4748,250,0.4613,164,0.4941,,
169,Chattanooga,15-13,0.4927,13,11,0.5417,0.4782,0.4728,209,0.4764,171,0.4912,,
170,Wyoming,13-18,0.4922,10.6,17.6,0.3759,0.543,0.5067,91,0.5309,153,0.503,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
171,Loyola (Maryland),15-13,0.4917,14.6,11.4,0.5615,0.4518,0.5017,230,0.4684,183,0.4852,,
172,Elon,14-Dec,0.4895,10.8,12,0.4737,0.5043,0.4758,165,0.4948,179,0.4865,,
173,Denver,16-15,0.4894,13.2,11,0.5455,0.4609,0.4906,224,0.4708,188,0.4821,,
174,Oregon St,13-18,0.4892,11,16,0.4074,0.5083,0.5329,118,0.5165,168,0.4922,,
175,Purdue,19-Sep,0.4885,5.4,16.2,0.25,0.5774,0.5491,32,0.568,145,0.5063,,
176,Drake,19-Oct,0.4881,8.8,18.6,0.3212,0.5477,0.5356,69,0.5437,165,0.494,,
177,Boise St,13-15,0.4873,10.6,13.4,0.4417,0.4971,0.5134,152,0.5025,167,0.493,,
178,Detroit,14-16,0.4872,10,11.2,0.4717,0.486,0.5051,172,0.4924,180,0.4859,,
179,Wright St,15-Dec,0.4866,9.6,11.4,0.4571,0.4989,0.4914,160,0.4964,187,0.4834,,
180,Arizona St,17-Nov,0.4865,9,17.8,0.3358,0.5419,0.5262,82,0.5367,159,0.5007,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
181,Jacksonville St,15-13,0.4847,13.8,12.6,0.5227,0.4675,0.4813,219,0.4721,176,0.488,,
182,Valparaiso,16-12,0.4846,14.4,8.8,0.6207,0.4275,0.4626,301,0.4392,200,0.4723,,
183,Dayton,13-17,0.4835,9.4,15.4,0.379,0.5157,0.5235,112,0.5183,162,0.497,,
184,Santa Clara,16-Nov,0.4831,9.4,14,0.4017,0.5104,0.5099,135,0.5103,186,0.4845,,
185,San Francisco,17-Nov,0.4823,9,16.2,0.3571,0.5325,0.5072,101,0.524,169,0.4913,,
186,Wis-Green Bay,14-16,0.4809,10.8,13.6,0.4426,0.4907,0.4997,168,0.4937,178,0.4869,,
187,Binghamton,16-13,0.4807,15.6,12.6,0.5532,0.4531,0.4632,262,0.4565,189,0.4803,,
188,Coll of Charleston,15-11,0.4802,13.4,10.6,0.5583,0.4483,0.4659,269,0.4542,185,0.4849,,
189,SE Louisiana,13-11,0.48,11.8,9.4,0.5566,0.4421,0.4794,268,0.4545,193,0.4763,,
190,UCF,15-Dec,0.478,10,14.2,0.4132,0.505,0.489,155,0.4996,181,0.4858,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
191,Evansville,19-Oct,0.4777,8,17.4,0.315,0.5316,0.5325,88,0.5319,184,0.4852,,
192,Lamar,14-13,0.4763,14.4,12.2,0.5414,0.4455,0.4728,267,0.4546,202,0.4706,,
193,Radford,14-13,0.4755,13.6,11.4,0.544,0.4448,0.4683,274,0.4526,203,0.4691,,
194,Eastern Kentucky,13-16,0.4753,12.2,15.2,0.4453,0.4864,0.4831,184,0.4853,194,0.4761,,
195,Western Michigan,13-17,0.4738,10.6,14.6,0.4206,0.4905,0.4936,175,0.4915,192,0.477,,
196,Portland St,16-Oct,0.4737,10.4,14,0.4262,0.4879,0.4927,179,0.4895,217,0.4633,,
197,Yale,15-14,0.4735,13.4,11.2,0.5447,0.4401,0.4692,283,0.4498,204,0.4667,,
198,TX-Arlington,16-Oct,0.4722,9.2,12.8,0.4182,0.4972,0.4761,177,0.4902,214,0.4638,,
199,Princeton,14-Dec,0.4721,11.2,12.8,0.4667,0.4681,0.4856,215,0.474,201,0.4709,,
200,North Texas,14-Nov,0.4716,9,12,0.4286,0.4844,0.489,182,0.4859,196,0.4745,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
201,TAMU-CC,16-8,0.4714,14.4,5.6,0.72,0.3419,0.4819,334,0.3885,229,0.4581,,
202,Niagara,18-Nov,0.4714,9.8,16.4,0.374,0.5086,0.4942,147,0.5038,198,0.4727,,
203,Tulsa,17-Oct,0.4711,8.4,14.6,0.3652,0.517,0.4852,143,0.5064,199,0.4724,,
204,McNeese St,14-Nov,0.471,10.6,10.8,0.4953,0.4506,0.4875,244,0.4629,230,0.4572,,
205,Richmond,13-17,0.4709,9,15,0.375,0.5021,0.5046,149,0.5029,182,0.4855,,
206,American,17-Dec,0.4707,10.8,13.8,0.439,0.485,0.474,192,0.4813,212,0.4644,,
207,Cornell,15-Dec,0.4697,11.6,13,0.4715,0.4692,0.4689,229,0.4691,218,0.4629,,
208,Tennessee St,15-Dec,0.4692,11.2,12.2,0.4786,0.4557,0.4866,238,0.466,223,0.4606,,
209,Boston U,16-Dec,0.4682,11.6,14.4,0.4462,0.4754,0.4757,210,0.4755,215,0.4638,,
210,Idaho St,14-Nov,0.4679,10.6,13.2,0.4454,0.4763,0.4738,211,0.4754,205,0.4666,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
211,Vermont,13-17,0.4675,11.4,14.2,0.4453,0.476,0.4728,212,0.475,211,0.4646,,
212,Florida Atlantic,15-13,0.4675,13,10.6,0.5508,0.4328,0.4537,299,0.4398,216,0.4637,,
213,Robert Morris,13-14,0.4671,11,10,0.5238,0.4386,0.4674,288,0.4482,232,0.4565,,
214,Harvard,13-14,0.4671,12.6,13.2,0.4884,0.4597,0.4606,255,0.46,208,0.4654,,
215,Coppin St,18-Dec,0.4663,11.2,14,0.4444,0.479,0.4628,216,0.4736,237,0.4552,,
216,Ark-Little Rock,13-15,0.466,11,14.6,0.4297,0.4708,0.4926,201,0.4781,195,0.4746,,
217,Tulane,16-Nov,0.4659,9.4,12.8,0.4234,0.4634,0.5135,197,0.4801,219,0.4619,,
218,Rice,16-Oct,0.4658,8.4,15.6,0.35,0.5084,0.4962,146,0.5043,197,0.4744,,
219,UC Santa Barbara,14-14,0.4655,12.8,12,0.5161,0.4323,0.4813,286,0.4486,221,0.4615,,
220,Furman,13-Dec,0.4654,10.4,10.2,0.5049,0.4465,0.4637,278,0.4522,225,0.4592,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
221,Towson,16-Dec,0.4645,11.2,15.2,0.4242,0.4653,0.5034,202,0.478,207,0.4656,,
222,South Carolina St,14-16,0.464,14.4,13.2,0.5217,0.4396,0.455,292,0.4448,246,0.4502,,
223,North Dakota St,12-Dec,0.4633,9.6,8,0.5455,0.414,0.4798,307,0.4359,241,0.4519,,
224,Tennessee-Martin,15-Nov,0.4627,9,11.4,0.4412,0.4633,0.4829,226,0.4698,228,0.4581,,
225,East Tenn St,15-13,0.4625,13.8,11.8,0.5391,0.4287,0.4534,305,0.437,220,0.4616,,
226,Charleston Southern,15-Oct,0.4621,10.8,13.4,0.4463,0.4663,0.4694,232,0.4674,244,0.4505,,
227,Chicago St,19-Nov,0.4618,9.8,13.8,0.4153,0.4793,0.4734,206,0.4773,247,0.4497,,
228,Fairfield,19-Sep,0.4613,9,18.2,0.3309,0.5039,0.5063,144,0.5047,226,0.4589,,
229,Arkansas St,18-Oct,0.4611,8.4,15.2,0.3559,0.4972,0.494,161,0.4961,222,0.4614,,
230,Mt St. Mary's,13-17,0.4598,12.2,15.8,0.4357,0.4682,0.4672,231,0.4679,224,0.4592,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
231,Marshall,16-Dec,0.4596,10.4,15.2,0.4063,0.47,0.4923,205,0.4774,209,0.4652,,
232,Wagner,14-Dec,0.4595,12,13.2,0.4762,0.4491,0.4637,271,0.454,235,0.4559,,
233,Illinois St,19-Aug,0.4595,4.8,16.6,0.2243,0.5423,0.5292,80,0.5379,191,0.4775,,
234,CS Fullerton,15-13,0.4592,15.4,12.6,0.55,0.4052,0.4766,317,0.429,236,0.4557,,
