18,Texas A&M,26-8,0.6098,21.2,6.4,0.7681,0.5616 (59),0.5479,51,0.557,,,,
19,Seton Hall,25-8,0.6089,22.6,7.6,0.7483,0.5709 (41),0.5453,42,0.5624,,,,
20,Duke,23-10,0.6083,19,9.6,0.6643,0.6058 (8),0.5574,8,0.5897,23,20,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
21,Saint Joseph's,27-7,0.6066,26.2,8.2,0.7616,0.5655 (51),0.5338,57,0.5549,,,,
22,Dayton,25-7,0.6063,22.6,7.4,0.7533,0.5675 (46),0.5368,49,0.5573,,,,
23,Iowa State,21-11,0.6056,17,9,0.6538,0.6016 (12),0.5655,9,0.5896,8,10,,
24,Indiana,25-7,0.6015,20.6,5.4,0.7923,0.5376 (97),0.5387,87,0.5379,,,,
25,Baylor,21-11,0.6007,17.8,11,0.6181,0.6144 (4),0.5558,5,0.5949,12,13,,
26,Arizona,25-8,0.6,20.2,6.4,0.7594,0.5389 (93),0.5629,70,0.5469,1,1,,
27,Texas,20-12,0.5976,16.4,11.2,0.5942,0.6134 (5),0.5696,4,0.5988,,,,
28,South Dakota St,24-7,0.5947,23.2,4.2,0.8467,0.5145 (131),0.5032,133,0.5107,,,,
29,Iowa,21-10,0.5937,18.2,8.8,0.6741,0.5814 (28),0.5381,34,0.5669,14,16,,
30,St. Bonaventure,22-8,0.5927,20,6.8,0.7463,0.5475 (82),0.5295,81,0.5415,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
31,Notre Dame,21-11,0.5893,17.4,9.8,0.6397,0.5850 (26),0.5474,27,0.5725,,,,
32,Connecticut,24-10,0.5888,20.8,9.6,0.6842,0.5713 (40),0.5283,52,0.557,,,,
33,Oregon St,18-12,0.5883,14.4,10,0.5902,0.6001 (14),0.563,11,0.5877,,,,
34,Akron,25-8,0.5882,21.8,5.2,0.8074,0.5167 (126),0.5121,122,0.5152,,,,
35,Colorado,21-11,0.5881,16.6,8.6,0.6587,0.5668 (47),0.56,39,0.5645,21,22,,
36,Texas Tech,19-12,0.588,14.6,10.4,0.584,0.6055 (9),0.557,10,0.5894,,,,
37,VCU,24-10,0.5876,20.8,9.2,0.6933,0.5613 (61),0.5347,59,0.5524,,,,
38,St. Mary's,26-5,0.5872,22,4.2,0.8397,0.5050 (149),0.4992,148,0.5031,,,,
39,Princeton,21-6,0.5862,19.8,4,0.8319,0.5135 (132),0.4859,146,0.5043,,,,
40,Providence,23-10,0.5861,20.6,10,0.6732,0.5649 (53),0.5415,50,0.5571,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
41,San Diego St,23-9,0.5861,22.2,9.8,0.6937,0.5643 (54),0.5219,61,0.5502,10,11,,
42,Little Rock,27-4,0.5854,27,2.4,0.9184,0.4651 (244),0.4933,233,0.4745,,,,
43,Wisconsin,20-12,0.5833,17.2,12,0.589,0.6039 (10),0.5365,17,0.5814,3,3,,
44,Yale,21-6,0.5833,20.2,3.6,0.8487,0.4978 (160),0.4889,163,0.4948,,,,
45,Gonzaga,25-7,0.5824,24.6,7.8,0.7593,0.5289 (106),0.5126,109,0.5235,,24,,
46,UNC Wilmington,23-7,0.5823,22.2,5.8,0.7929,0.5104 (139),0.5156,131,0.5121,,,,
47,Wichita St,23-8,0.581,21.4,7.2,0.7483,0.5299 (104),0.5159,106,0.5252,5,5,,
48,Cincinnati,22-10,0.5806,18.8,8.8,0.6812,0.5577 (66),0.5257,69,0.547,19,23,,
49,Valparaiso,24-6,0.58,24,4.8,0.8333,0.4977 (161),0.4912,161,0.4955,,,,
50,Chattanooga,27-5,0.5797,27,3.8,0.8766,0.4743 (222),0.4934,205,0.4807,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
51,Southern California,21-12,0.579,15.8,10,0.6124,0.5755 (36),0.5527,31,0.5679,,,,
52,Monmouth,27-7,0.5777,28.2,5.8,0.8294,0.4906 (176),0.5001,166,0.4938,,,,
53,Pittsburgh,20-11,0.5776,15.6,10.2,0.6047,0.5803 (31),0.5452,29,0.5686,22,21,,
54,Hofstra,23-9,0.5772,22.6,8.2,0.7338,0.5289 (107),0.517,108,0.525,,,,
55,Florida,19-14,0.576,15.8,12.4,0.5603,0.6018 (11),0.54,18,0.5812,7,7,,
56,Butler,21-10,0.5744,17.8,9.2,0.6593,0.5458 (86),0.5469,73,0.5461,,,,
57,Michigan,21-12,0.5732,17.8,11.2,0.6138,0.5694 (43),0.5401,45,0.5596,,,,
58,Tulsa,20-11,0.5729,17.6,9.8,0.6423,0.5613 (60),0.5265,64,0.5497,,,,
59,Temple,21-11,0.5724,19.8,10.6,0.6513,0.5495 (79),0.5393,74,0.5461,,,,
60,Stony Brook,24-6,0.5716,23.2,4.4,0.8406,0.4831 (194),0.4795,198,0.4819,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61,Stephen F. Austin,23-5,0.5712,22.6,3.4,0.8692,0.4747 (219),0.4661,238,0.4718,,,,
62,Georgia,19-13,0.5709,14.6,11.4,0.5615,0.5917 (19),0.5386,26,0.574,,,,
63,Vanderbilt,19-13,0.5705,14.6,10.2,0.5887,0.5694 (42),0.5546,40,0.5644,,,,
64,Davidson,19-12,0.5703,14.6,8.8,0.6239,0.5620 (57),0.5333,58,0.5524,,,,
65,South Carolina,23-8,0.5703,19.4,6.8,0.7405,0.4937 (170),0.5532,126,0.5136,,,,
66,Fresno St,23-9,0.5699,20.2,7,0.7426,0.5126 (134),0.5119,129,0.5124,,,,
67,William & Mary,18-11,0.5672,16.8,9.4,0.6412,0.5579 (65),0.5119,80,0.5426,,,,
68,George Washington,23-10,0.5665,20.2,9.2,0.6871,0.5202 (119),0.5384,101,0.5262,,,,
69,Georgia Tech,19-14,0.566,15.4,13.2,0.5385,0.5878 (22),0.5502,24,0.5752,,,,
70,Northern Iowa,21-12,0.565,19.4,10,0.6599,0.5473 (84),0.5056,91,0.5334,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
71,IPFW,22-9,0.5637,22,7,0.7586,0.4979 (159),0.5003,156,0.4987,,,,
72,Syracuse,19-13,0.5636,15,11.4,0.5682,0.5677 (45),0.5508,43,0.5621,2,2,,
73,Alabama,18-14,0.562,16,13.2,0.5479,0.5801 (32),0.5401,35,0.5667,,,,
74,Ohio State,20-13,0.5619,16,12.6,0.5594,0.5799 (33),0.5284,41,0.5627,11,9,,
75,UC Irvine,23-9,0.561,23.4,8.2,0.7405,0.4997 (154),0.5042,154,0.5012,,,,
76,BYU,22-10,0.5605,19.6,8.4,0.7,0.5182 (122),0.5056,125,0.514,,,,
77,Iona,22-10,0.5566,21.2,8.4,0.7162,0.5080 (142),0.494,147,0.5033,,,,
78,Middle Tenn St,22-9,0.556,20.8,8.2,0.7172,0.5094 (140),0.4879,151,0.5023,,,,
79,Long Beach,18-14,0.5559,16.8,11.2,0.6,0.5566 (68),0.5103,82,0.5412,,,,
80,Hawai'i,25-5,0.5553,21.8,5.4,0.8015,0.4616 (253),0.4967,234,0.4733,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
81,Ohio,20-11,0.5549,16.8,9.4,0.6412,0.5377 (95),0.5032,102,0.5262,,,,
82,Florida St,19-13,0.5548,16.6,11.8,0.5845,0.5426 (91),0.5494,76,0.5449,,,,
83,UAB,25-6,0.5545,23,4.8,0.8273,0.4479 (279),0.4947,263,0.4635,,,,
84,Washington,18-14,0.5543,14.4,13.6,0.5143,0.5732 (39),0.5564,33,0.5676,,,,
85,Texas A&M CC,23-7,0.5531,22.6,5.4,0.8071,0.4690 (235),0.467,253,0.4684,,,,
86,East Tenn St,21-11,0.5528,19.8,8.6,0.6972,0.5151 (129),0.4837,145,0.5047,,,,
87,Stanford,14-15,0.5528,10.4,13.8,0.4298,0.6078 (7),0.5657,6,0.5938,,,,
88,Houston,22-9,0.5523,18.4,8.6,0.6815,0.5053 (148),0.5172,137,0.5093,,,,
89,Virginia Tech,19-14,0.5504,15.4,13.6,0.531,0.5656 (49),0.5395,53,0.5569,,,,
90,Kansas St,17-16,0.5495,12.6,14.4,0.4667,0.5859 (24),0.5597,21,0.5772,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
91,Buffalo,19-14,0.5492,17.4,12.4,0.5839,0.5488 (80),0.5154,88,0.5377,,,,
92,Grand Canyon,23-6,0.5483,20.2,5.2,0.7953,0.4636 (249),0.471,258,0.466,,,,
93,Evansville,24-9,0.5473,22.4,8.6,0.7226,0.4851 (186),0.4966,181,0.4889,,,,
94,LSU,19-14,0.546,14.2,12,0.542,0.5509 (77),0.5403,68,0.5474,,,,
95,Belmont,19-11,0.5445,18.2,7.8,0.7,0.4954 (166),0.4873,170,0.4927,,,,
96,UL Monroe,18-13,0.5427,16,9,0.64,0.5232 (114),0.4842,135,0.5102,,,,
97,Mississippi,20-12,0.5425,18,10,0.6429,0.4930 (171),0.5409,138,0.509,,,,
98,UC Santa Barbara,17-13,0.5423,19,12.6,0.6013,0.5333 (100),0.5015,110,0.5227,,,,
99,Arizona St,15-17,0.5393,11.8,15.8,0.4275,0.5873 (23),0.5549,22,0.5765,,,,
100,Creighton,18-14,0.539,14.8,12.8,0.5362,0.5398 (92),0.5402,84,0.54,20,19,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
101,Boise St,18-12,0.5386,15.2,10,0.6032,0.5161 (127),0.5191,117,0.5171,,,,
102,UCLA,15-17,0.5386,11.8,16.6,0.4155,0.5887 (21),0.5614,19,0.5796,25,25,,
103,James Madison,20-11,0.5384,19.2,12.2,0.6115,0.5104 (138),0.5213,124,0.514,,,,
104,Siena,21-12,0.5366,18.6,9.6,0.6596,0.4975 (162),0.492,160,0.4957,,,,
105,UT Arlington,22-10,0.5366,20.8,8,0.7222,0.4672 (240),0.4897,232,0.4747,,,,
106,Georgetown,15-18,0.5365,13,18,0.4194,0.5914 (20),0.5437,23,0.5755,,,,
107,Albany,23-8,0.5362,21.8,5.6,0.7956,0.4398 (302),0.4696,300,0.4497,,,,
108,Weber St,23-8,0.5359,21.8,6,0.7842,0.4450 (293),0.4695,288,0.4532,,,,
109,Northeastern,17-15,0.5356,17.8,15,0.5427,0.5426 (90),0.5145,92,0.5333,,,,
110,Marquette,20-13,0.534,17.6,13.8,0.5605,0.5172 (124),0.5411,107,0.5252,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
111,New Mexico St,21-10,0.5337,18.6,8,0.6992,0.4777 (209),0.4802,218,0.4786,,,,
112,UW Green Bay,21-12,0.5311,20.6,9.6,0.6821,0.4747 (218),0.493,203,0.4808,,,,
113,Eastern Michigan,14-15,0.5311,11.6,11.8,0.4957,0.5617 (58),0.5054,78,0.5429,,,,
114,Illinois St,17-14,0.5311,14.2,12,0.542,0.5386 (94),0.505,99,0.5274,,,,
115,Northwestern,20-12,0.5309,16.4,11.2,0.5942,0.4983 (157),0.5327,136,0.5098,,,,
116,Oakland,21-11,0.5297,22.2,10.6,0.6768,0.4765 (212),0.4891,206,0.4807,,,,
117,CS Bakersfield,21-8,0.5294,19.4,5.6,0.776,0.4341 (310),0.4736,305,0.4472,,,,
118,Nevada,17-13,0.5291,15.4,10.6,0.5923,0.5070 (145),0.5102,140,0.508,,,,
119,Penn State,16-16,0.5291,13.2,14,0.4853,0.5448 (87),0.5414,77,0.5437,,,,
120,Rhode Island,17-15,0.5288,13,13,0.5,0.5434 (89),0.5284,86,0.5384,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
121,Richmond,16-16,0.5283,14.4,16,0.4737,0.5539 (71),0.5315,72,0.5464,,,,
122,Louisiana Tech,21-9,0.5282,18.2,6.6,0.7339,0.4544 (267),0.4702,273,0.4597,,,,
123,North Carolina St,16-17,0.5279,12.8,16.6,0.4354,0.5611 (62),0.5541,47,0.5587,,,,
124,Kent St,18-13,0.5275,15.6,11,0.5865,0.5071 (144),0.5093,141,0.5078,,,,
125,North Dakota St,18-13,0.5258,15.6,9,0.6341,0.4881 (179),0.4931,180,0.4897,,,,
126,Vermont,20-13,0.5256,18.8,10.6,0.6395,0.4898 (177),0.4835,182,0.4877,,,,
127,Morehead St,17-12,0.5256,15.4,9.2,0.626,0.4929 (172),0.4906,172,0.4921,,,,
128,Marshall,17-16,0.5256,15,14,0.5172,0.5475 (83),0.49,97,0.5283,,,,
129,Pepperdine,17-13,0.5251,15.8,11.4,0.5809,0.5105 (137),0.4987,142,0.5066,,,,
130,Winthrop,20-9,0.5249,18.4,6.6,0.736,0.4469 (286),0.4699,284,0.4546,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
131,Clemson,17-14,0.5245,13,12.4,0.5118,0.5207 (118),0.5449,96,0.5288,,,,
132,Columbia,19-10,0.5245,17,9.2,0.6489,0.4825 (195),0.4843,195,0.4831,,,,
133,Arkansas,16-16,0.5238,12,14.8,0.4478,0.5538 (72),0.5397,66,0.5491,,,,
134,Tennessee Tech,17-11,0.5224,14.2,7.8,0.6455,0.4811 (199),0.4821,201,0.4814,,,,
135,Coll of Charleston,16-14,0.5217,14.8,12.8,0.5362,0.5199 (120),0.5108,119,0.5168,,,,
136,Northern Illinois,17-12,0.5211,12.6,8.4,0.6,0.4867 (182),0.5111,162,0.4948,,,,
137,UNC Asheville,20-11,0.5207,18.8,9.4,0.6667,0.4684 (239),0.4794,235,0.4721,,,,
138,Southern Illinois,22-10,0.5205,20.8,10,0.6753,0.4545 (266),0.4975,249,0.4688,,,,
139,Memphis,19-15,0.5196,14.2,14.2,0.5,0.5296 (105),0.5191,103,0.5261,17,17,,
140,Old Dominion,22-13,0.5189,20,12.2,0.6211,0.4801 (201),0.4943,185,0.4849,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
141,New Mexico,17-15,0.5188,14.2,13.8,0.5071,0.5259 (112),0.5161,111,0.5227,,,,
142,Fairfield,19-13,0.5183,17.4,11.8,0.5959,0.4982 (158),0.4809,171,0.4924,,,,
143,Neb-Omaha,16-13,0.5169,16,11.4,0.5839,0.4917 (173),0.5003,164,0.4946,,,,
144,Montana,18-11,0.5161,17.2,8.6,0.6667,0.4633 (251),0.4712,259,0.4659,,,,
145,Tennessee,15-19,0.5161,10.6,16.2,0.3955,0.5650 (52),0.5387,54,0.5563,,,,
146,Wright St,20-13,0.5151,17.6,10.2,0.6331,0.4685 (237),0.4903,228,0.4758,,,,
147,UNLV,16-15,0.5124,12,12.6,0.4878,0.5210 (117),0.5196,113,0.5205,,,,
148,Tennessee St,18-10,0.5112,17.2,8,0.6825,0.4398 (301),0.4826,286,0.4541,,,,
149,Illinois,15-19,0.5108,12.6,19.4,0.3937,0.5557 (70),0.5381,63,0.5498,,,,
150,Towson,18-12,0.5107,16.8,10.8,0.6087,0.4601 (257),0.5141,220,0.4781,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
151,Oral Roberts,17-Dec,0.5101,11.2,13.8,0.448,0.5463 (85),0.4999,94,0.5308,,,,
152,Mississippi St,14-17,0.5101,10.8,15.4,0.4122,0.5514 (76),0.5255,79,0.5428,,,,
153,Utah St,14-15,0.5096,12.8,14.2,0.4741,0.5276 (108),0.5092,112,0.5215,,,,
154,Hampton,20-10,0.5068,20,8,0.7143,0.4292 (320),0.4545,322,0.4376,,,,
155,Central Michigan,14-15,0.5068,11.6,13,0.4715,0.5302 (103),0.4951,115,0.5185,,,,
156,UL Lafayette,15-14,0.5066,12.6,10.4,0.5478,0.4964 (165),0.4858,169,0.4929,,,,
157,High Point,18-10,0.5061,17.6,8.8,0.6667,0.4372 (306),0.4832,293,0.4525,,,,
158,Western Kentucky,16-16,0.5061,13.2,14,0.4853,0.5272 (109),0.4846,127,0.513,,,,
159,Wake Forest,20-Nov,0.5056,9.8,20,0.3289,0.5689 (44),0.556,38,0.5646,,,,
160,Elon,14-16,0.5046,14.8,16.4,0.4744,0.5149 (130),0.514,123,0.5146,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
161,North Florida,19-11,0.5037,17.4,8.2,0.6797,0.4274 (321),0.4804,310,0.4451,,,,
162,Duquesne,15-16,0.5029,13,15.6,0.4545,0.5176 (123),0.5216,114,0.519,,,,
163,Incarnate Word,14-11,0.5025,14,8.2,0.6306,0.4578 (261),0.4636,272,0.4597,,,,
164,Coastal Carolina,15-11,0.5016,14.6,9.8,0.5984,0.4693 (233),0.4694,244,0.4694,,,,
165,Nebraska,16-18,0.5015,13.2,18,0.4231,0.5260 (111),0.5309,98,0.5276,,,,
166,Western Carolina,13-17,0.5004,10.6,12.2,0.4649,0.5262 (110),0.4842,130,0.5122,,,,
167,Furman,16-15,0.4999,12.8,10.6,0.547,0.4864 (183),0.4798,191,0.4842,,,,
168,Lehigh,16-15,0.4989,15.2,13.8,0.5241,0.4991 (155),0.4734,178,0.4905,,,,
169,Murray St,15-14,0.4985,13.4,12.4,0.5194,0.5009 (153),0.473,174,0.4916,,,,
170,Massachusetts,14-18,0.4978,11.6,17.2,0.4028,0.5364 (99),0.5155,95,0.5294,16,15,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
171,Indiana St,14-17,0.4975,11.2,14.2,0.4409,0.5226 (116),0.5038,121,0.5164,,,,
172,Oklahoma St,20-Dec,0.4968,9.2,19.6,0.3194,0.5527 (75),0.5622,55,0.5559,9,8,,
173,UW Milwaukee,18-13,0.4963,18,12.2,0.596,0.4471 (283),0.4949,266,0.463,,,,
174,TCU,21-Dec,0.4963,8.8,20.6,0.2993,0.5641 (55),0.5575,44,0.5619,,,,
175,Auburn,20-Nov,0.4962,8.6,18.4,0.3185,0.5660 (48),0.5342,56,0.5554,,,,
176,Fordham,16-13,0.496,12,11.8,0.5042,0.4796 (205),0.5206,168,0.4933,,,,
177,New Hampshire,17-12,0.4959,16.6,9.6,0.6336,0.4392 (305),0.4718,299,0.4501,,,,
178,Sam Houston,15-14,0.4959,14.6,11.6,0.5573,0.4852 (185),0.4559,229,0.4754,,,,
179,Ball State,18-13,0.4955,15.6,12.6,0.5532,0.4635 (250),0.5019,226,0.4763,,,,
180,Georgia St,14-14,0.4954,11.6,11.2,0.5088,0.4965 (164),0.48,177,0.491,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
181,Colorado St,16-16,0.4952,13.2,14.4,0.4783,0.4950 (167),0.5126,155,0.5009,,,,
182,Toledo,16-15,0.4925,15.2,14.2,0.517,0.4750 (217),0.5029,189,0.4843,,,,
183,Bucknell,16-13,0.4924,16.8,13.4,0.5563,0.4684 (238),0.4762,240,0.471,,,,
184,Wagner,21-10,0.491,19.8,9.2,0.6828,0.4132 (335),0.4549,334,0.4271,,,,
185,Texas Southern,18-14,0.491,17.2,9.2,0.6515,0.4272 (322),0.4581,323,0.4375,,,,
186,Southern U,19-12,0.4898,17.8,8.4,0.6794,0.4170 (331),0.4457,336,0.4266,,,,
187,Wyoming,18-Dec,0.4891,10.4,17.2,0.3768,0.5377 (96),0.5042,100,0.5265,,,,
188,IUPUI,19-Dec,0.4887,10.4,13.8,0.4298,0.5089 (141),0.5073,139,0.5084,,,,
189,Austin Peay,16-17,0.4884,16.8,16.2,0.5091,0.4850 (187),0.4744,200,0.4815,,,,
190,Idaho,19-12,0.4884,18.6,11.2,0.6242,0.4323 (314),0.4646,315,0.4431,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
191,Radford,14-15,0.4878,14.4,14.6,0.4966,0.4914 (175),0.4718,186,0.4849,,,,
192,Harvard,16-Dec,0.4874,11.2,14,0.4444,0.5029 (151),0.4994,152,0.5018,,,,
193,Denver,16-15,0.4872,15.2,15.4,0.4967,0.4821 (196),0.4879,193,0.484,,,,
194,Mercer,17-14,0.487,15,11.2,0.5725,0.4405 (299),0.4947,275,0.4585,,,,
195,Miami (OH),20-Dec,0.4855,9.6,18.8,0.338,0.5499 (78),0.5042,90,0.5347,,,,
196,Boston U,17-14,0.4853,17.4,13.2,0.5686,0.4479 (280),0.4767,277,0.4575,,,,
197,South Dakota,18-Dec,0.4849,12.4,16.4,0.4306,0.5079 (143),0.4931,149,0.503,,,,
198,Detroit,14-15,0.4822,12,12.6,0.4878,0.4735 (223),0.4941,207,0.4803,,,,
199,DePaul,22-Sep,0.4813,8.2,21.6,0.2752,0.5538 (73),0.5423,62,0.55,,,,
200,Wofford,13-17,0.4812,11,12.2,0.4741,0.4799 (203),0.4909,194,0.4836,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
201,Bowling Green,14-18,0.4812,14.8,18,0.4512,0.4844 (189),0.5047,175,0.4912,,,,
202,George Mason,21-Nov,0.4809,9,19.8,0.3125,0.5448 (88),0.5215,89,0.537,,,,
203,Western Michigan,19-Nov,0.4807,8.6,16.2,0.3468,0.5365 (98),0.5029,105,0.5253,,,,
204,Fairleigh Dickinson,17-14,0.48,17.4,13.2,0.5686,0.4491 (276),0.4532,298,0.4504,,,,
205,South Carolina St,17-14,0.4789,16.2,10,0.6183,0.4203 (328),0.4567,328,0.4325,,,,
206,Saint Louis,21-Nov,0.4785,9.4,22.2,0.2975,0.5487 (81),0.519,85,0.5388,24,,,
207,NJIT,16-14,0.4778,16,13.2,0.5479,0.4466 (287),0.4701,285,0.4544,,,,
208,St. Peter's,14-16,0.4769,12.4,14,0.4697,0.4769 (211),0.4839,217,0.4792,,,,
209,Gardner Webb,14-16,0.4764,14,13.2,0.5147,0.4600 (258),0.4711,262,0.4637,,,,
210,Eastern Kentucky,14-16,0.4756,12.4,14.4,0.4627,0.4794 (207),0.481,210,0.48,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
211,Washington St,22-Aug,0.4755,5.2,21.6,0.194,0.5808 (30),0.5463,28,0.5693,,,,
212,UT Martin,17-14,0.4752,16.2,11.2,0.5912,0.4111 (338),0.4873,324,0.4365,,,,
213,Army,18-13,0.4749,19.6,14.2,0.5799,0.4251 (323),0.4696,320,0.4399,,,,
214,UTEP,18-14,0.4747,13.6,12,0.5313,0.4470 (284),0.4735,281,0.4559,,,,
215,Florida Gulf Coast,16-13,0.4746,12.8,11.4,0.5289,0.4463 (290),0.477,278,0.4565,,,,
216,Navy,18-14,0.4742,20.4,16,0.5604,0.4301 (318),0.476,309,0.4454,,,,
217,East Carolina,20-Dec,0.4733,10,19.2,0.3425,0.5168 (125),0.5172,118,0.5169,,,,
218,North Dakota,14-15,0.4732,12.8,13,0.4961,0.4669 (241),0.4627,261,0.4655,,,,
219,UCF,18-Dec,0.4719,10.4,17.6,0.3714,0.4968 (163),0.5225,144,0.5054,,,,
220,Norfolk St,15-16,0.4711,15,13.2,0.5319,0.4464 (288),0.4597,297,0.4508,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
221,Canisius,14-19,0.4692,12.8,17.4,0.4238,0.4810 (200),0.4911,190,0.4843,,,,
222,Jackson St,17-15,0.4688,15.8,11,0.5896,0.4173 (330),0.4509,332,0.4285,,,,
223,Missouri,21-Oct,0.4685,6,19.4,0.2362,0.5530 (74),0.5318,75,0.5459,,,,
224,Loyola Marymount,13-17,0.4679,12.2,15.4,0.442,0.4669 (242),0.4958,225,0.4765,,,,
225,Houston Baptist,13-16,0.4678,11.4,13.2,0.4634,0.4722 (227),0.4634,245,0.4692,,,,
226,Air Force,18-Dec,0.4669,8.8,14.8,0.3729,0.4949 (168),0.5047,157,0.4982,,,,
227,San Francisco,14-15,0.4663,12.4,15,0.4526,0.4615 (254),0.4898,241,0.4709,,,,
228,Manhattan,13-18,0.4661,11.4,15.6,0.4222,0.4799 (204),0.4825,204,0.4808,,,,
229,South Florida,25-Aug,0.4661,7.6,27,0.2197,0.5655 (50),0.5137,67,0.5482,,,,
230,American,19-Dec,0.466,12.8,17,0.4295,0.4841 (190),0.4662,219,0.4781,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
231,Tulane,22-Dec,0.4646,10.4,22,0.321,0.5128 (133),0.5119,128,0.5125,,,,
232,Eastern Washington,15-15,0.462,13.8,11.4,0.5476,0.4133 (334),0.474,327,0.4335,,,,
233,La Salle,22-Aug,0.4619,5.2,20.8,0.2,0.5580 (63),0.5315,65,0.5492,,,,
234,Charlotte,14-19,0.4617,12.8,18.6,0.4076,0.4705 (230),0.4982,211,0.4797,,,,
235,Missouri St,19-Dec,0.4602,10.8,18.6,0.3673,0.4811 (198),0.5113,176,0.4912,,,,
236,Cal Poly,20-Aug,0.46,8,18,0.3077,0.5187 (121),0.4952,132,0.5108,,,,
237,UNC Greensboro,18-Nov,0.4599,9,14.4,0.3846,0.4874 (180),0.4804,184,0.4851,,,,
238,Texas St,13-16,0.4594,11.4,13.2,0.4634,0.4471 (282),0.48,276,0.4581,,,,
239,Loyola (Chicago),14-17,0.4592,12.4,17,0.4218,0.4562 (264),0.5029,239,0.4717,,,,
