2007-2008 RPI,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Records reflect games against Division I opponents only.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Click on team name for schedule and results. Clickable column headings will sort by that column.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Last updated Tue Mar 18 2008, 12:41 PM",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Shaded teams made the tournament,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
203,Bucknell,19-Dec,0.4732,10.8,16.6,0.3942,0.5099 (138),0.479,159,0.4996,,,,
204,Pepperdine,21-Oct,0.4729,10.8,18.2,0.3724,0.5180 (114),0.4832,143,0.5064,,,,
205,Alabama St,17-10,0.4727,17,8,0.68,0.3823 (338),0.4461,338,0.4036,,,,
206,Albany,15-15,0.4724,14.6,13.4,0.5214,0.4502 (277),0.468,278,0.4561,,,,
207,Delaware St,16-Dec,0.472,12.4,13.2,0.4844,0.4668 (240),0.4702,251,0.4679,,,,
208,Central Connecticut,14-16,0.4714,13.2,14.4,0.4783,0.4713 (223),0.4646,242,0.4691,,,,
209,UT Martin,15-16,0.4706,15.8,14.8,0.5163,0.4531 (270),0.4597,279,0.4553,,,,
210,Elon,13-18,0.4693,11.4,15.2,0.4286,0.4794 (204),0.4898,198,0.4829,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
211,Rutgers,20-Nov,0.4692,9,20,0.3103,0.5176 (116),0.5314,104,0.5222,,,,
212,Army,14-16,0.4686,14,15.2,0.4795,0.4630 (246),0.4689,260,0.465,,,,
213,Chicago St,17-Aug,0.4683,7.6,13.4,0.3619,0.5150 (123),0.4813,152,0.5037,,,,
214,Navy,16-14,0.4673,16,13.6,0.5405,0.4257 (320),0.4774,307,0.4429,,,,
215,James Madison,13-17,0.4666,10.6,14.6,0.4206,0.4809 (201),0.484,204,0.482,,,,
216,Cal Poly,18-Nov,0.4665,10.2,15.6,0.3953,0.4910 (178),0.4885,179,0.4902,,,,
217,Tennessee St,13-17,0.4662,13,15.4,0.4577,0.4710 (227),0.4652,241,0.4691,,,,
218,IPFW,18-Nov,0.4662,8.6,13.6,0.3874,0.4946 (171),0.4883,174,0.4925,,,,
219,Wyoming,18-Oct,0.4648,8.8,16.4,0.3492,0.5003 (157),0.5094,153,0.5033,,,,
220,Columbia,13-15,0.4646,13,13.8,0.4851,0.4507 (275),0.4721,274,0.4578,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
221,UT San Antonio,17-Sep,0.4638,7.8,14.6,0.3482,0.5126 (130),0.4817,154,0.5023,,,,
222,Loyola (Chicago),19-Oct,0.4635,9.2,16.6,0.3566,0.4938 (173),0.5099,160,0.4991,,,,
223,Miss Valley St,15-15,0.4633,15,13,0.5357,0.4360 (299),0.4457,315,0.4392,,,,
224,Northwestern,22-Jul,0.4633,6.6,22.4,0.2276,0.5500 (65),0.5256,72,0.5418,,,,
225,Iona,20-Dec,0.4631,11.2,17.2,0.3944,0.4853 (187),0.4872,188,0.4859,,,,
226,Lipscomb,14-16,0.463,12.8,13.2,0.4923,0.4475 (285),0.4647,286,0.4532,,,,
227,Youngstown St,21-Jul,0.4628,6.2,18.2,0.2541,0.5460 (75),0.505,89,0.5323,,,,
228,Coppin St,14-20,0.4622,13.6,16.4,0.4533,0.4603 (253),0.4747,259,0.4651,,,,
229,Montana,16-Dec,0.4621,12,14.4,0.4545,0.4624 (248),0.4689,262,0.4646,,,,
230,McNeese St,16-Oct,0.4612,10,13.2,0.431,0.4658 (243),0.4819,237,0.4712,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
231,High Point,13-14,0.4606,10.6,10,0.5146,0.4321 (306),0.4638,308,0.4426,,,,
232,Morehead St,13-15,0.4605,11,11.4,0.4911,0.4447 (288),0.4617,292,0.4504,,,,
233,Florida Atlantic,15-18,0.4604,11.8,15.2,0.437,0.4548 (264),0.4948,247,0.4681,,,,
234,North Carolina A&T,16-Nov,0.4602,10.6,12.8,0.453,0.4568 (261),0.4742,266,0.4626,,,,
235,Towson,13-18,0.46,9,14.4,0.3846,0.4830 (193),0.4897,191,0.4852,,,,
236,Montana St,13-15,0.4595,10.6,11.4,0.4818,0.4417 (293),0.4728,288,0.4521,,,,
237,Eastern Michigan,14-17,0.4591,11.2,14.2,0.4409,0.4485 (282),0.4985,258,0.4651,,,,
238,San Jose St,13-19,0.459,11.8,17,0.4097,0.4710 (226),0.4843,224,0.4754,,,,
239,Southern Utah,18-Nov,0.4581,9.8,16,0.3798,0.4895 (180),0.4735,194,0.4842,,,,
240,Boston U,14-17,0.458,13.6,15.4,0.469,0.4432 (290),0.4769,282,0.4544,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
241,Drexel,20-Dec,0.4577,10.4,19.6,0.3467,0.4956 (168),0.4932,169,0.4948,,,,
242,Hofstra,18-Dec,0.4565,10.4,16,0.3939,0.4686 (233),0.4948,215,0.4774,,,,
243,Fresno St,19-Dec,0.4561,8.8,16.6,0.3465,0.4956 (167),0.4868,173,0.4927,,,,
244,Troy,19-Oct,0.4561,8.4,16.6,0.336,0.4988 (162),0.4906,166,0.4961,,,,
245,Lehigh,14-15,0.456,10.8,12.2,0.4696,0.4385 (296),0.4774,290,0.4515,,,,
246,Utah Valley St,13-14,0.4547,12.2,10.8,0.5304,0.4017 (332),0.4848,326,0.4294,,,,
247,Binghamton,14-16,0.4541,12.4,14.4,0.4627,0.4431 (291),0.4674,291,0.4512,,,,
248,Nicholls St,21-Sep,0.4528,8.2,17,0.3254,0.4967 (166),0.4925,167,0.4953,,,,
249,Texas St,16-Oct,0.4516,10.4,15.6,0.4,0.4682 (235),0.47,244,0.4688,,,,
250,Florida A&M,13-17,0.4492,12.2,13.8,0.4692,0.4326 (305),0.4624,309,0.4425,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
251,Evansville,21-Aug,0.4481,6.4,19.4,0.2481,0.5143 (125),0.5157,118,0.5148,,,,
252,UL Monroe,21-Jul,0.4479,7,18.2,0.2778,0.5075 (143),0.4986,148,0.5046,,,,
253,Eastern Kentucky,16-Dec,0.4473,11.2,15.2,0.4242,0.4518 (273),0.4614,280,0.455,,,,
254,Savannah St,17-Oct,0.4472,9.6,13,0.4248,0.4459 (287),0.472,281,0.4546,,,,
255,East Carolina,18-Sep,0.4463,6.6,18.4,0.264,0.5012 (154),0.519,140,0.5071,,,,
256,Liberty,13-16,0.4454,10.2,12,0.4595,0.4288 (313),0.4646,312,0.4407,,,,
257,Stetson,15-16,0.4454,13,12.8,0.5039,0.4099 (327),0.4577,327,0.4259,,,,
258,Idaho St,19-Oct,0.4448,9.2,16.2,0.3622,0.4687 (232),0.4796,233,0.4724,,,,
259,Norfolk St,16-15,0.4445,14.8,10.2,0.592,0.3640 (340),0.458,340,0.3953,,,,
260,Texas A&M CC,20-Sep,0.4439,8.2,19.6,0.295,0.4946 (172),0.4914,172,0.4935,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
261,Pennsylvania,13-18,0.4437,11,17.2,0.3901,0.4496 (279),0.4855,270,0.4616,,,,
262,Samford,16-Dec,0.4427,12.8,15.2,0.4571,0.4279 (316),0.4579,318,0.4379,,,,
263,Florida Intl,20-Aug,0.4423,5.6,19.2,0.2258,0.5263 (104),0.4908,119,0.5145,,,,
264,St. Bonaventure,22-Aug,0.4423,6.4,19.6,0.2462,0.5069 (145),0.5092,137,0.5076,,,,
265,Colorado St,24-Jun,0.4399,5.2,22,0.1912,0.5319 (101),0.5048,103,0.5228,,,,
266,SMU,20-Aug,0.4385,6.4,20.4,0.2388,0.5051 (150),0.5049,147,0.505,,,,
267,Western Illinois,18-Oct,0.4375,7.6,14.4,0.3455,0.4686 (234),0.4673,246,0.4682,,,,
268,Buffalo,20-Sep,0.4372,6.6,17.6,0.2727,0.4820 (198),0.5122,175,0.492,,,,
269,Oregon St,24-Jun,0.4367,5.6,24.8,0.1842,0.5123 (131),0.5379,108,0.5209,,,,
270,Jackson St,14-20,0.4364,12.8,17.6,0.4211,0.4413 (294),0.4418,310,0.4415,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
271,Hawai'i,19-Nov,0.4362,8.2,19,0.3015,0.4742 (215),0.4949,206,0.4811,,,,
272,Denver,19-Oct,0.4361,6.4,13.8,0.3168,0.4678 (236),0.492,222,0.4759,,,,
273,San Francisco,21-Sep,0.4358,7.4,18.6,0.2846,0.4835 (191),0.4918,187,0.4863,,,,
274,Manhattan,19-Dec,0.435,11.6,17.8,0.3946,0.4316 (307),0.4821,295,0.4484,,,,
275,VMI,15-Oct,0.434,10.8,14.6,0.4252,0.4279 (315),0.4549,321,0.4369,,,,
276,Coastal Carolina,15-Oct,0.4327,7.6,11.4,0.4,0.4334 (304),0.4638,305,0.4436,,,,
277,Northern Colorado,16-Nov,0.4322,9.4,12.8,0.4234,0.4150 (324),0.4752,324,0.4351,,,,
278,UT Pan American,13-13,0.4315,14.2,11.8,0.5462,0.3526 (341),0.4748,341,0.3933,,,,
279,NCCU,23-Mar,0.4314,3,15.8,0.1596,0.5409 (83),0.484,105,0.522,,,,
280,Tennessee Tech,19-Nov,0.4306,11.4,16.2,0.413,0.4213 (323),0.4667,322,0.4364,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
281,Central Arkansas,16-Oct,0.4305,8.8,13.6,0.3929,0.4282 (314),0.4729,306,0.4431,,,,
282,Fairleigh Dickinson,20-Aug,0.4287,8,19.2,0.2941,0.4736 (217),0.4736,228,0.4736,,,,
283,Georgia St,21-Sep,0.4286,7.8,19.4,0.2868,0.4674 (239),0.4929,221,0.4759,,,,
284,Centenary,21-Sep,0.4286,8.2,17.8,0.3154,0.4561 (263),0.4867,254,0.4663,,,,
285,South Carolina St,20-Dec,0.4278,10.4,17.6,0.3714,0.4426 (292),0.4545,299,0.4466,,,,
286,Eastern Washington,19-Sep,0.4271,7,16.2,0.3017,0.4629 (247),0.4811,243,0.469,,,,
287,Detroit,23-Jun,0.4265,4.4,21.8,0.1679,0.5129 (129),0.5122,124,0.5127,,,,
288,UMKC,21-Sep,0.425,7,18.6,0.2734,0.4711 (225),0.4843,223,0.4755,,,,
289,UC Riverside,21-Aug,0.4246,5.2,17,0.2342,0.4873 (181),0.4894,182,0.488,,,,
290,Arkansas St,20-Aug,0.424,5.6,16.8,0.25,0.4820 (197),0.4821,202,0.482,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
291,Florida Gulf Coast,21-Oct,0.4227,10.4,18.6,0.3586,0.4337 (303),0.4648,304,0.4441,,,,
292,SE Missouri St,19-Oct,0.4198,9.6,16.6,0.3664,0.4262 (318),0.4603,319,0.4375,,,,
293,Western Carolina,21-Sep,0.4196,6.6,18.2,0.2661,0.4576 (260),0.4971,239,0.4707,,,,
294,Alabama A&M,15-Nov,0.4196,10.6,12.6,0.4569,0.3941 (335),0.4332,337,0.4071,,,,
295,Monmouth,24-Jul,0.4195,7.4,23.6,0.2387,0.4856 (186),0.4683,210,0.4798,,,,
296,Northern Illinois,22-Jun,0.419,4.4,20,0.1803,0.4982 (165),0.4994,163,0.4986,,,,
297,Ball State,24-Jun,0.4184,4.4,22.8,0.1618,0.5047 (151),0.5024,150,0.5039,,,,
298,Portland,22-Aug,0.4163,7.2,20.4,0.2609,0.4532 (268),0.4976,249,0.468,,,,
299,Idaho,21-Jul,0.4154,5.8,18.2,0.2417,0.4664 (242),0.4869,231,0.4733,,,,
300,Dartmouth,18-Sep,0.415,8.2,15.6,0.3445,0.4238 (322),0.4679,317,0.4385,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
301,Southern U,18-Oct,0.4144,9.2,14.8,0.3833,0.4148 (325),0.4445,328,0.4247,,,,
302,Rice,27-Mar,0.4123,3,26.6,0.1014,0.5168 (119),0.5143,116,0.516,,,,
303,UC Davis,22-Jul,0.4113,5,18.8,0.2101,0.4755 (213),0.4842,211,0.4784,,,,
304,Furman,23-Jul,0.4111,5.4,20.2,0.2109,0.4769 (210),0.4799,213,0.4779,,,,
305,New Hampshire,20-Aug,0.4094,7.2,19.6,0.2687,0.4536 (267),0.4616,277,0.4563,,,,
306,SC Upstate,22-Jun,0.4091,6,18.8,0.2419,0.4592 (255),0.476,261,0.4648,,,,
307,Harvard,22-Aug,0.4091,5.2,18.4,0.2203,0.4715 (221),0.4731,235,0.472,,,,
308,Loyola Marymount,26-May,0.4071,5,25.2,0.1656,0.4868 (183),0.4893,183,0.4876,,,,
309,Radford,20-Aug,0.4063,6.4,16,0.2857,0.4343 (302),0.4711,300,0.4466,,,,
310,UA Pine Bluff,18-Nov,0.4055,11.8,16,0.4245,0.3769 (339),0.4439,339,0.3992,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,Campbell,20-Sep,0.4031,7.8,18.8,0.2932,0.4352 (301),0.4489,314,0.4398,,,,
312,Winston Salem St,18-Oct,0.4024,8,15.2,0.3448,0.4022 (331),0.4603,330,0.4216,,,,
313,St. Francis (NY),22-Jul,0.4018,6.6,21.2,0.2374,0.4502 (276),0.4695,275,0.4566,,,,
314,St. Francis (PA),23-May,0.4006,5.4,23.4,0.1875,0.4695 (231),0.4759,236,0.4716,,,,
315,St. Peter's,24-Jun,0.4001,4.4,22,0.1667,0.4770 (209),0.4799,212,0.478,,,,
316,Mercer,19-Oct,0.4001,9.6,17.4,0.3556,0.3899 (337),0.465,333,0.4149,,,,
317,CS Bakersfield,21-Aug,0.3991,8,20.6,0.2797,0.4258 (319),0.4653,316,0.4389,,,,
318,Canisius,25-Jun,0.3975,4,22.6,0.1504,0.4815 (200),0.4767,209,0.4799,,,,
319,Bethune Cookman,20-Sep,0.3946,9,19.2,0.3191,0.4064 (328),0.4465,331,0.4197,,,,
320,Texas Southern,25-Jul,0.3938,6.6,21.8,0.2324,0.4482 (283),0.4464,297,0.4476,,,,
,,,,RPI Data,,,,,SOS,,Polls,,,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,AP,USA,,
321,Prairie View A&M,22-Jul,0.3931,6.6,18.8,0.2598,0.4306 (311),0.4514,320,0.4375,,,,
322,Longwood,22-Jun,0.3914,5.2,18,0.2241,0.4404 (295),0.4608,298,0.4472,,,,
323,Long Beach,25-Jun,0.391,4.4,22.2,0.1654,0.4545 (265),0.4895,255,0.4662,,,,
324,Kennesaw St,20-Sep,0.39,7,16.8,0.2941,0.4041 (330),0.4574,329,0.4219,,,,
325,Stony Brook,23-Jul,0.3894,6.2,21.4,0.2246,0.4365 (297),0.4599,303,0.4443,,,,
326,Charleston Southern,20-Jun,0.3881,4.4,16.8,0.2075,0.4437 (289),0.4573,296,0.4483,,,,
327,Maine,23-Jun,0.3877,6.8,23,0.2282,0.4265 (317),0.4696,311,0.4409,,,,
328,Grambling St,17-Jul,0.3875,6.6,14.6,0.3113,0.3997 (333),0.439,335,0.4128,,,,
329,Louisiana Tech,24-Jun,0.3867,4,22.8,0.1493,0.4599 (254),0.4778,257,0.4659,,,,
330,South Dakota St,21-Jul,0.3865,5,19,0.2083,0.4306 (310),0.4765,301,0.4459,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
331,Princeton,22-May,0.3834,3,19.6,0.1327,0.4586 (256),0.4836,252,0.4669,,,,
332,Howard,26-Jun,0.3825,4.4,21.6,0.1692,0.4526 (272),0.4557,285,0.4536,,,,
333,Presbyterian,25-Feb,0.3805,1.2,15.8,0.0706,0.4732 (220),0.5051,195,0.4839,,,,
334,The Citadel,24-Feb,0.3701,1.2,22.8,0.05,0.4697 (230),0.4911,219,0.4768,,,,
335,Sacramento St,24-Feb,0.3642,1.2,21.6,0.0526,0.4636 (245),0.477,248,0.4681,,,,
336,Alcorn St,23-Jun,0.3621,5.2,19.4,0.2114,0.3984 (334),0.4404,336,0.4124,,,,
337,Eastern Illinois,22-Jun,0.3619,5.2,20,0.2063,0.3905 (336),0.4601,334,0.4137,,,,
338,UM Eastern Shore,28-Apr,0.3531,2.4,23.6,0.0923,0.4312 (308),0.4577,313,0.44,,,,
339,Jacksonville St,22-May,0.3528,3.8,20.8,0.1545,0.4061 (329),0.4444,332,0.4189,,,,
340,North Florida,26-Feb,0.3458,1.2,23.2,0.0492,0.4363 (298),0.4616,302,0.4447,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
341,NJIT,0-29,0.3259,0,27.8,0,0.4242 (321),0.4552,325,0.4345,,,,
"© 1994-2008 by Palm Sports Resources, Inc. All rights reserved.",,,,,,,,,,,,,,
