Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
254,Cornell,Ivy,,9,17,62.7,65.3,-2.69,,-8.21,,-9.96,-1.69,-11.65,,,
255,Centenary (LA),TAAC (West),,10,20,69.1,73.8,-4.73,,-7.41,,-8.01,-4.14,-12.14,,,
256,Robert Morris,NEC,,8,19,63.0,68.5,-5.48,,-6.13,,-12.56,0.28,-12.28,,,
257,Stetson,TAAC (East),,11,15,69.8,73.0,-3.19,,-8.24,,-6.37,-5.91,-12.28,,,
258,Alcorn State,SWAC,,12,15,73.9,75.6,-1.63,,-8.28,,-3.60,-8.90,-12.49,,,
259,UNC Greensboro,Southern (North),,9,19,63.7,70.9,-7.25,,-4.45,,-9.83,-2.86,-12.69,,,
260,Grambling,SWAC,,16,12,72.5,73.5,-1.00,,-9.79,,-8.31,-5.05,-13.35,,,
261,Columbia,Ivy,,11,15,57.2,62.2,-4.96,,-8.14,,-16.26,2.80,-13.46,,,
262,Maine,AEC,,7,20,71.1,76.6,-5.48,,-4.09,,-3.43,-10.23,-13.65,,,
263,Southern Utah,Mid-Cont,,7,20,68.9,76.0,-7.07,,-5.41,,-6.25,-7.64,-13.89,,,
264,Morgan State,MEAC,,12,16,72.6,77.8,-5.11,,-8.88,,-3.57,-10.41,-13.99,,,
265,Drake,MVC,,3,24,61.0,75.3,-14.33,,1.60,,-9.78,-4.28,-14.06,,,
266,Georgia Southern,Southern (South),,10,18,65.1,68.3,-3.14,,-6.93,,-10.41,-3.81,-14.22,,,
267,Stephen F. Austin,Southland,,10,16,71.5,78.0,-6.46,,-6.29,,-4.31,-10.06,-14.37,,,
268,Hampton,MEAC,,14,12,68.1,71.2,-3.15,,-11.46,,-9.02,-5.59,-14.61,,,
269,Liberty,Big South,,11,17,64.3,68.9,-4.64,,-8.26,,-10.55,-4.16,-14.72,,,
270,Furman,Southern (South),,9,20,61.7,67.4,-5.66,,-8.12,,-12.39,-2.77,-15.16,,,
271,Morehead State,OVC,,3,23,63.6,74.9,-11.31,,-3.85,,-8.65,-6.50,-15.16,,,
272,Dartmouth,Ivy,,7,19,56.7,65.2,-8.50,,-7.12,,-15.62,0.00,-15.62,,,
273,Lehigh,Patriot,,10,17,70.9,77.4,-6.44,,-7.47,,-5.04,-10.66,-15.71,,,
274,Wofford,Southern (South),,9,18,64.7,70.1,-5.41,,-4.85,,-9.58,-6.48,-16.06,,,
275,Florida A&M,MEAC,,11,17,71.4,75.6,-4.25,,-11.82,,-6.37,-9.77,-16.14,,,
276,Maryland-Eastern Shore,MEAC,,9,18,68.1,72.9,-4.78,,-11.39,,-9.16,-7.01,-16.17,,,
277,Norfolk State,MEAC,,6,21,66.0,75.8,-9.78,,-5.73,,-6.85,-9.39,-16.25,,,
278,Monmouth,NEC,,4,23,60.1,72.3,-12.15,,-4.23,,-14.34,-2.04,-16.38,,,
279,McNeese State,Southland,,7,19,69.9,77.9,-8.04,,-7.72,,-7.05,-9.39,-16.44,,,
280,Holy Cross,Patriot,,7,20,68.6,76.8,-8.22,,-8.25,,-6.59,-10.00,-16.58,,,
281,Tennessee-Martin,OVC,,7,20,63.3,74.1,-10.85,,-4.36,,-10.96,-5.75,-16.71,,,
282,Alabama State,SWAC,,11,17,68.4,73.8,-5.39,,-10.27,,-11.30,-5.46,-16.77,,,
283,Jacksonville State,TAAC (West),,12,14,75.3,79.4,-4.12,,-11.26,,-0.44,-16.41,-16.85,,,
284,Mississippi Valley State,SWAC,,6,21,73.9,82.3,-8.33,,-7.57,,-1.89,-15.06,-16.95,,,
285,Prairie View,SWAC,,13,17,72.5,80.1,-7.63,,-6.19,,-7.05,-10.06,-17.11,,,
286,Brown,Ivy,,6,20,56.8,68.2,-11.31,,-5.95,,-14.87,-2.40,-17.26,,,
287,Idaho State,Big Sky,,6,20,68.9,81.9,-13.00,,-4.04,,-5.48,-12.04,-17.52,,,
288,Central Connecticut State,NEC,,4,22,65.6,76.8,-11.19,,-6.29,,-9.73,-7.85,-17.57,,,
289,North Carolina A&T,MEAC,,8,19,66.3,72.7,-6.37,,-10.98,,-7.74,-10.29,-18.02,,,
290,Campbell,TAAC (East),,10,17,63.9,71.1,-7.22,,-7.74,,-11.66,-6.58,-18.24,,,
291,Texas-Rio Grande Valley,Sun Belt,,3,24,72.3,94.4,-22.15,,0.96,,3.15,-21.60,-18.45,,,
292,Tennessee Tech,OVC,,9,21,65.8,75.6,-9.83,,-6.38,,-11.28,-7.21,-18.49,,,
293,Southeastern Louisiana,Southland,,6,20,79.4,85.8,-6.35,,-8.90,,0.04,-18.76,-18.73,,,
294,Mercer,TAAC (West),,5,21,68.0,76.5,-8.54,,-8.73,,-9.42,-9.80,-19.23,,,
295,Florida Atlantic,TAAC (East),,5,22,61.9,78.1,-16.19,,-3.21,,-11.13,-8.12,-19.25,,,
296,Coastal Carolina,Big South,,8,19,62.0,69.2,-7.15,,-9.30,,-14.15,-5.32,-19.47,,,
297,Winthrop,Big South,,7,20,63.4,70.8,-7.44,,-8.59,,-14.04,-6.05,-20.09,,,
298,Howard,MEAC,,8,20,69.2,77.2,-8.00,,-12.21,,-8.73,-11.48,-20.21,,,
299,Army,Patriot,,8,19,64.1,75.1,-11.04,,-8.19,,-10.03,-10.36,-20.38,,,
300,Charleston Southern,Big South,,5,22,69.7,78.8,-9.04,,-8.34,,-5.29,-15.17,-20.46,,,
301,Northeastern Illinois,Mid-Cont,,6,19,69.3,81.5,-12.16,,-6.00,,-6.26,-15.00,-21.26,,,
302,Sacramento State,Big Sky,,1,25,58.3,77.6,-19.23,,-1.99,,-15.15,-7.18,-22.34,,,
303,Delaware State,MEAC,,9,18,70.0,80.2,-10.22,,-10.03,,-9.10,-13.33,-22.43,,,
304,Troy,TAAC (West),,7,20,70.9,81.5,-10.63,,-9.87,,-5.84,-17.23,-23.07,,,
305,Chicago State,Mid-Cont,,2,25,68.0,89.7,-21.63,,-3.60,,-4.35,-20.88,-25.23,,,
306,Bethune-Cookman,MEAC,,1,26,60.9,79.2,-18.33,,-8.94,,-15.86,-11.42,-27.28,,,
