Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
56,Northwestern,Big Ten,,13,19,65.9,65.1,0.81,,9.16,,-0.65,10.62,9.97,104.66,89.91,14.75
57,Colorado,Pac-12,,23,13,73.6,67.5,6.08,,3.60,,3.14,6.54,9.68,107.49,93.55,13.94
58,Dayton,A-10,,21,12,72.9,66.2,6.76,,2.91,,3.05,6.62,9.67,111.98,97.27,14.71
59,Xavier,Big East,,19,16,72.2,70.6,1.54,,8.06,,3.46,6.15,9.61,112.30,98.11,14.19
60,Alabama,SEC,,18,16,72.0,71.6,0.44,,9.01,,4.59,4.86,9.45,108.68,95.06,13.62
61,Miami (FL),ACC,,14,18,71.8,71.1,0.69,,8.70,,4.10,5.29,9.39,110.67,97.16,13.51
62,Butler,Big East,,16,17,71.9,70.8,1.12,,8.10,,3.96,5.25,9.22,112.20,98.60,13.61
63,Lipscomb,A-Sun,,29,8,83.1,70.2,12.95,,-1.20,,9.85,-0.64,9.21,110.63,97.16,13.47
64,Belmont,OVC,,27,6,86.9,73.9,13.00,,-2.60,,11.35,-2.23,9.12,114.76,101.40,13.36
65,Fresno State,MWC,,23,9,76.5,67.6,8.94,,0.67,,4.12,4.86,8.99,109.80,96.55,13.25
66,Murray State,OVC,,28,5,82.6,68.3,14.30,,-3.11,,6.13,2.83,8.96,111.59,98.12,13.48
67,Illinois,Big Ten,,12,21,72.7,75.2,-2.58,,11.53,,7.87,1.08,8.95,110.49,97.52,12.98
68,Rutgers,Big Ten,,14,17,67.9,68.8,-0.87,,9.76,,1.90,6.99,8.89,106.13,93.06,13.07
69,Missouri,SEC,,15,17,67.2,67.8,-0.56,,9.16,,-0.42,9.02,8.60,107.58,94.57,13.01
70,San Francisco,WCC,,21,10,76.1,67.8,8.29,,1.13,,4.35,4.21,8.56,111.99,98.83,13.16
71,South Carolina,SEC,,16,16,72.7,72.4,0.34,,9.63,,5.56,2.77,8.34,106.94,94.47,12.46
72,Arizona,Pac-12,,17,15,70.9,68.9,2.00,,6.32,,1.36,6.97,8.32,106.47,94.40,12.07
73,Providence,Big East,,18,16,71.4,69.8,1.59,,6.71,,2.33,5.97,8.29,105.97,93.67,12.30
74,Southern California,Pac-12,,16,17,76.3,73.0,3.27,,4.96,,7.48,0.75,8.23,110.26,98.16,12.10
75,Toledo,MAC (West),,25,8,76.9,68.4,8.52,,0.71,,3.89,4.32,8.21,108.78,96.23,12.55
76,Temple,AAC,,23,10,74.7,71.5,3.24,,4.93,,5.55,2.62,8.17,109.29,97.17,12.12
77,Oklahoma State,Big 12,,12,20,68.1,71.5,-3.44,,11.53,,2.63,5.46,8.09,109.61,98.35,11.25
78,Notre Dame,ACC,,14,19,68.7,69.0,-0.30,,8.28,,1.29,6.68,7.97,109.57,98.00,11.58
79,Pittsburgh,ACC,,14,19,69.9,68.7,1.18,,6.69,,1.42,6.46,7.88,105.38,94.07,11.31
80,St. John's (NY),Big East,,21,13,77.1,74.8,2.38,,5.50,,7.70,0.18,7.88,109.56,98.26,11.29
81,Oregon State,Pac-12,,18,13,73.4,69.8,3.55,,4.29,,4.00,3.84,7.84,111.98,100.40,11.58
82,Wichita State,AAC,,22,15,70.5,68.7,1.81,,5.91,,1.99,5.73,7.72,106.25,94.43,11.82
83,Furman,Southern,,25,8,77.6,66.1,11.52,,-1.50,,2.18,5.29,7.46,107.18,95.86,11.32
84,Texas A&M,SEC,,14,18,70.4,71.8,-1.38,,8.59,,2.33,4.89,7.21,107.36,96.65,10.71
85,UCLA,Pac-12,,17,16,78.2,77.8,0.39,,6.78,,9.53,-2.36,7.17,109.80,99.12,10.68
86,West Virginia,Big 12,,15,21,73.8,77.4,-3.64,,10.57,,7.97,-1.03,6.94,110.07,99.40,10.67
87,Georgia Tech,ACC,,14,18,65.3,66.6,-1.22,,8.15,,-1.73,8.66,6.93,102.16,92.28,9.88
88,Connecticut,AAC,,16,17,73.8,71.3,2.48,,4.32,,5.25,1.56,6.81,108.75,98.76,9.99
89,Georgetown,Big East,,19,14,79.5,78.1,1.48,,5.31,,10.12,-3.32,6.80,108.96,99.42,9.54
90,Davidson,A-10,,24,10,70.9,65.6,5.29,,1.96,,-0.23,6.61,6.38,108.24,98.29,9.95
91,Brigham Young,WCC,,19,13,79.0,76.1,2.84,,3.31,,9.44,-3.29,6.15,111.07,101.58,9.49
92,Utah,Pac-12,,17,14,75.6,74.5,1.03,,5.10,,6.54,-0.41,6.13,114.61,105.86,8.75
93,San Diego,WCC,,21,15,72.0,68.2,3.78,,3.61,,1.44,4.68,6.12,106.47,97.07,9.40
94,Stanford,Pac-12,,15,16,72.7,71.8,0.90,,5.13,,2.57,3.46,6.03,103.70,95.23,8.48
95,DePaul,Big East,,19,17,78.4,76.4,1.94,,4.05,,8.11,-2.12,6.00,111.86,103.33,8.53
96,South Florida,AAC,,24,14,72.4,67.2,5.24,,1.69,,0.11,5.85,5.96,102.33,93.21,9.12
97,South Dakota State,Summit,,24,9,84.5,73.5,11.03,,-4.74,,9.32,-3.40,5.92,111.93,103.54,8.39
98,Boston College,ACC,,14,17,70.8,72.8,-1.94,,7.76,,3.42,2.41,5.83,108.37,99.72,8.65
99,Southern Methodist,AAC,,15,17,72.0,70.3,1.69,,4.12,,2.81,3.00,5.81,112.06,102.96,9.10
100,UC Irvine,Big West,,31,6,72.3,63.6,8.70,,-2.30,,-0.30,6.00,5.70,105.56,96.14,9.43
101,Yale,Ivy,,22,8,80.9,73.4,7.50,,-1.24,,7.97,-2.44,5.52,109.75,101.76,7.99
102,Georgia,SEC,,11,21,71.1,73.9,-2.81,,8.12,,2.73,2.58,5.31,105.77,98.25,7.52
103,San Diego State,MWC,,21,13,71.7,67.4,4.29,,2.47,,-0.75,6.04,5.29,104.71,97.38,7.33
104,Liberty,A-Sun,,29,7,73.7,61.4,12.36,,-3.88,,-3.23,8.50,5.27,108.83,98.95,9.88
105,East Tennessee State,Southern,,24,10,79.6,69.7,9.88,,-1.79,,2.75,2.46,5.21,108.44,100.20,8.24
106,Saint Louis,A-10,,23,13,66.6,63.8,2.83,,2.23,,-3.11,8.17,5.06,101.73,93.52,8.21
107,Vermont,AEC,,27,7,73.8,63.0,10.74,,-4.18,,-0.37,5.25,4.88,107.78,99.27,8.51
108,Akron,MAC (East),,17,16,68.8,63.8,4.97,,1.09,,-4.44,9.30,4.86,99.36,92.16,7.19
109,Hofstra,CAA,,27,8,83.4,72.9,10.46,,-4.53,,8.65,-3.97,4.68,115.55,107.83,7.72
110,Northern Kentucky,Horizon,,26,9,78.5,68.9,9.63,,-2.39,,3.55,1.11,4.67,107.98,100.78,7.20
111,Tulsa,AAC,,18,14,71.8,71.0,0.78,,3.86,,2.48,2.16,4.65,105.70,98.39,7.32
112,Bowling Green State,MAC (East),,22,12,78.5,73.4,5.06,,0.86,,5.04,-0.80,4.24,106.67,100.33,6.34
113,UNC Greensboro,Southern,,29,7,76.1,67.9,8.19,,-0.90,,0.27,3.81,4.08,105.03,98.52,6.52
114,Loyola (IL),MVC,,20,14,65.6,60.8,4.85,,-0.16,,-5.41,9.41,3.99,104.63,98.04,6.59
115,Northeastern,CAA,,23,11,75.4,70.8,4.65,,-0.70,,2.73,1.22,3.95,109.98,103.60,6.38
116,Grand Canyon,WAC,,20,14,75.3,69.2,6.09,,-1.49,,1.95,1.89,3.85,105.71,99.76,5.95
117,Georgia Southern,Sun Belt,,21,12,82.6,75.4,7.18,,0.13,,8.18,-4.44,3.75,107.57,101.65,5.92
118,Old Dominion,CUSA,,26,9,65.7,60.8,4.91,,-1.18,,-5.84,9.58,3.74,100.39,93.82,6.57
119,Boise State,MWC,,13,20,71.6,68.6,3.06,,1.08,,0.74,2.88,3.61,107.82,101.76,6.06
120,Vanderbilt,SEC,,9,23,68.1,72.3,-4.22,,7.79,,0.03,3.53,3.57,103.20,98.60,4.60
121,Ball State,MAC (West),,16,17,75.1,71.6,3.52,,1.21,,2.85,0.55,3.39,103.58,98.22,5.36
122,St. Bonaventure,A-10,,18,16,66.2,63.1,3.09,,0.25,,-4.33,7.66,3.34,101.49,95.44,6.05
123,Wright State,Horizon,,21,14,73.2,67.6,5.60,,-0.89,,-1.01,4.30,3.29,106.16,100.77,5.39
124,Western Kentucky,CUSA,,20,14,71.4,69.3,2.18,,0.96,,0.98,2.16,3.14,103.93,98.50,5.43
125,Utah Valley,WAC,,25,10,77.1,70.7,6.37,,-2.30,,2.89,0.11,3.00,107.10,102.23,4.88
126,Loyola Marymount,WCC,,22,12,67.0,62.5,4.50,,0.90,,-6.45,9.38,2.93,102.93,98.29,4.63
127,Rhode Island,A-10,,18,15,69.5,67.8,1.64,,1.19,,0.08,2.75,2.83,103.06,99.13,3.93
128,Central Michigan,MAC (West),,23,12,82.7,76.9,5.89,,-0.34,,8.12,-5.33,2.79,108.77,104.46,4.32
129,Northern Illinois,MAC (West),,17,17,73.7,71.0,2.74,,1.11,,1.50,1.07,2.58,108.53,104.35,4.18
130,Southern Mississippi,CUSA,,20,13,72.5,65.5,7.03,,-0.83,,-2.13,4.70,2.58,105.47,100.75,4.72
131,Drake,MVC,,24,10,75.4,70.2,5.18,,-0.66,,3.85,-1.33,2.52,105.19,101.01,4.18
132,Georgia State,Sun Belt,,24,10,76.4,73.3,3.15,,0.65,,3.57,-1.13,2.44,106.08,101.81,4.27
133,College of Charleston,CAA,,24,9,74.3,68.6,5.70,,-2.95,,-0.61,2.97,2.36,107.41,102.77,4.64
134,Pennsylvania,Ivy,,19,12,72.6,68.3,4.29,,-0.76,,-0.73,2.77,2.04,102.17,98.73,3.44
135,Harvard,Ivy,,19,12,71.7,70.1,1.55,,0.66,,-0.35,2.21,1.86,103.69,100.35,3.34
136,Jacksonville State,OVC,,24,9,78.0,69.2,8.82,,-5.47,,-0.16,1.76,1.59,102.60,99.27,3.33
137,Nevada-Las Vegas,MWC,,17,14,73.4,72.3,1.10,,0.48,,1.99,-0.41,1.58,105.65,102.44,3.20
138,Texas State,Sun Belt,,24,10,72.6,64.8,7.82,,-3.00,,-4.80,6.34,1.54,101.26,97.97,3.29
139,Montana,Big Sky,,26,9,76.1,68.5,7.66,,-5.05,,0.45,1.05,1.50,105.67,102.92,2.75
140,Southern Illinois,MVC,,17,15,68.6,67.0,1.56,,-0.17,,-2.61,4.00,1.39,103.02,100.50,2.51
141,Radford,Big South,,22,11,73.9,68.1,5.85,,-1.95,,-1.10,2.38,1.28,107.38,104.64,2.74
142,Kent State,MAC (East),,22,11,75.2,73.2,1.94,,0.61,,3.03,-1.77,1.26,108.09,105.88,2.21
143,Colgate,Patriot,,24,11,75.7,70.2,5.43,,-3.83,,1.82,-0.59,1.23,107.51,105.18,2.34
144,Wake Forest,ACC,,11,20,68.4,75.6,-7.26,,8.47,,0.76,0.45,1.21,104.62,102.37,2.25
145,Louisiana Tech,CUSA,,20,13,72.3,67.7,4.58,,-2.31,,-1.77,2.72,0.95,103.50,101.31,2.19
146,Pepperdine,WCC,,16,18,75.6,74.4,1.26,,0.63,,4.75,-3.85,0.90,106.20,104.23,1.98
147,George Mason,A-10,,18,15,70.1,69.4,0.76,,0.08,,0.22,0.62,0.84,103.63,101.50,2.13
148,Louisiana-Monroe,Sun Belt,,19,16,79.2,75.3,3.89,,-1.96,,4.03,-3.22,0.81,111.07,108.78,2.29
149,Miami (OH),MAC (East),,15,17,70.8,69.8,1.06,,2.31,,-1.56,2.34,0.77,104.12,102.55,1.57
150,Samford,Southern,,17,16,78.3,75.4,2.91,,-2.03,,3.89,-3.20,0.69,104.61,102.87,1.74
151,UTSA,CUSA,,17,15,77.5,75.2,2.31,,0.05,,5.44,-4.75,0.69,104.15,102.22,1.93
152,Austin Peay,OVC,,22,11,82.2,73.1,9.06,,-4.41,,4.22,-3.63,0.59,108.18,106.22,1.96
153,Bucknell,Patriot,,21,12,76.8,73.3,3.52,,-2.93,,3.61,-3.02,0.59,104.22,103.36,0.86
154,Duquesne,A-10,,19,13,73.5,72.3,1.16,,-0.63,,2.63,-2.10,0.53,104.20,102.80,1.40
155,Eastern Michigan,MAC (West),,15,17,68.8,69.2,-0.31,,4.43,,-5.57,5.97,0.40,102.43,101.60,0.83
156,UAB,CUSA,,20,15,70.6,67.7,2.86,,-1.52,,-1.51,1.87,0.36,105.52,104.00,1.52
157,Bradley,MVC,,20,15,66.5,65.3,1.26,,-0.90,,-4.59,4.52,-0.08,101.66,101.06,0.60
158,Colorado State,MWC,,12,20,74.8,75.2,-0.41,,1.41,,2.12,-2.23,-0.11,108.33,107.68,0.65
159,North Texas,CUSA,,21,12,69.8,62.9,6.82,,-3.48,,-6.36,6.11,-0.25,98.52,97.68,0.84
160,Saint Joseph's,A-10,,14,19,70.5,72.6,-2.09,,1.66,,1.59,-2.02,-0.43,105.03,105.11,-0.08
161,Coastal Carolina,Sun Belt,,17,17,77.7,74.1,3.56,,-1.94,,2.97,-3.48,-0.50,105.34,105.57,-0.23
162,UT Arlington,Sun Belt,,17,16,69.2,69.8,-0.58,,0.84,,-3.75,3.24,-0.50,99.08,98.77,0.31
163,New Mexico,MWC,,14,18,76.3,76.7,-0.34,,1.61,,4.74,-5.29,-0.55,103.22,103.12,0.11
164,Brown,Ivy,,20,12,73.6,68.9,4.72,,-3.29,,-1.02,0.40,-0.62,97.25,98.06,-0.82
165,Marshall,CUSA,,23,14,80.5,80.5,-0.03,,-0.61,,8.44,-9.08,-0.64,105.57,105.65,-0.08
166,Missouri State,MVC,,16,16,68.9,67.4,1.53,,-1.03,,-3.22,2.03,-1.20,102.85,103.23,-0.38
167,Hawaii,Big West,,18,13,72.3,68.7,3.55,,-3.61,,-2.07,0.77,-1.30,103.63,105.11,-1.48
168,Richmond,A-10,,13,20,70.1,70.7,-0.58,,-0.79,,-0.33,-1.04,-1.37,107.81,109.00,-1.20
169,Florida Atlantic,CUSA,,17,16,70.4,68.0,2.39,,-1.76,,-4.07,2.64,-1.42,98.64,99.47,-0.84
170,Seattle,WAC,,18,15,73.3,69.2,4.15,,-3.85,,-2.63,1.16,-1.47,100.58,102.05,-1.47
171,Northern Iowa,MVC,,16,18,65.1,65.6,-0.44,,0.62,,-6.27,4.73,-1.54,100.51,101.75,-1.23
172,UC Santa Barbara,Big West,,22,10,73.4,66.1,7.38,,-5.55,,-3.31,1.70,-1.62,103.77,105.11,-1.34
173,Washington State,Pac-12,,11,21,74.8,78.7,-3.88,,2.20,,4.11,-5.78,-1.67,106.11,108.23,-2.12
174,Ohio,MAC (East),,14,17,70.1,73.8,-3.68,,3.16,,-2.08,0.24,-1.84,97.38,99.60,-2.22
175,Abilene Christian,Southland,,27,7,73.6,63.6,10.03,,-7.34,,-4.14,2.24,-1.91,101.19,102.72,-1.53
176,Santa Clara,WCC,,16,15,68.2,70.1,-1.84,,0.92,,-3.17,1.26,-1.91,100.74,102.44,-1.70
177,Texas-Rio Grande Valley,WAC,,20,17,71.2,70.9,0.30,,-1.61,,-1.70,-0.34,-2.04,97.34,99.25,-1.91
178,Illinois State,MVC,,17,16,68.4,70.1,-1.73,,0.25,,-2.43,0.36,-2.06,101.01,103.33,-2.31
179,Louisiana,Sun Belt,,19,13,81.6,80.5,1.16,,-1.51,,5.77,-7.84,-2.07,104.77,106.88,-2.11
180,Stony Brook,AEC,,24,9,71.6,66.3,5.33,,-6.48,,-2.66,0.56,-2.10,96.93,99.73,-2.81
181,Green Bay,Horizon,,21,17,81.3,79.9,1.42,,-0.36,,5.85,-8.09,-2.24,103.23,105.23,-2.00
182,Oakland,Horizon,,16,17,76.8,76.2,0.58,,-1.48,,2.47,-4.73,-2.27,107.55,110.10,-2.55
183,Omaha,Summit,,21,11,78.8,76.7,2.16,,-3.39,,3.59,-5.91,-2.32,108.12,110.61,-2.48
184,Lehigh,Patriot,,20,11,80.0,77.8,2.13,,-4.46,,6.13,-8.47,-2.34,105.80,108.76,-2.96
185,Charleston Southern,Big South,,18,16,75.7,69.7,6.03,,-4.19,,-1.68,-0.74,-2.43,99.64,101.93,-2.29
186,Pacific,WCC,,14,18,66.8,70.0,-3.22,,1.97,,-5.38,2.92,-2.46,99.72,103.58,-3.86
187,Gardner-Webb,Big South,,23,12,77.7,70.5,7.14,,-4.43,,1.19,-3.80,-2.61,104.02,106.94,-2.92
188,Indiana State,MVC,,15,16,69.2,71.5,-2.32,,0.62,,-1.04,-1.68,-2.72,100.77,103.83,-3.06
189,IUPUI,Horizon,,16,17,76.0,73.6,2.36,,-3.04,,-0.74,-1.98,-2.72,101.31,104.25,-2.93
190,Mercer,Southern,,11,20,72.5,72.5,0.06,,-0.24,,-2.69,-0.17,-2.86,101.75,104.59,-2.84
191,Winthrop,Big South,,18,12,83.3,78.6,4.70,,-3.74,,6.13,-9.02,-2.89,105.10,108.08,-2.98
192,Massachusetts,A-10,,11,21,70.7,73.6,-2.84,,-0.18,,-0.23,-2.80,-3.02,103.29,107.39,-4.10
193,Illinois-Chicago,Horizon,,16,16,74.7,74.5,0.19,,-1.99,,-0.03,-3.13,-3.15,99.25,102.47,-3.22
194,California,Pac-12,,8,23,68.4,77.0,-8.58,,5.42,,-1.37,-1.79,-3.16,103.62,107.65,-4.03
195,Sam Houston State,Southland,,21,12,75.0,69.9,5.12,,-5.84,,-0.98,-2.20,-3.17,102.48,106.32,-3.84
196,Cal State Fullerton,Big West,,16,18,71.7,71.0,0.68,,-1.14,,-1.33,-1.96,-3.29,97.23,101.35,-4.13
197,Hampton,Big South,,18,17,81.3,76.3,5.09,,-5.06,,5.13,-8.47,-3.34,103.51,107.39,-3.88
198,Valparaiso,MVC,,15,18,66.8,66.3,0.55,,-1.00,,-6.43,3.05,-3.38,97.67,102.08,-4.41
199,Princeton,Ivy,,16,12,69.6,69.7,-0.11,,-0.89,,-5.32,1.89,-3.43,96.62,100.59,-3.96
200,North Florida,A-Sun,,16,17,75.3,76.7,-1.39,,-0.70,,2.47,-5.95,-3.47,101.39,104.91,-3.52
201,Purdue-Fort Wayne,Summit,,18,15,82.7,77.5,5.21,,-3.60,,5.44,-8.90,-3.47,105.03,109.33,-4.31
202,Presbyterian,Big South,,20,16,78.3,72.5,5.75,,-5.35,,1.66,-5.21,-3.56,106.43,110.24,-3.81
203,La Salle,A-10,,10,21,67.5,72.4,-4.90,,1.29,,-2.29,-1.32,-3.61,98.74,102.72,-3.98
204,Campbell,Big South,,20,13,75.6,70.5,5.06,,-4.39,,-1.06,-2.56,-3.62,106.61,110.46,-3.85
205,NJIT,A-Sun,,22,13,70.6,68.6,2.03,,-4.74,,-4.14,0.52,-3.63,99.36,103.71,-4.35
206,Appalachian State,Sun Belt,,11,21,79.9,79.3,0.56,,0.10,,4.56,-8.29,-3.73,104.74,109.20,-4.46
207,Evansville,MVC,,11,21,69.8,72.4,-2.59,,0.13,,-1.45,-2.39,-3.84,98.73,103.55,-4.82
208,California Baptist,WAC,,16,15,77.5,72.3,5.23,,-4.12,,1.70,-5.60,-3.89,103.52,107.65,-4.12
209,Northern Colorado,Big Sky,,21,11,76.6,69.7,6.91,,-6.76,,-3.00,-0.92,-3.92,100.88,105.10,-4.22
210,Hartford,AEC,,18,15,75.1,72.9,2.12,,-4.89,,0.80,-4.75,-3.95,105.28,109.86,-4.58
211,North Dakota State,Summit,,19,16,73.0,72.6,0.43,,-2.07,,-1.85,-2.16,-4.01,105.13,109.98,-4.84
212,American,Patriot,,15,15,72.0,69.0,3.03,,-7.23,,-3.24,-0.95,-4.19,99.65,104.90,-5.26
213,Air Force,MWC,,14,18,68.1,71.7,-3.59,,0.24,,-3.38,-0.90,-4.28,100.24,106.07,-5.83
214,Weber State,Big Sky,,18,15,79.3,74.4,4.94,,-6.12,,1.08,-5.46,-4.37,99.72,105.93,-6.21
215,South Alabama,Sun Belt,,17,17,72.9,72.5,0.38,,-2.71,,-2.98,-1.48,-4.46,101.13,106.30,-5.17
216,Florida International,CUSA,,20,14,82.3,80.4,1.88,,-1.45,,7.04,-11.59,-4.55,100.81,105.48,-4.67
217,Cal State Long Beach,Big West,,15,19,74.9,76.0,-1.15,,-0.44,,1.10,-5.67,-4.57,98.93,104.32,-5.39
218,Iona,MAAC,,17,16,76.7,76.0,0.73,,-5.50,,2.92,-7.69,-4.78,103.93,109.81,-5.88
219,William & Mary,CAA,,14,17,74.9,76.9,-2.06,,-2.08,,0.32,-5.10,-4.78,101.52,107.97,-6.45
220,Little Rock,Sun Belt,,10,21,74.2,75.9,-1.68,,-2.07,,-1.06,-3.80,-4.87,99.17,104.90,-5.73
221,Rider,MAAC,,16,15,76.8,75.3,1.55,,-6.51,,2.68,-7.64,-4.96,98.94,105.82,-6.89
222,Fordham,A-10,,12,20,65.9,66.9,-1.03,,-2.40,,-7.72,2.70,-5.02,96.29,102.70,-6.41
223,Florida Gulf Coast,A-Sun,,14,18,71.3,73.8,-2.50,,-1.48,,-2.58,-2.54,-5.11,99.23,105.54,-6.31
224,Cal State Bakersfield,WAC,,18,16,70.9,70.9,0.00,,-2.63,,-4.83,-0.29,-5.12,99.75,106.62,-6.86
