Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
62,Wisconsin,Big Ten,,15,18,66.8,66.0,0.88,,9.50,,-1.36,11.74,10.38,110.78,94.61,16.18
63,Loyola (IL),MVC,,32,6,71.6,62.6,9.05,,1.80,,0.65,9.72,10.37,110.59,93.84,16.75
64,Middle Tennessee,CUSA,,25,8,75.1,66.3,8.82,,2.83,,2.37,7.93,10.29,110.20,94.23,15.97
65,St. John's (NY),Big East,,16,17,73.1,72.6,0.45,,10.69,,4.06,6.23,10.29,106.38,91.50,14.87
66,Georgia,SEC,,18,15,68.1,66.7,1.36,,8.87,,-0.70,10.93,10.24,106.59,91.63,14.96
67,Indiana,Big Ten,,16,15,71.9,70.3,1.65,,8.25,,2.91,6.98,9.89,109.52,94.63,14.89
68,Northwestern,Big Ten,,15,17,68.8,66.5,2.38,,8.37,,0.45,9.18,9.63,109.91,95.53,14.38
69,South Carolina,SEC,,17,16,70.1,69.0,1.09,,9.23,,1.74,7.71,9.45,105.42,91.70,13.72
70,Old Dominion,CUSA,,25,7,73.3,62.8,10.53,,-1.27,,-0.99,10.25,9.27,107.14,92.60,14.55
71,Southern Methodist,AAC,,17,16,69.5,64.1,5.42,,3.66,,-0.03,9.11,9.08,110.82,96.55,14.27
72,New Mexico State,WAC,,28,6,75.6,64.2,11.44,,-1.10,,1.87,7.19,9.06,107.29,93.41,13.88
73,Boston College,ACC,,19,16,76.4,74.6,1.80,,7.20,,7.87,1.13,9.00,112.45,99.22,13.23
74,St. Bonaventure,A-10,,26,8,77.1,70.8,6.26,,2.61,,5.90,2.97,8.87,109.69,95.99,13.70
75,Vanderbilt,SEC,,12,20,72.4,74.0,-1.63,,10.14,,4.78,3.73,8.52,114.69,101.76,12.93
76,Illinois,Big Ten,,14,18,75.8,73.8,2.00,,7.53,,7.21,1.29,8.50,110.36,97.98,12.39
77,Fresno State,MWC,,21,11,76.8,68.8,8.06,,1.84,,2.64,5.53,8.17,110.07,97.66,12.41
78,Iowa,Big Ten,,14,19,79.7,78.7,1.00,,7.13,,10.70,-2.58,8.13,116.37,104.36,12.01
79,Stanford,Pac-12,,19,16,75.9,74.9,0.94,,7.14,,5.37,2.71,8.08,107.48,95.32,12.17
80,Brigham Young,WCC,,24,11,74.3,67.8,6.51,,1.53,,2.21,5.83,8.05,107.77,95.06,12.71
81,Buffalo,MAC (East),,27,9,84.6,76.2,8.47,,0.25,,11.64,-3.66,7.99,112.66,100.78,11.89
82,Wake Forest,ACC,,11,20,73.3,74.4,-1.03,,8.79,,5.71,2.05,7.76,111.29,98.99,12.30
83,Washington,Pac-12,,21,13,74.6,73.0,1.59,,6.06,,4.03,3.58,7.62,106.89,95.16,11.73
84,Louisiana,Sun Belt,,27,7,83.2,70.8,12.38,,-2.55,,7.31,0.27,7.58,110.61,99.33,11.28
85,Oregon State,Pac-12,,16,16,73.1,70.3,2.75,,4.56,,1.06,6.25,7.31,107.87,96.95,10.91
86,Temple,AAC,,17,16,69.9,70.5,-0.55,,7.79,,2.27,4.97,7.25,108.28,96.98,11.31
87,Nevada-Las Vegas,MWC,,20,13,83.4,78.1,5.33,,1.87,,11.13,-3.92,7.20,110.96,101.03,9.93
88,Georgetown,Big East,,15,15,78.3,76.5,1.87,,5.29,,7.37,-0.21,7.16,109.65,98.68,10.97
89,Minnesota,Big Ten,,15,17,75.2,75.1,0.09,,6.91,,6.43,0.58,7.00,108.85,98.84,10.01
90,Iowa State,Big 12,,13,18,72.8,75.5,-2.61,,9.49,,4.91,1.97,6.88,109.50,99.05,10.44
91,Murray State,OVC,,26,6,78.6,66.2,12.44,,-3.53,,2.89,3.99,6.87,111.29,99.60,11.69
92,Mississippi,SEC,,12,20,75.8,78.1,-2.31,,9.16,,7.96,-1.11,6.85,110.06,99.68,10.38
93,South Dakota State,Summit,,28,7,84.5,74.3,10.26,,-0.38,,8.68,-1.84,6.84,111.87,101.55,10.33
94,DePaul,Big East,,11,20,71.9,73.8,-1.90,,8.45,,1.67,4.88,6.55,104.36,94.16,10.20
95,Montana,Big Sky,,26,8,77.2,68.5,8.71,,-2.24,,2.31,3.97,6.29,106.22,96.64,9.58
96,South Dakota,Summit,,26,9,80.9,68.7,12.23,,-2.60,,3.65,2.53,6.17,106.82,97.07,9.75
97,Colorado,Pac-12,,17,15,72.1,73.0,-0.94,,7.00,,0.75,5.32,6.06,104.27,95.33,8.94
98,New Mexico,MWC,,19,15,82.2,77.7,4.53,,3.30,,8.60,-2.78,5.81,111.78,102.90,8.88
99,Belmont,OVC,,24,9,77.6,69.2,8.42,,-2.88,,3.25,2.29,5.54,111.35,101.96,9.39
100,Rutgers,Big Ten,,15,19,65.2,64.8,0.35,,6.84,,-4.68,10.18,5.50,99.48,90.92,8.57
101,Georgia Tech,ACC,,13,19,65.7,67.9,-2.22,,7.46,,-2.91,8.15,5.25,104.15,95.69,8.46
102,Utah Valley,WAC,,23,11,78.1,67.9,10.21,,-1.76,,3.28,1.80,5.08,108.95,100.42,8.53
103,Tulsa,AAC,,19,12,73.5,70.9,2.58,,2.38,,2.19,2.77,4.96,106.84,98.65,8.19
104,UAB,CUSA,,20,13,76.8,69.8,7.06,,-0.65,,2.82,2.08,4.90,108.05,100.11,7.94
105,Vermont,AEC,,27,8,73.9,65.1,8.86,,-3.16,,-0.07,4.97,4.90,111.66,102.57,9.09
106,Northern Kentucky,Horizon,,22,10,77.7,66.0,11.69,,-4.07,,0.73,4.09,4.83,105.42,97.10,8.32
107,Central Florida,AAC,,19,13,62.7,61.7,1.00,,3.76,,-7.49,12.24,4.76,98.92,90.49,8.44
108,UNC Greensboro,Southern,,27,8,73.2,62.5,10.66,,-3.87,,-3.77,8.30,4.54,102.85,94.43,8.42
109,Bucknell,Patriot,,25,10,81.1,73.1,7.94,,-3.46,,6.85,-2.36,4.49,107.31,100.39,6.92
110,Furman,Southern,,23,10,79.4,68.5,10.88,,-3.64,,2.59,1.84,4.43,107.79,100.22,7.57
111,Wyoming,MWC,,20,13,79.8,78.7,1.09,,3.54,,7.97,-3.71,4.26,104.07,97.31,6.77
112,Marshall,CUSA,,25,11,83.8,79.1,4.67,,0.44,,10.29,-6.08,4.21,107.50,100.84,6.65
113,Northern Iowa,MVC,,16,16,64.3,62.2,2.06,,3.87,,-7.03,11.03,4.00,102.56,95.96,6.60
114,Grand Canyon,WAC,,22,12,73.9,65.1,8.79,,-4.80,,-1.32,5.10,3.78,100.79,94.46,6.34
115,Saint Joseph's,A-10,,16,16,74.1,72.2,1.88,,1.90,,2.35,1.43,3.78,104.52,98.33,6.19
116,East Tennessee State,Southern,,25,9,75.2,65.9,9.26,,-4.09,,-1.75,5.47,3.72,103.01,95.91,7.10
117,Northern Colorado,Big Sky,,26,12,81.1,73.1,8.00,,-2.27,,4.97,-1.30,3.67,105.02,99.36,5.66
118,Northeastern,CAA,,23,10,74.9,68.8,6.12,,-1.61,,-0.46,4.10,3.64,105.98,99.48,6.50
119,Virginia Commonwealth,A-10,,18,15,76.0,74.8,1.12,,2.43,,4.89,-1.35,3.55,106.84,100.77,6.08
120,Georgia State,Sun Belt,,24,11,74.7,67.3,7.37,,-2.78,,0.04,3.18,3.22,106.00,99.93,6.07
121,Missouri State,MVC,,18,15,70.1,66.6,3.52,,0.43,,-1.05,4.10,3.06,106.08,100.70,5.38
122,San Diego,WCC,,20,14,70.1,66.6,3.56,,0.50,,-2.32,5.18,2.86,102.47,97.51,4.96
123,Stephen F. Austin,Southland,,28,7,80.5,68.2,12.37,,-6.47,,1.51,1.16,2.66,102.31,98.01,4.31
124,Toledo,MAC (West),,23,11,79.0,74.5,4.56,,-1.75,,4.86,-2.21,2.65,111.79,106.83,4.96
125,Saint Louis,A-10,,17,16,65.8,65.4,0.39,,2.92,,-6.41,8.98,2.58,100.94,95.88,5.06
126,Utah State,MWC,,17,17,73.2,72.5,0.68,,2.65,,-0.36,2.67,2.31,106.13,101.68,4.45
127,Pennsylvania,Ivy,,24,9,75.9,68.9,7.03,,-3.16,,0.03,2.22,2.24,101.47,97.35,4.11
128,UT Arlington,Sun Belt,,21,13,77.6,73.5,4.12,,-1.44,,4.24,-2.04,2.20,103.21,99.77,3.44
129,UC Santa Barbara,Big West,,23,9,75.8,69.1,6.69,,-3.37,,1.88,0.22,2.10,109.29,105.31,3.98
130,Bradley,MVC,,20,13,67.4,64.7,2.64,,0.35,,-4.27,6.34,2.07,102.25,97.59,4.66
131,Florida Gulf Coast,A-Sun,,23,12,81.3,71.9,9.49,,-5.44,,3.47,-1.54,1.94,105.19,101.16,4.03
132,College of Charleston,CAA,,26,8,74.6,68.6,6.03,,-3.29,,-1.60,3.43,1.83,106.32,101.88,4.44
133,Memphis,AAC,,21,13,70.8,71.2,-0.35,,2.16,,0.72,1.09,1.81,106.53,103.11,3.43
134,La Salle,A-10,,13,19,72.9,73.8,-0.84,,2.54,,2.32,-0.63,1.70,104.30,100.59,3.71
135,Dayton,A-10,,14,17,72.4,73.5,-1.06,,2.71,,1.19,0.45,1.64,108.36,105.40,2.96
136,Indiana State,MVC,,13,18,72.5,72.7,-0.16,,2.43,,2.34,-0.80,1.53,103.47,99.79,3.68
137,Southern Illinois,MVC,,20,13,69.9,69.1,0.85,,0.65,,-0.90,2.27,1.37,104.05,100.78,3.27
138,Louisiana Tech,CUSA,,17,16,74.8,70.6,4.15,,-0.12,,0.09,1.24,1.33,104.99,102.05,2.94
139,Tulane,AAC,,14,17,73.2,74.1,-0.87,,2.08,,2.53,-1.32,1.21,105.23,102.92,2.31
140,North Texas,CUSA,,20,18,74.4,71.1,3.29,,-0.40,,-0.26,1.41,1.16,103.81,101.25,2.56
141,San Francisco,WCC,,22,17,68.8,68.7,0.10,,1.63,,-3.68,4.80,1.13,100.51,97.88,2.63
142,Connecticut,AAC,,14,18,68.2,73.1,-4.97,,6.05,,-0.57,1.65,1.08,103.78,101.44,2.35
143,Illinois State,MVC,,18,15,71.6,73.3,-1.64,,3.67,,1.86,-0.79,1.07,103.37,100.82,2.56
144,Rider,MAAC,,22,10,81.9,78.3,3.59,,-2.65,,7.85,-6.91,0.94,106.63,104.86,1.77
145,UC Davis,Big West,,22,11,72.4,67.9,4.45,,-1.84,,-1.63,2.50,0.87,102.08,99.68,2.40
146,Idaho,Big Sky,,22,9,75.2,68.8,6.32,,-3.94,,-1.49,2.31,0.82,106.28,103.68,2.61
147,Iona,MAAC,,20,14,79.5,76.5,2.94,,-2.19,,5.70,-4.95,0.75,108.12,106.00,2.13
148,Evansville,MVC,,17,15,65.4,63.9,1.53,,1.35,,-7.23,7.92,0.68,97.26,94.95,2.31
149,Washington State,Pac-12,,12,19,73.2,77.8,-4.55,,5.21,,3.00,-2.33,0.67,107.47,105.72,1.75
150,Valparaiso,MVC,,15,17,70.4,68.2,2.19,,0.93,,-1.32,1.94,0.63,101.09,99.30,1.79
151,Wright State,Horizon,,25,10,71.4,65.9,5.51,,-3.64,,-4.33,4.91,0.58,97.86,95.69,2.17
152,Canisius,MAAC,,21,12,76.3,71.1,5.24,,-4.80,,0.79,-0.35,0.44,104.80,103.19,1.61
153,Albany (NY),AEC,,22,10,74.2,68.2,6.03,,-5.40,,-1.62,1.64,0.02,104.58,103.34,1.24
154,Weber State,Big Sky,,20,11,78.5,70.8,7.71,,-2.87,,0.58,-0.57,0.02,105.35,104.60,0.76
155,Eastern Washington,Big Sky,,20,15,74.8,72.0,2.83,,-1.54,,-1.31,1.28,-0.03,105.01,103.70,1.31
156,Towson,CAA,,18,14,76.4,71.2,5.22,,-3.12,,0.14,-0.26,-0.12,103.13,102.08,1.05
157,Portland State,Big Sky,,20,14,85.2,79.4,5.85,,-1.04,,9.02,-9.15,-0.14,105.69,105.40,0.28
158,Richmond,A-10,,12,20,71.8,75.6,-3.78,,3.61,,1.28,-1.45,-0.17,106.71,105.74,0.96
159,UC Irvine,Big West,,18,17,69.7,67.1,2.57,,-0.34,,-5.47,5.26,-0.22,97.98,96.99,0.99
160,Eastern Michigan,MAC (West),,22,13,71.7,66.8,4.86,,-2.81,,-6.00,5.77,-0.23,99.83,98.88,0.95
161,Harvard,Ivy,,18,14,68.2,66.5,1.66,,-1.70,,-6.03,5.75,-0.28,98.16,97.39,0.77
162,Jacksonville State,OVC,,23,13,71.9,65.8,6.06,,-4.87,,-5.31,5.01,-0.30,100.06,99.12,0.94
163,Drake,MVC,,17,17,73.7,73.4,0.32,,0.58,,1.05,-1.55,-0.51,104.03,103.47,0.56
164,Hofstra,CAA,,19,12,79.5,77.3,2.16,,-1.60,,3.37,-3.91,-0.53,108.11,107.53,0.58
165,Georgia Southern,Sun Belt,,21,12,75.9,70.2,5.73,,-3.28,,0.00,-0.54,-0.54,102.87,102.46,0.41
166,Pacific,WCC,,14,18,71.3,72.4,-1.13,,1.80,,-1.25,0.70,-0.55,104.56,104.33,0.23
167,George Washington,A-10,,15,18,67.4,70.3,-2.85,,2.13,,-4.10,3.38,-0.72,102.58,103.14,-0.55
168,Mercer,Southern,,19,15,75.3,69.8,5.53,,-3.50,,-0.19,-0.69,-0.87,110.45,109.17,1.28
169,Cal State Fullerton,Big West,,20,12,72.4,70.2,2.28,,-1.03,,-0.27,-0.66,-0.93,100.50,100.77,-0.27
170,Wofford,Southern,,21,13,75.8,70.7,5.09,,-2.45,,-0.73,-0.24,-0.97,107.29,107.12,0.16
171,Duquesne,A-10,,16,16,72.4,70.2,2.25,,-3.33,,-0.91,-0.17,-1.08,104.07,104.34,-0.27
172,Ball State,MAC (West),,19,13,75.3,73.8,1.50,,-2.00,,0.46,-1.68,-1.22,101.10,101.74,-0.64
173,UTSA,CUSA,,20,15,78.3,75.1,3.20,,-0.93,,2.99,-4.23,-1.24,103.19,103.74,-0.55
174,William & Mary,CAA,,19,12,85.0,81.6,3.39,,-1.34,,8.41,-9.79,-1.37,113.16,114.45,-1.29
175,Central Michigan,MAC (West),,21,15,78.8,73.9,4.83,,-3.24,,2.00,-3.39,-1.39,107.10,107.79,-0.69
176,Purdue-Fort Wayne,Summit,,18,15,82.3,76.8,5.48,,-3.24,,4.68,-6.17,-1.48,104.40,105.48,-1.08
177,Troy,Sun Belt,,16,17,75.0,73.0,2.03,,-2.12,,0.28,-1.78,-1.50,104.06,105.32,-1.26
178,Winthrop,Big South,,19,12,79.5,71.6,7.90,,-5.85,,2.45,-4.08,-1.63,102.80,104.20,-1.40
179,Massachusetts,A-10,,13,20,71.9,74.7,-2.76,,1.10,,-0.05,-1.60,-1.65,105.59,106.96,-1.38
180,Oakland,Horizon,,19,14,78.2,76.2,1.94,,-3.76,,3.39,-5.21,-1.82,104.61,105.48,-0.87
181,North Dakota State,Summit,,15,17,74.4,70.8,3.69,,-1.58,,-3.34,1.49,-1.86,102.68,104.37,-1.69
182,Pittsburgh,ACC,,8,24,62.0,72.4,-10.34,,8.48,,-6.22,4.35,-1.87,98.55,101.35,-2.80
183,Maryland-Baltimore County,AEC,,25,11,73.1,68.5,4.56,,-3.84,,-2.30,0.28,-2.02,100.78,102.28,-1.50
184,Lipscomb,A-Sun,,23,10,82.1,77.7,4.36,,-3.80,,4.74,-6.84,-2.10,100.62,102.25,-1.63
185,Western Michigan,MAC (West),,17,15,75.1,73.4,1.66,,-1.99,,-0.73,-1.49,-2.22,103.74,105.96,-2.22
186,Seattle,WAC,,20,14,76.1,72.6,3.56,,-3.09,,-1.02,-1.30,-2.32,102.10,104.64,-2.55
187,Hawaii,Big West,,17,13,70.1,69.0,1.10,,-2.51,,-4.75,2.42,-2.33,98.15,100.55,-2.40
188,Monmouth,MAAC,,11,20,75.4,76.5,-1.16,,-1.25,,1.26,-3.67,-2.41,100.92,103.00,-2.07
189,Princeton,Ivy,,13,16,72.6,71.8,0.79,,-1.97,,-2.21,-0.23,-2.44,103.38,106.10,-2.72
190,Ohio,MAC (East),,14,17,75.3,75.9,-0.61,,-1.65,,1.12,-3.63,-2.52,98.02,100.44,-2.42
191,Radford,Big South,,23,13,67.3,64.9,2.39,,-4.09,,-7.39,4.78,-2.62,100.36,102.62,-2.26
192,Liberty,Big South,,22,15,70.8,63.6,7.24,,-6.24,,-6.46,3.78,-2.68,101.44,103.71,-2.27
193,Illinois-Chicago,Horizon,,20,16,75.2,72.1,3.08,,-4.21,,-0.19,-2.73,-2.91,97.56,100.06,-2.50
194,George Mason,A-10,,16,17,71.8,75.7,-3.82,,0.85,,-0.52,-2.45,-2.97,100.50,103.80,-3.30
195,Wagner,NEC,,23,10,74.2,68.4,5.82,,-6.90,,-3.77,0.58,-3.19,99.21,102.03,-2.82
196,Austin Peay,OVC,,19,15,73.9,71.9,1.94,,-2.50,,-0.62,-2.66,-3.28,101.61,105.15,-3.53
197,California,Pac-12,,8,24,67.7,77.6,-9.91,,6.05,,-4.00,0.60,-3.40,97.63,101.46,-3.83
198,Nicholls State,Southland,,21,11,82.5,75.3,7.19,,-5.86,,2.88,-6.42,-3.54,99.76,103.17,-3.41
199,Miami (OH),MAC (East),,16,18,72.0,70.7,1.32,,-1.15,,-4.92,1.36,-3.56,97.76,101.78,-4.02
200,Kent State,MAC (East),,17,17,73.0,73.6,-0.59,,-1.76,,-1.96,-1.76,-3.73,100.15,104.82,-4.68
201,Cal State Long Beach,Big West,,15,18,75.3,78.4,-3.06,,0.89,,3.42,-7.18,-3.76,103.15,107.18,-4.03
202,Colorado State,MWC,,11,21,72.3,79.3,-6.97,,3.79,,0.27,-4.13,-3.86,101.60,105.79,-4.19
203,UNC Asheville,Big South,,21,13,75.2,73.5,1.71,,-3.58,,0.91,-4.83,-3.92,102.90,106.73,-3.83
204,Coastal Carolina,Sun Belt,,14,18,71.8,70.0,1.78,,-2.42,,-3.16,-0.78,-3.94,99.07,103.82,-4.75
205,Milwaukee,Horizon,,16,17,68.5,68.5,-0.03,,-4.25,,-7.01,2.86,-4.15,98.29,102.44,-4.15
206,Yale,Ivy,,16,15,74.6,73.8,0.77,,-2.83,,-1.60,-2.59,-4.19,100.98,106.11,-5.13
207,Southern Mississippi,CUSA,,16,18,70.6,72.0,-1.41,,1.31,,-3.97,-0.29,-4.26,103.94,108.91,-4.96
208,Florida International,CUSA,,14,18,70.7,71.2,-0.50,,-1.99,,-3.24,-1.07,-4.30,96.98,101.84,-4.85
209,Air Force,MWC,,12,19,68.5,72.4,-3.87,,1.72,,-5.94,1.63,-4.31,99.34,105.37,-6.02
210,Loyola Marymount,WCC,,11,20,71.8,76.4,-4.61,,1.09,,-0.50,-3.85,-4.34,104.99,110.50,-5.50
211,Appalachian State,Sun Belt,,15,18,76.4,74.2,2.18,,-2.67,,0.48,-5.31,-4.83,100.12,105.54,-5.41
212,Niagara,MAAC,,19,14,83.3,83.9,-0.64,,-4.21,,7.82,-12.66,-4.84,106.38,111.87,-5.50
213,Colgate,Patriot,,19,14,72.5,70.2,2.39,,-5.72,,-3.64,-1.21,-4.85,102.41,108.35,-5.94
214,Fairfield,MAAC,,17,16,75.9,77.2,-1.30,,-3.68,,0.07,-5.05,-4.98,99.60,105.17,-5.58
215,Manhattan,MAAC,,14,17,69.3,70.2,-0.90,,-4.13,,-7.00,1.96,-5.04,96.58,102.73,-6.15
216,Stony Brook,AEC,,13,19,68.9,70.3,-1.38,,-2.28,,-5.85,0.77,-5.08,94.22,100.45,-6.24
217,Sam Houston State,Southland,,21,15,71.4,68.8,2.61,,-4.80,,-5.13,-0.02,-5.14,98.67,104.77,-6.10
218,Lamar,Southland,,19,14,75.8,69.6,6.18,,-7.23,,-3.68,-1.51,-5.19,98.32,104.35,-6.03
219,Denver,Summit,,15,15,73.1,73.0,0.10,,-2.53,,-4.10,-1.11,-5.21,100.14,106.19,-6.05
220,Saint Peter's,MAAC,,14,18,65.2,66.0,-0.88,,-4.37,,-12.49,7.24,-5.24,93.42,99.77,-6.35
221,UTEP,CUSA,,11,20,67.5,70.9,-3.32,,-0.21,,-6.84,1.53,-5.31,96.22,102.59,-6.37
222,Tennessee State,OVC,,15,15,66.6,67.0,-0.43,,-2.98,,-8.46,3.13,-5.34,94.66,100.65,-6.00
223,Florida Atlantic,CUSA,,12,19,69.5,70.1,-0.55,,-0.14,,-6.30,0.95,-5.35,93.69,100.46,-6.78
224,South Alabama,Sun Belt,,14,18,69.6,69.3,0.31,,-2.87,,-5.08,-0.36,-5.44,93.98,100.32,-6.34
