Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
64,Pepperdine,WCC,,19,11,72.5,64.5,8.00,,2.56,,-3.68,12.85,9.16,,,
65,West Virginia,A-10,,17,12,77.9,73.9,4.03,,5.05,,7.63,1.46,9.09,,,
66,Southern Mississippi,Metro,,15,15,76.9,73.8,3.07,,5.70,,5.67,3.10,8.77,,,
67,Kansas State,Big 8,,20,14,70.8,68.7,2.06,,6.51,,-2.01,10.58,8.57,,,
68,Charlotte,Metro,,16,13,69.6,67.4,2.14,,5.90,,-0.99,9.16,8.18,,,
69,Western Kentucky,Sun Belt,,20,11,77.5,70.0,7.48,,1.67,,3.02,5.05,8.07,,,
70,Auburn,SEC (West),,11,17,81.7,80.9,0.79,,7.27,,9.51,-1.45,8.05,,,
71,Gonzaga,WCC,,22,8,81.6,71.4,10.27,,0.05,,5.44,2.36,7.80,,,
72,Penn State,Big Ten,,13,14,70.9,71.1,-0.26,,8.03,,-0.49,8.27,7.77,,,
73,Brigham Young,WAC,,22,10,79.4,74.4,4.94,,3.46,,5.58,2.02,7.59,,,
74,Louisiana State,SEC (West),,11,16,80.0,81.3,-1.26,,8.56,,8.00,-0.69,7.30,,,
75,Virginia Commonwealth,Metro,,14,13,77.9,76.7,1.22,,5.90,,6.11,1.02,7.12,,,
76,Southern Illinois,MVC,,23,7,79.0,70.9,8.17,,0.37,,5.41,1.68,7.09,,,
77,Old Dominion,CAA,,21,10,83.7,74.5,9.26,,-2.63,,7.55,-0.92,6.63,,,
78,Siena,MAAC,,25,8,80.3,71.7,8.61,,-2.05,,5.28,1.28,6.55,,,
79,New Mexico State,Big West,,23,8,80.6,71.4,9.23,,-0.63,,3.59,2.64,6.24,,,
80,San Francisco,WCC,,17,11,88.9,82.8,6.07,,1.24,,15.44,-9.39,6.05,,,
81,Miami (OH),MAC,,19,11,76.4,69.7,6.63,,0.55,,2.28,3.75,6.03,,,
82,Pennsylvania,Ivy,,25,3,76.4,64.3,12.14,,-5.15,,1.40,4.52,5.93,,,
83,Evansville,MW Coll,,21,11,76.6,67.4,9.16,,-1.55,,-0.18,6.07,5.89,,,
84,Duquesne,A-10,,17,13,72.0,72.0,0.00,,5.70,,2.08,3.62,5.70,,,
85,Memphis,GMWC,,13,16,72.1,72.6,-0.45,,5.93,,0.69,4.79,5.49,,,
86,Manhattan,MAAC,,19,11,75.4,66.7,8.67,,-3.23,,-0.62,6.05,5.44,,,
87,Santa Clara,WCC,,13,14,73.2,68.4,4.85,,3.27,,-4.39,9.81,5.43,,,
88,Fresno State,WAC,,21,11,75.4,72.1,3.25,,2.95,,3.22,2.12,5.34,,,
89,Louisiana,Sun Belt,,22,8,78.8,71.9,6.93,,-1.04,,4.53,0.82,5.34,,,
90,Saint Joseph's,A-10,,14,14,72.8,72.0,0.75,,4.25,,2.14,2.85,5.00,,,
91,Notre Dame,Ind,,12,17,71.7,73.4,-1.76,,7.28,,-0.94,5.83,4.88,,,
92,Weber State,Big Sky,,20,10,84.6,78.9,5.67,,2.10,,9.17,-4.42,4.75,,,
93,New Orleans,Sun Belt,,20,10,71.0,65.3,5.73,,-0.02,,-4.08,8.75,4.67,,,
94,College of Charleston,TAAC,,24,4,76.7,65.5,11.21,,-5.69,,-1.50,6.12,4.61,,,
95,Colorado State,WAC,,15,13,76.9,71.7,5.21,,2.04,,1.83,2.71,4.54,,,
96,Southern California,Pac-10,,16,12,72.5,72.6,-0.07,,4.57,,-0.26,4.76,4.50,,,
97,South Carolina,SEC (East),,9,19,73.8,78.1,-4.29,,8.46,,3.31,0.86,4.18,,,
98,Illinois State,MVC,,16,11,73.8,70.4,3.44,,0.69,,0.88,3.26,4.14,,,
99,San Diego,WCC,,18,11,77.0,73.5,3.45,,1.77,,1.62,2.44,4.06,,,
100,Bowling Green State,MAC,,18,10,72.6,67.3,5.36,,0.04,,-1.26,5.31,4.04,,,
101,Texas Tech,SWC,,17,11,83.4,79.9,3.54,,0.42,,8.90,-4.95,3.96,,,
102,Montana,Big Sky,,19,9,76.4,67.9,8.46,,-2.97,,0.07,3.84,3.90,,,
103,Murray State,OVC,,23,6,90.0,79.7,10.38,,-4.86,,10.11,-6.28,3.83,,,
104,Rhode Island,A-10,,11,16,71.4,73.1,-1.74,,5.45,,1.24,2.47,3.71,,,
105,Oregon,Pac-10,,10,17,76.1,78.3,-2.15,,7.98,,4.54,-0.96,3.58,,,
106,Utah,WAC,,14,14,75.0,71.1,3.86,,2.40,,-0.80,4.35,3.55,,,
107,Illinois-Chicago,Mid-Cont,,20,9,85.0,77.1,7.90,,-3.40,,10.11,-6.69,3.42,,,
108,Drexel,NAC,,25,5,76.5,65.6,10.90,,-6.21,,-2.33,5.61,3.27,,,
109,Princeton,Ivy,,18,8,64.0,52.3,11.65,,-6.29,,-13.63,16.84,3.21,,,
110,Mississippi,SEC (West),,14,13,71.9,73.8,-1.93,,7.86,,-1.11,4.31,3.19,,,
111,Texas A&M,SWC,,19,11,75.4,73.3,2.03,,1.12,,-0.95,4.11,3.15,,,
112,Northern Iowa,MVC,,16,13,75.0,71.9,3.03,,-0.04,,0.47,2.56,3.03,,,
113,Coppin State,MEAC,,22,8,75.8,64.1,11.70,,-7.04,,-2.78,5.70,2.92,,,
114,Canisius,MAAC,,22,7,79.5,73.1,6.38,,-3.67,,2.53,0.19,2.71,,,
115,Bradley,MVC,,23,8,69.0,64.8,4.26,,-1.11,,-6.63,9.32,2.69,,,
116,Rice,SWC,,15,14,75.0,73.6,1.34,,1.17,,-1.55,4.06,2.51,,,
117,Wyoming,WAC,,14,14,70.1,68.6,1.50,,2.47,,-4.30,6.74,2.43,,,
118,James Madison,CAA,,20,10,83.3,79.7,3.60,,-1.41,,7.23,-5.04,2.19,,,
119,Boise State,Big Sky,,17,13,72.5,69.0,3.43,,0.21,,-4.95,7.05,2.10,,,
120,Chattanooga,Southern,,23,7,81.7,77.0,4.73,,-1.73,,5.54,-3.52,2.02,,,
121,UTEP,WAC,,18,12,72.1,70.8,1.30,,2.70,,-1.77,3.77,2.00,,,
122,NC State,ACC,,11,19,69.1,74.6,-5.57,,7.45,,-1.01,2.88,1.88,,,
123,Pacific,Big West,,17,14,79.3,75.0,4.32,,-0.47,,4.09,-2.21,1.88,,,
124,Hawaii,WAC,,18,15,72.0,74.5,-2.52,,4.10,,0.15,1.44,1.58,,,
125,Richmond,CAA,,14,14,76.0,73.6,2.36,,-0.78,,-0.80,2.37,1.58,,,
126,San Jose State,Big West,,15,12,72.2,71.4,0.81,,0.76,,-2.92,4.50,1.57,,,
127,Butler,MW Coll,,16,13,74.7,72.6,2.17,,-0.01,,0.52,1.01,1.53,,,
128,Davidson,Southern,,22,8,76.5,70.4,6.03,,-2.88,,-0.97,2.45,1.48,,,
129,Idaho,Big Sky,,18,10,72.7,67.6,5.07,,-1.30,,-3.59,5.02,1.43,,,
130,Ball State,MAC,,16,12,74.3,72.2,2.11,,-0.52,,1.04,0.25,1.29,,,
131,Tennessee,SEC (East),,5,22,70.7,77.1,-6.44,,7.69,,-0.92,2.17,1.25,,,
132,Idaho State,Big Sky,,18,9,82.5,76.7,5.81,,-1.31,,5.16,-4.01,1.15,,,
133,Rutgers,A-10,,11,16,67.8,72.5,-4.67,,5.67,,-1.47,2.47,1.00,,,
134,Saint Mary's (CA),WCC,,13,14,78.3,76.3,1.96,,1.72,,2.44,-1.45,1.00,,,
135,Nevada-Las Vegas,Big West,,15,13,77.9,76.3,1.61,,0.36,,3.00,-2.12,0.88,,,
136,Toledo,MAC,,15,12,73.5,71.2,2.30,,-2.36,,-0.49,1.33,0.84,,,
137,Baylor,SWC,,16,11,85.5,83.7,1.78,,-1.02,,8.05,-7.30,0.76,,,
138,Washington,Pac-10,,5,22,61.9,70.1,-8.22,,8.85,,-9.65,10.27,0.62,,,
139,Cal State Long Beach,Big West,,17,10,80.3,77.6,2.70,,-0.20,,4.25,-3.81,0.44,,,
140,South Florida,Metro,,10,17,64.9,70.0,-5.15,,5.57,,-5.45,5.88,0.42,,,
141,Valparaiso,Mid-Cont,,20,8,76.0,69.5,6.46,,-5.26,,-0.30,0.56,0.26,,,
142,Jacksonville,Sun Belt,,17,11,77.6,74.9,2.75,,-2.52,,3.67,-3.44,0.23,,,
143,Missouri State,MVC,,12,15,62.6,62.6,0.00,,0.15,,-11.46,11.61,0.15,,,
144,East Carolina,CAA,,15,12,73.8,70.0,3.78,,-3.70,,-3.61,3.69,0.08,,,
145,Colorado,Big 8,,10,17,73.7,79.0,-5.30,,5.32,,1.05,-0.99,0.06,,,
146,Tennessee State,OVC,,19,12,80.3,74.2,6.06,,-2.74,,-1.09,1.14,0.05,,,
147,Detroit Mercy,MW Coll,,16,13,71.4,72.7,-1.34,,1.79,,-0.86,0.81,-0.05,,,
148,Texas State,Southland,,25,7,72.8,64.7,8.09,,-7.36,,-6.31,6.19,-0.12,,,
149,Arkansas State,Sun Belt,,15,12,68.1,66.0,2.11,,-2.37,,-8.01,7.75,-0.26,,,
150,Montana State,Big Sky,,16,11,80.5,75.7,4.78,,-1.93,,2.93,-3.41,-0.47,,,
151,East Tennessee State,Southern,,16,14,83.7,81.0,2.73,,-1.49,,7.49,-8.22,-0.74,,,
152,Portland,WCC,,13,17,79.5,81.6,-2.13,,3.38,,3.59,-4.47,-0.88,,,
153,La Salle,MW Coll,,11,16,72.0,75.6,-3.56,,2.88,,-0.04,-0.85,-0.89,,,
154,Rider,NEC,,21,9,76.0,70.6,5.40,,-6.29,,-2.72,1.83,-0.89,,,
155,St. Bonaventure,A-10,,10,17,70.3,75.9,-5.59,,4.60,,0.52,-1.51,-0.99,,,
156,Maine,NAC,,20,9,83.2,77.9,5.38,,-6.82,,5.45,-6.88,-1.44,,,
157,Western Michigan,MAC,,14,14,69.9,71.5,-1.61,,0.05,,-3.73,2.17,-1.56,,,
158,Eastern Michigan,MAC,,15,12,76.5,74.9,1.59,,-0.61,,1.24,-2.92,-1.69,,,
159,Miami (FL),Big East,,7,20,62.6,70.7,-8.11,,6.29,,-8.19,6.37,-1.83,,,
160,Nicholls State,Southland,,19,9,89.0,80.4,8.57,,-7.11,,8.31,-10.15,-1.84,,,
161,Utah State,Big West,,14,13,69.0,69.2,-0.26,,0.46,,-8.11,6.25,-1.86,,,
162,South Alabama,Sun Belt,,13,14,73.7,74.3,-0.56,,-1.39,,-1.48,-0.46,-1.95,,,
163,Oregon State,Pac-10,,6,21,69.1,79.3,-10.22,,8.18,,-2.68,0.64,-2.05,,,
164,UNC Wilmington,CAA,,18,10,75.5,73.2,2.32,,-4.38,,-4.35,2.29,-2.06,,,
165,Texas-Rio Grande Valley,Sun Belt,,16,12,75.3,72.3,3.07,,-2.66,,-2.93,0.84,-2.08,,,
166,Drake,MVC,,11,16,77.1,78.7,-1.63,,0.52,,4.03,-6.20,-2.17,,,
167,Little Rock,Sun Belt,,13,15,73.5,72.5,0.96,,-3.00,,-2.74,0.48,-2.26,,,
168,Appalachian State,Southern,,16,11,76.7,76.1,0.56,,-2.69,,0.64,-3.06,-2.42,,,
169,Hartford,NAC,,16,12,76.4,74.1,2.25,,-4.82,,-1.65,-0.92,-2.57,,,
170,Kent State,MAC,,13,14,66.4,67.9,-1.56,,-1.19,,-6.80,4.06,-2.74,,,
171,UC Santa Barbara,Big West,,13,17,66.9,69.8,-2.83,,0.68,,-8.73,5.90,-2.84,,,
172,Radford,Big South,,20,8,77.7,68.2,9.50,,-9.02,,-4.14,1.20,-2.94,,,
173,Jackson State,SWAC,,19,10,81.1,73.4,7.72,,-8.87,,-2.87,-0.18,-3.05,,,
174,Louisiana-Monroe,Southland,,19,9,82.0,78.3,3.68,,-6.75,,2.83,-5.96,-3.13,,,
175,Loyola (MD),MAAC,,17,13,78.6,78.7,-0.07,,-3.07,,2.27,-5.41,-3.14,,,
176,Dayton,GMWC,,6,21,72.1,78.9,-6.74,,4.46,,-0.20,-3.16,-3.35,,,
177,Southern Utah,Ind,,16,11,76.3,70.5,5.81,,-5.29,,-5.02,1.60,-3.43,,,
178,Wagner,NEC,,16,12,75.4,73.3,2.18,,-5.63,,-2.55,-0.90,-3.45,,,
179,Northern Arizona,Big Sky,,13,13,80.1,80.4,-0.31,,-2.01,,3.87,-7.56,-3.69,,,
180,Southern Methodist,SWC,,6,21,70.0,78.7,-8.78,,5.09,,-4.80,1.12,-3.69,,,
181,Eastern Kentucky,OVC,,13,14,82.3,79.7,2.59,,-3.75,,-1.06,-2.74,-3.79,,,
182,San Diego State,WAC,,12,16,73.7,77.3,-3.57,,1.98,,-0.54,-3.33,-3.87,,,
183,Houston,SWC,,8,19,76.8,82.3,-5.52,,1.34,,1.19,-5.36,-4.18,,,
184,Western Carolina,Southern,,12,16,73.1,75.2,-2.04,,-1.17,,-2.81,-1.67,-4.48,,,
185,Northern Illinois,Mid-Cont,,10,17,72.8,72.3,0.56,,-4.61,,-3.97,-0.68,-4.65,,,
186,UC Irvine,Big West,,10,20,79.0,83.0,-4.00,,0.41,,4.49,-9.18,-4.70,,,
187,Nevada,Big West,,11,17,74.0,78.7,-4.71,,0.37,,-0.92,-3.78,-4.71,,,
188,Georgia Southern,Southern,,14,14,75.4,75.0,0.36,,-3.27,,-2.55,-2.18,-4.73,,,
189,Cleveland State,Mid-Cont,,14,15,72.0,74.7,-2.66,,-1.82,,-1.16,-3.66,-4.82,,,
190,Campbell,Big South,,20,9,72.4,66.5,5.97,,-8.69,,-8.27,3.28,-4.98,,,
191,Lamar,Sun Belt,,10,17,74.6,76.3,-1.70,,-0.43,,-0.60,-4.43,-5.03,,,
192,Saint Peter's,MAAC,,14,13,69.0,69.5,-0.56,,-4.56,,-8.71,3.59,-5.12,,,
193,Centenary (LA),TAAC,,16,12,81.5,77.0,4.57,,-7.78,,3.56,-8.99,-5.43,,,
194,Cal State Fullerton,Big West,,8,19,72.0,76.1,-4.15,,0.15,,-3.46,-1.99,-5.45,,,
195,Kansas City,Ind,,12,17,71.6,75.5,-3.93,,-1.23,,-4.41,-1.10,-5.51,,,
196,UNC Greensboro,Big South,,15,12,73.4,70.4,3.00,,-8.53,,-5.44,-0.08,-5.53,,,
197,Delaware,NAC,,14,13,72.9,70.6,2.26,,-6.20,,-6.77,1.13,-5.64,,,
198,Saint Francis (PA),NEC,,13,15,75.5,74.5,1.00,,-6.80,,-3.00,-2.81,-5.80,,,
199,North Texas,Southland,,14,15,72.4,72.1,0.38,,-6.21,,-6.74,0.91,-5.83,,,
200,Texas Southern,SWAC,,19,11,83.2,78.1,5.13,,-7.39,,-1.64,-4.28,-5.92,,,
201,TCU,SWC,,7,20,73.6,80.6,-6.96,,1.01,,-1.47,-4.49,-5.95,,,
202,Robert Morris,NEC,,14,14,70.4,71.8,-1.39,,-4.60,,-8.38,2.38,-6.00,,,
203,Central Florida,TAAC,,21,9,80.6,77.3,3.33,,-7.74,,2.15,-8.32,-6.17,,,
204,Colgate,Patriot,,17,12,81.4,78.0,3.34,,-9.66,,-0.18,-6.14,-6.31,,,
205,The Citadel,Southern,,11,16,69.3,69.4,-0.07,,-3.77,,-10.18,3.62,-6.57,,,
206,Air Force,WAC,,8,18,69.7,74.0,-4.23,,2.39,,-5.17,-1.45,-6.61,,,
207,Liberty,Big South,,18,12,71.7,69.7,2.03,,-6.95,,-7.67,1.01,-6.66,,,
208,Monmouth,NEC,,18,11,76.1,75.3,0.72,,-7.70,,-1.70,-5.27,-6.98,,,
209,New Hampshire,NAC,,15,13,72.8,73.5,-0.75,,-6.39,,-5.30,-1.83,-7.14,,,
210,Georgia State,TAAC,,13,14,73.7,72.2,1.52,,-7.72,,-4.62,-2.56,-7.18,,,
211,Southern,SWAC,,16,11,101.0,87.7,13.26,,-11.93,,11.77,-18.97,-7.19,,,
212,Florida International,TAAC,,11,16,68.7,70.7,-2.00,,-5.32,,-8.27,0.95,-7.32,,,
213,Marist,NEC,,14,13,78.2,77.4,0.81,,-8.18,,-0.90,-6.47,-7.37,,,
214,Mount St. Mary's,NEC,,14,14,79.7,78.7,1.04,,-8.41,,-0.55,-6.83,-7.38,,,
215,Fairleigh Dickinson,NEC,,14,13,71.8,73.1,-1.30,,-5.87,,-5.64,-1.81,-7.45,,,
216,Navy,Patriot,,17,13,74.9,73.6,1.37,,-8.88,,-6.75,-0.79,-7.54,,,
217,Towson,Big South,,21,9,73.5,74.8,-1.30,,-6.25,,-3.99,-3.56,-7.55,,,
218,Loyola (IL),MW Coll,,8,19,68.4,75.5,-7.04,,0.41,,-6.64,-1.45,-8.09,,,
219,Wichita State,MVC,,9,18,64.7,72.0,-7.37,,0.72,,-8.32,0.20,-8.13,,,
220,Akron,MAC,,8,18,61.6,66.4,-4.85,,-2.23,,-13.44,5.29,-8.15,,,
221,Northeastern Illinois,ECC,,17,11,84.3,79.5,4.71,,-8.95,,0.50,-8.68,-8.19,,,
222,Alabama State,SWAC,,19,10,84.3,80.3,3.97,,-12.04,,-1.93,-6.35,-8.28,,,
223,Fairfield,MAAC,,8,19,71.4,77.5,-6.04,,-2.29,,-4.94,-3.39,-8.33,,,
224,Coastal Carolina,Big South,,15,11,76.3,75.7,0.65,,-7.34,,-2.50,-6.01,-8.51,,,
225,McNeese State,Southland,,11,16,70.5,71.2,-0.70,,-5.50,,-9.64,1.02,-8.62,,,
226,Furman,Southern,,10,18,71.9,77.6,-5.71,,-2.92,,-4.45,-4.22,-8.66,,,
227,Austin Peay,OVC,,11,16,79.9,81.8,-1.96,,-4.41,,-0.27,-8.49,-8.76,,,
228,Morehead State,OVC,,14,14,82.7,86.8,-4.11,,-3.59,,2.64,-11.65,-9.01,,,
229,Samford,TAAC,,10,18,65.8,65.7,0.07,,-6.35,,-13.93,4.93,-9.01,,,
230,Loyola Marymount,WCC,,6,21,79.0,90.0,-11.00,,1.91,,5.16,-14.25,-9.09,,,
231,UTSA,Southland,,12,15,77.9,79.1,-1.26,,-6.45,,-2.92,-6.17,-9.09,,,
232,Boston University,NAC,,11,16,74.6,76.9,-2.33,,-7.00,,-3.15,-6.07,-9.23,,,
233,Wright State,Mid-Cont,,12,18,72.0,76.9,-4.93,,-4.15,,-4.91,-4.45,-9.36,,,
234,Bucknell,Patriot,,10,17,83.1,82.1,0.93,,-8.90,,0.97,-10.44,-9.47,,,
235,American,CAA,,8,19,75.9,83.3,-7.41,,-2.23,,-1.62,-8.02,-9.64,,,
236,Eastern Illinois,Mid-Cont,,12,15,68.6,73.0,-4.41,,-4.23,,-8.87,-0.82,-9.69,,,
237,Stetson,TAAC,,14,15,68.4,71.0,-2.62,,-6.21,,-9.48,-0.26,-9.74,,,
238,Creighton,MVC,,7,22,65.4,74.2,-8.72,,-0.05,,-9.51,-0.28,-9.79,,,
239,Milwaukee,Mid-Cont,,10,17,68.8,74.2,-5.37,,-4.41,,-7.29,-2.49,-9.79,,,
240,Northwestern State,Southland,,11,15,85.5,84.7,0.85,,-6.47,,5.16,-15.04,-9.88,,,
241,George Mason,CAA,,10,17,88.3,94.0,-5.70,,-4.21,,10.12,-20.03,-9.91,,,
242,North Carolina A&T,MEAC,,16,14,75.5,77.3,-1.83,,-7.83,,-2.33,-7.75,-10.08,,,
243,Southeast Missouri State,OVC,,10,17,81.7,84.9,-3.11,,-6.59,,0.87,-11.19,-10.32,,,
244,Holy Cross,Patriot,,14,14,83.7,87.8,-4.07,,-6.39,,5.39,-15.85,-10.46,,,
245,Fordham,Patriot,,12,15,71.2,73.7,-2.52,,-7.15,,-10.48,-0.13,-10.61,,,
246,South Carolina State,MEAC,,16,13,73.4,73.0,0.41,,-9.75,,-8.19,-2.45,-10.64,,,
247,Cal State Northridge,Ind,,8,18,73.0,81.7,-8.73,,-1.19,,-2.78,-7.93,-10.71,,,
248,Middle Tennessee,OVC,,8,19,71.4,76.1,-4.67,,-4.78,,-9.88,-0.94,-10.82,,,
249,Indiana State,MVC,,4,22,63.0,74.4,-11.35,,0.35,,-9.87,-1.13,-11.00,,,
250,Tennessee Tech,OVC,,10,21,81.7,89.3,-7.65,,-1.62,,2.90,-13.95,-11.05,,,
251,Stephen F. Austin,Southland,,9,18,69.0,74.8,-5.81,,-4.95,,-10.65,-0.45,-11.10,,,
252,Charleston Southern,Big South,,9,18,83.3,85.1,-1.74,,-6.99,,5.05,-16.46,-11.41,,,
253,Northeastern,NAC,,5,22,71.3,77.6,-6.26,,-3.70,,-6.78,-5.27,-12.05,,,
254,Marshall,Southern,,9,18,73.7,82.2,-8.48,,-2.04,,-2.99,-9.13,-12.12,,,
255,Iona,MAAC,,7,20,75.0,82.7,-7.70,,-4.50,,-0.31,-11.89,-12.20,,,
256,Oral Roberts,Ind,,6,21,71.7,82.3,-10.56,,-1.81,,-4.36,-8.00,-12.36,,,
257,Brown,Ivy,,12,14,64.8,71.5,-6.69,,-5.75,,-10.62,-1.83,-12.44,,,
258,Harvard,Ivy,,9,17,68.0,71.4,-3.38,,-8.80,,-9.15,-3.34,-12.48,,,
259,Maryland-Eastern Shore,MEAC,,16,12,73.2,72.1,1.14,,-11.31,,-8.62,-4.05,-12.67,,,
260,Western Illinois,Mid-Cont,,7,20,68.1,77.6,-9.52,,-2.59,,-7.66,-5.04,-12.70,,,
