Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
116,Pepperdine,WCC,,19,13,65.7,63.2,2.44,,1.86,,-4.47,7.63,3.16,,,
117,West Virginia,Big East,,10,19,66.7,71.1,-4.45,,8.55,,0.85,2.13,2.98,,,
118,Washington State,Pac-10,,10,19,73.0,78.4,-5.45,,8.82,,5.52,-2.55,2.96,,,
119,Boise State,Big West (East),,21,8,68.5,61.7,6.79,,-3.28,,-4.46,7.29,2.83,,,
120,Louisiana State,SEC (West),,12,15,66.4,68.9,-2.52,,6.06,,-2.77,5.48,2.71,,,
121,Brigham Young,WAC (Pacific),,12,16,71.8,73.4,-1.64,,4.14,,2.65,-0.15,2.50,,,
122,New Mexico State,Big West (East),,23,10,68.9,65.1,3.82,,-0.68,,-2.14,4.49,2.36,,,
123,Saint Joseph's,A-10 (East),,12,18,66.0,67.6,-1.57,,5.05,,-1.22,3.41,2.19,,,
124,Southern Methodist,WAC (Mountain),,15,15,74.5,74.4,0.13,,2.74,,3.59,-1.52,2.06,,,
125,Siena,MAAC,,25,6,86.6,79.8,6.81,,-4.90,,13.83,-11.79,2.04,,,
126,Tulane,CUSA (National),,12,15,70.6,71.7,-1.07,,2.99,,2.30,-0.39,1.91,,,
127,Louisiana Tech,Sun Belt,,19,9,76.2,70.9,5.32,,-3.47,,5.28,-3.39,1.89,,,
128,Delaware,AEC,,25,6,77.2,67.7,9.52,,-7.92,,3.76,-2.16,1.60,,,
129,Wichita State,MVC,,13,17,69.7,70.6,-0.83,,3.32,,1.14,0.32,1.46,,,
130,Ball State,MAC (West),,16,11,66.6,65.2,1.41,,1.84,,-2.44,3.76,1.32,,,
131,Hofstra,AEC,,22,10,66.6,60.4,6.22,,-4.06,,-5.26,6.37,1.11,,,
132,James Madison,CAA,,16,11,71.7,66.1,5.63,,-4.56,,0.90,0.10,0.99,,,
133,Southeast Missouri State,OVC,,20,9,70.5,63.2,7.24,,-4.49,,-3.19,4.18,0.99,,,
134,St. Bonaventure,A-10 (East),,14,15,64.1,65.2,-1.03,,1.99,,-5.04,6.00,0.96,,,
135,Florida International,Sun Belt,,13,16,69.3,69.4,-0.07,,0.91,,1.94,-1.10,0.84,,,
136,Virginia Tech,A-10 (West),,13,15,65.3,66.1,-0.75,,1.52,,-3.85,4.62,0.77,,,
137,Cal State Northridge,Big Sky,,17,12,82.0,77.1,4.93,,-1.64,,10.12,-9.38,0.73,,,
138,South Carolina,SEC (East),,8,21,60.2,67.7,-7.55,,8.21,,-4.95,5.61,0.66,,,
139,Oral Roberts,Mid-Cont,,17,11,77.4,73.7,3.68,,-2.86,,4.81,-4.37,0.45,,,
140,Samford,TAAC,,24,6,72.9,62.7,10.23,,-9.07,,-1.32,1.58,0.26,,,
141,Utah State,Big West (East),,15,13,71.6,68.0,3.68,,-2.29,,-2.26,2.41,0.15,,,
142,Idaho,Big West (East),,16,11,73.3,70.2,3.11,,-1.91,,1.49,-1.40,0.10,,,
143,Montana State,Big Sky,,16,13,78.0,75.2,2.83,,-1.51,,4.98,-4.91,0.07,,,
144,San Jose State,WAC (Pacific),,12,16,65.3,64.5,0.79,,0.61,,-4.66,4.56,-0.10,,,
145,Texas Tech,Big 12,,13,17,70.3,73.7,-3.40,,3.16,,2.10,-2.35,-0.24,,,
146,Navy,Patriot,,20,7,71.6,62.9,8.74,,-7.58,,-1.39,1.11,-0.29,,,
147,La Salle,A-10 (West),,13,15,72.3,74.6,-2.32,,1.92,,3.92,-4.32,-0.41,,,
148,Appalachian State,Southern (North),,21,8,74.8,66.1,8.69,,-5.35,,1.97,-2.47,-0.50,,,
149,Texas A&M,Big 12,,12,15,69.3,73.1,-3.78,,3.05,,1.27,-2.00,-0.73,,,
150,Portland State,Big Sky,,17,11,79.1,74.1,5.04,,-2.85,,4.12,-5.05,-0.93,,,
151,Boston College,Big East,,6,21,62.6,71.6,-9.00,,7.76,,-2.31,1.07,-1.24,,,
152,Western Michigan,MAC (West),,11,15,70.1,74.0,-3.88,,3.70,,4.22,-5.52,-1.30,,,
153,Western Kentucky,Sun Belt,,13,16,64.2,66.4,-2.24,,1.06,,-5.34,3.97,-1.37,,,
154,Louisiana,Sun Belt,,13,16,67.3,68.7,-1.45,,-0.52,,-0.90,-0.54,-1.45,,,
155,Davidson,Southern (North),,16,11,76.2,68.3,7.93,,-5.63,,1.92,-3.38,-1.47,,,
156,Fordham,A-10 (East),,12,15,66.1,69.6,-3.52,,1.94,,-1.23,-0.35,-1.58,,,
157,Drexel,AEC,,20,9,70.2,65.1,5.14,,-6.78,,-2.78,1.14,-1.64,,,
158,Santa Clara,WCC,,14,15,65.0,68.3,-3.31,,1.60,,-3.37,1.65,-1.72,,,
159,Cleveland State,MW Coll,,14,14,70.6,71.3,-0.64,,0.26,,1.74,-3.48,-1.74,,,
160,Maine,AEC,,19,9,80.6,73.7,6.93,,-8.11,,6.80,-8.58,-1.78,,,
161,UNC Wilmington,CAA,,11,17,60.2,62.2,-2.00,,0.04,,-8.54,6.73,-1.81,,,
162,Drake,MVC,,10,17,65.1,70.9,-5.81,,5.23,,-2.41,0.52,-1.89,,,
163,Iona,MAAC,,16,14,76.2,74.3,1.90,,-3.24,,2.54,-4.50,-1.96,,,
164,Virginia Commonwealth,CAA,,15,16,71.6,71.4,0.23,,-2.24,,2.05,-4.06,-2.01,,,
165,Central Florida,TAAC,,19,10,72.7,69.3,3.38,,-5.20,,-0.53,-1.59,-2.12,,,
166,Richmond,CAA,,15,12,67.3,66.1,1.15,,-3.43,,-3.64,1.35,-2.29,,,
167,Houston,CUSA (National),,10,17,70.9,78.8,-7.93,,5.53,,4.66,-7.05,-2.39,,,
168,Saint Mary's (CA),WCC,,13,18,68.0,70.4,-2.39,,0.20,,-0.57,-1.93,-2.50,,,
169,Alcorn State,SWAC,,23,7,75.8,66.8,9.03,,-10.43,,-2.06,-0.70,-2.76,,,
170,Lafayette,Patriot,,22,8,72.2,66.2,6.00,,-7.32,,0.60,-3.38,-2.78,,,
171,UC Santa Barbara,Big West (West),,15,13,70.4,69.4,1.04,,-3.20,,-1.31,-1.47,-2.78,,,
172,Texas State,Southland,,19,9,71.1,63.1,8.00,,-8.01,,-5.97,3.07,-2.90,,,
173,San Francisco,WCC,,12,18,63.5,68.1,-4.60,,2.37,,-5.36,2.42,-2.94,,,
174,Montana,Big Sky,,13,14,71.9,69.1,2.78,,-2.99,,-3.00,0.05,-2.95,,,
175,Youngstown State,Mid-Cont,,14,14,67.5,64.6,2.86,,-4.61,,-4.69,1.74,-2.95,,,
176,Central Michigan,MAC (West),,10,16,70.2,72.3,-2.12,,0.55,,1.07,-4.24,-3.17,,,
177,East Carolina,CAA,,13,14,63.2,63.7,-0.48,,-2.59,,-7.33,3.85,-3.47,,,
178,Pacific,Big West (West),,14,13,68.5,65.3,3.26,,-3.47,,-6.35,2.88,-3.47,,,
179,St. Francis (NY),NEC,,20,8,80.2,75.9,4.32,,-7.64,,7.41,-11.09,-3.68,,,
180,Western Illinois,Mid-Cont,,16,12,72.3,72.1,0.21,,-3.72,,0.43,-4.23,-3.80,,,
181,Niagara,MAAC,,17,12,80.7,80.1,0.62,,-4.51,,7.16,-11.05,-3.89,,,
182,Rider,MAAC,,12,16,73.3,72.3,1.00,,-4.93,,-0.97,-2.95,-3.93,,,
183,Air Force,WAC (Mountain),,10,16,76.2,80.2,-4.00,,2.52,,5.44,-9.44,-4.00,,,
184,Marist,MAAC,,16,12,72.6,71.1,1.54,,-5.57,,-2.47,-1.56,-4.04,,,
185,South Alabama,Sun Belt,,11,16,59.7,64.0,-4.33,,0.85,,-10.77,6.54,-4.23,,,
186,Chattanooga,Southern (South),,16,12,67.8,65.0,2.79,,-5.78,,-5.28,0.99,-4.28,,,
187,Hawaii,WAC (Pacific),,6,20,63.8,71.3,-7.46,,3.77,,-3.80,-0.48,-4.28,,,
188,Georgia State,TAAC,,17,13,73.3,69.6,3.67,,-7.54,,-1.36,-3.00,-4.37,,,
189,Maryland-Baltimore County,NEC,,19,9,67.4,63.6,3.79,,-8.20,,-6.74,2.33,-4.41,,,
190,Loyola (MD),MAAC,,13,15,77.3,76.5,0.86,,-5.49,,2.56,-7.19,-4.63,,,
191,New Orleans,Sun Belt,,14,16,60.8,63.9,-3.13,,-1.50,,-9.55,4.92,-4.63,,,
192,Fairfield,MAAC,,12,15,78.2,81.1,-2.93,,-1.77,,5.40,-10.10,-4.70,,,
193,Cal State Long Beach,Big West (West),,13,15,66.6,70.5,-3.86,,-0.88,,-3.84,-1.16,-4.99,,,
194,Loyola Marymount,WCC,,11,16,76.1,81.4,-5.30,,1.80,,7.80,-13.04,-5.24,,,
195,Eastern Washington,Big Sky,,10,17,73.7,76.7,-2.96,,-0.62,,0.31,-5.61,-5.30,,,
196,Wright State,MW Coll,,9,18,68.9,71.3,-2.41,,-1.83,,-0.36,-5.01,-5.37,,,
197,Bucknell,Patriot,,16,13,66.9,61.3,5.52,,-7.96,,-7.45,2.01,-5.44,,,
198,Baylor,Big 12,,6,24,61.5,70.0,-8.43,,3.58,,-6.79,1.27,-5.53,,,
199,Portland,WCC,,9,18,67.4,69.6,-2.15,,0.31,,-3.15,-2.46,-5.61,,,
200,Eastern Michigan,MAC (West),,5,20,59.6,69.6,-9.96,,4.17,,-8.63,2.84,-5.79,,,
201,Lamar,Southland,,17,11,76.6,70.7,5.89,,-9.73,,-1.12,-4.73,-5.85,,,
202,UTSA,Southland,,18,11,77.5,75.4,2.03,,-6.83,,2.97,-9.25,-6.27,,,
203,Radford,Big South,,20,8,78.4,71.9,6.54,,-9.24,,-0.83,-5.55,-6.37,,,
204,Saint Peter's,MAAC,,14,15,69.7,71.0,-1.34,,-5.04,,-5.84,-0.54,-6.38,,,
205,Loyola (IL),MW Coll,,9,18,60.9,67.1,-6.19,,-0.09,,-7.25,0.78,-6.47,,,
206,Robert Morris,NEC,,15,12,72.3,69.3,3.00,,-8.24,,-2.11,-4.51,-6.63,,,
207,East Tennessee State,Southern (North),,17,11,72.4,69.2,3.21,,-6.42,,-2.86,-3.80,-6.66,,,
208,Winthrop,Big South,,21,8,68.8,63.2,5.62,,-8.71,,-9.04,2.37,-6.67,,,
209,Coppin State,MEAC,,15,14,68.7,68.6,0.10,,-6.97,,-5.84,-1.02,-6.87,,,
210,Illinois-Chicago,MW Coll,,7,21,58.3,66.8,-8.43,,1.55,,-7.43,0.55,-6.88,,,
211,Eastern Illinois,OVC,,13,16,71.5,73.6,-2.07,,-3.83,,-0.48,-6.43,-6.90,,,
212,Northern Illinois,MAC (West),,6,20,60.0,66.1,-6.12,,-0.79,,-8.91,2.00,-6.91,,,
213,Milwaukee,MW Coll,,8,19,63.5,69.4,-5.96,,0.37,,-3.25,-3.75,-7.01,,,
214,Canisius,MAAC,,15,12,71.0,73.3,-2.26,,-4.79,,-2.80,-4.25,-7.05,,,
215,Cal Poly,Big West (West),,11,16,84.9,85.1,-0.19,,-3.93,,10.98,-18.07,-7.09,,,
216,Southern,SWAC,,21,7,84.7,78.3,6.46,,-13.86,,5.65,-12.80,-7.15,,,
217,Duquesne,A-10 (West),,5,23,61.9,72.1,-10.18,,4.58,,-6.88,-0.42,-7.30,,,
218,Mount St. Mary's,NEC,,15,15,68.3,69.3,-1.00,,-6.35,,-5.01,-2.34,-7.35,,,
219,Central Connecticut State,NEC,,19,13,70.7,68.2,2.53,,-10.47,,-4.52,-2.92,-7.44,,,
220,Southern Utah,Mid-Cont,,13,17,73.1,75.5,-2.37,,-3.12,,-0.11,-7.51,-7.62,,,
221,Little Rock,Sun Belt,,12,15,66.3,70.5,-4.22,,-2.94,,-6.30,-1.44,-7.74,,,
222,Austin Peay,OVC,,11,16,72.6,75.4,-2.89,,-4.92,,-0.33,-7.52,-7.84,,,
223,Nicholls State,Southland,,14,15,67.5,67.7,-0.21,,-6.10,,-6.73,-1.17,-7.90,,,
224,Cal State Fullerton,Big West (West),,13,14,70.0,74.0,-3.96,,-2.75,,-2.38,-5.65,-8.02,,,
225,Texas-Rio Grande Valley,Ind,,5,22,73.6,82.4,-8.74,,0.67,,4.81,-12.88,-8.07,,,
226,Stetson,TAAC,,14,13,68.9,65.9,3.04,,-9.59,,-6.32,-1.82,-8.14,,,
227,Colgate,Patriot,,14,14,65.2,64.3,0.96,,-7.33,,-8.10,-0.09,-8.19,,,
228,Harvard,Ivy,,13,13,70.3,69.5,0.77,,-8.40,,-0.84,-7.36,-8.20,,,
229,McNeese State,Southland,,13,15,74.8,75.9,-1.18,,-7.21,,0.29,-8.67,-8.39,,,
230,UC Irvine,Big West (West),,6,20,65.1,70.0,-4.96,,-1.66,,-6.41,-2.04,-8.45,,,
231,Kansas City,Mid-Cont,,8,22,71.0,75.5,-4.50,,-2.77,,-1.35,-7.13,-8.47,,,
232,Fairleigh Dickinson,NEC,,12,16,65.8,66.8,-0.96,,-6.75,,-9.08,0.55,-8.53,,,
233,Morehead State,OVC,,13,15,76.8,78.5,-1.75,,-5.01,,1.90,-10.64,-8.74,,,
234,Middle Tennessee,OVC,,12,19,69.1,71.7,-2.61,,-4.77,,-5.17,-3.63,-8.81,,,
235,American,CAA,,7,21,64.5,69.7,-5.21,,-1.55,,-7.13,-1.77,-8.90,,,
236,Boston University,AEC,,9,18,64.3,67.5,-3.19,,-6.11,,-7.94,-1.43,-9.37,,,
237,IUPUI,Mid-Cont,,11,16,67.9,69.9,-2.00,,-4.95,,-7.47,-2.25,-9.72,,,
238,Nevada,Big West (East),,8,18,68.3,75.2,-6.92,,-1.46,,-3.35,-6.43,-9.78,,,
239,Cornell,Ivy,,11,15,64.1,65.8,-1.65,,-7.83,,-7.58,-2.37,-9.95,,,
240,Wofford,Southern (South),,11,16,69.4,70.8,-1.37,,-5.59,,-3.34,-6.61,-9.95,,,
241,Furman,Southern (South),,12,16,67.1,69.4,-2.29,,-6.46,,-6.00,-3.96,-9.96,,,
242,Dartmouth,Ivy,,14,12,64.3,66.4,-2.08,,-7.22,,-8.18,-1.88,-10.06,,,
243,Denver,Ind,,10,17,73.6,79.6,-5.96,,-4.12,,0.30,-10.38,-10.09,,,
244,Tennessee Tech,OVC,,12,15,67.2,69.4,-2.22,,-5.13,,-8.42,-1.67,-10.09,,,
245,Louisiana-Monroe,Southland,,13,14,72.4,76.3,-3.89,,-5.02,,-1.91,-8.23,-10.13,,,
246,Tennessee State,OVC,,12,15,71.0,73.6,-2.52,,-5.19,,-4.18,-6.14,-10.32,,,
247,William & Mary,CAA,,8,19,64.5,68.6,-4.07,,-3.57,,-7.20,-3.20,-10.41,,,
248,Centenary (LA),TAAC,,14,14,63.0,66.2,-3.14,,-6.99,,-10.22,-0.36,-10.58,,,
249,Norfolk State,MEAC,,15,12,86.3,84.7,1.56,,-12.08,,9.88,-20.48,-10.60,,,
250,Vermont,AEC,,11,16,65.3,67.6,-2.22,,-8.46,,-7.42,-3.26,-10.68,,,
251,UT Arlington,Southland,,10,16,71.2,74.3,-3.12,,-7.49,,-4.21,-7.03,-11.24,,,
252,Idaho State,Big Sky,,6,20,64.2,73.2,-9.00,,-1.01,,-7.98,-3.39,-11.37,,,
253,Georgia Southern,Southern (South),,11,17,64.0,66.5,-2.46,,-6.71,,-10.63,-0.96,-11.58,,,
254,Long Island University,NEC,,10,17,67.7,72.6,-4.93,,-6.69,,-6.13,-5.49,-11.62,,,
255,Jacksonville,TAAC,,12,15,65.6,67.4,-1.81,,-8.17,,-10.33,-1.33,-11.67,,,
256,South Carolina State,MEAC,,17,12,65.7,68.0,-2.31,,-9.32,,-11.34,-0.39,-11.73,,,
257,San Diego State,WAC (Pacific),,4,22,67.1,78.4,-11.31,,2.01,,-2.82,-9.09,-11.91,,,
