Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
32,Kentucky,SEC,,21,12,72.6,64.5,8.15,,5.81,,9.16,4.80,13.96,110.92,91.21,19.71
33,Oregon,Pac-12,,28,9,71.6,63.6,8.05,,5.73,,8.26,5.52,13.78,106.75,85.86,20.88
34,Notre Dame,Big East,,25,10,70.0,63.5,6.51,,7.24,,6.69,7.06,13.76,115.09,93.56,21.53
35,Colorado State,MWC,,26,9,72.9,63.7,9.26,,5.84,,9.02,4.58,13.60,116.27,94.62,21.66
36,Kansas State,Big 12,,27,8,69.0,60.4,8.54,,6.54,,4.18,9.36,13.54,112.34,91.47,20.87
37,New Mexico,MWC,,29,6,67.3,60.6,6.66,,6.59,,4.58,8.66,13.24,108.25,87.41,20.85
38,Illinois,Big Ten,,23,13,68.5,64.8,3.69,,10.04,,6.85,6.33,13.18,110.61,90.42,20.19
39,San Diego State,MWC,,23,11,69.3,61.1,8.21,,6.14,,4.91,8.04,12.95,107.56,87.39,20.17
40,Virginia,ACC,,23,12,64.2,55.6,8.66,,4.25,,-0.64,13.55,12.91,107.72,86.92,20.80
41,UCLA,Pac-12,,25,10,74.4,69.3,5.06,,7.77,,11.84,0.98,12.82,111.29,92.19,19.10
42,Nevada-Las Vegas,MWC,,25,10,71.4,63.0,8.34,,5.60,,6.81,6.00,12.81,105.00,85.89,19.11
43,Memphis,CUSA,,31,5,74.5,64.9,9.56,,2.73,,7.70,4.58,12.28,106.15,87.84,18.31
44,Colorado,Pac-12,,21,12,67.6,63.6,4.00,,7.91,,4.30,7.62,11.91,106.20,88.23,17.97
45,Connecticut,Big East,,20,10,69.9,65.4,4.47,,7.42,,7.52,4.37,11.89,109.64,91.19,18.46
46,Oklahoma,Big 12,,20,12,70.6,66.3,4.31,,7.08,,7.27,4.12,11.40,109.25,92.24,17.01
47,Maryland,ACC,,25,13,70.7,64.0,6.71,,4.68,,5.62,5.78,11.39,106.68,89.20,17.48
48,Stanford,Pac-12,,19,15,70.5,66.5,4.03,,7.33,,7.17,4.19,11.36,108.33,90.84,17.49
49,Middle Tennessee,Sun Belt (East),,28,6,70.7,58.1,12.68,,-1.50,,2.82,8.35,11.18,106.88,89.45,17.43
50,Butler,A-10,,27,9,69.3,63.9,5.44,,6.09,,4.32,6.68,11.01,109.06,91.54,17.52
51,Villanova,Big East,,20,14,67.9,65.1,2.74,,8.54,,5.98,4.77,10.75,105.42,88.73,16.69
52,Brigham Young,WCC,,24,12,77.1,69.5,7.64,,3.72,,10.86,-0.23,10.63,108.28,92.57,15.70
53,California,Pac-12,,21,12,67.2,64.3,2.88,,7.71,,4.43,6.17,10.59,106.66,90.10,16.56
54,Belmont,OVC (East),,26,7,76.8,64.5,12.24,,-0.92,,7.37,3.04,10.41,109.86,93.80,16.06
55,La Salle,A-10,,24,10,72.1,66.4,5.68,,4.47,,6.78,3.37,10.15,110.53,94.77,15.76
56,Arkansas,SEC,,19,13,73.7,68.8,4.84,,4.99,,10.31,-0.48,9.83,107.28,93.04,14.24
57,Alabama,SEC,,23,13,63.0,58.4,4.61,,5.96,,-1.77,11.58,9.82,103.42,87.72,15.70
58,Illinois State,MVC,,18,15,74.5,68.6,5.91,,3.70,,10.18,-0.57,9.61,109.06,94.38,14.68
59,Temple,A-10,,24,10,72.2,67.9,4.32,,5.21,,6.78,2.76,9.54,109.62,94.81,14.81
60,Boise State,MWC,,21,11,73.2,65.5,7.75,,5.21,,6.90,2.48,9.38,111.25,96.30,14.95
61,Dayton,A-10,,17,14,71.8,66.7,5.10,,4.28,,7.35,2.02,9.37,110.94,96.04,14.90
62,Providence,Big East,,19,15,67.6,64.9,2.74,,6.56,,4.65,4.65,9.30,107.17,92.27,14.90
63,Denver,WAC,,22,10,64.9,55.9,8.94,,0.24,,-2.74,11.92,9.18,108.82,92.46,16.35
64,Purdue,Big Ten,,16,18,66.2,65.1,1.18,,7.87,,4.68,4.36,9.04,104.69,90.17,14.52
65,Tennessee,SEC,,20,13,66.3,63.4,2.97,,6.07,,3.42,5.62,9.04,107.91,93.65,14.27
66,Southern Mississippi,CUSA,,27,10,73.9,63.5,10.41,,1.49,,4.88,4.07,8.95,108.57,94.31,14.26
67,Arizona State,Pac-12,,22,13,71.8,67.5,4.26,,4.57,,5.77,3.05,8.82,106.43,93.06,13.37
68,Northern Iowa,MVC,,21,15,66.7,61.9,4.75,,5.21,,0.94,7.64,8.58,105.79,92.06,13.73
69,Akron,MAC (East),,26,7,71.8,62.8,9.03,,0.18,,4.29,3.83,8.12,104.85,92.31,12.53
70,Washington,Pac-12,,18,16,67.9,67.2,0.71,,7.18,,4.16,3.72,7.88,106.17,93.65,12.52
71,Xavier,A-10,,17,14,65.2,62.5,2.74,,4.97,,0.60,7.12,7.71,105.63,93.25,12.38
72,Saint Joseph's,A-10,,18,14,67.2,63.9,3.28,,4.05,,1.72,5.61,7.33,107.30,95.49,11.81
73,Davidson,Southern (South),,26,8,73.2,62.1,11.18,,-3.43,,4.62,2.68,7.30,108.92,97.04,11.88
74,Valparaiso,Horizon,,26,8,71.2,62.3,8.85,,-1.12,,4.35,2.80,7.15,107.63,95.72,11.91
75,Bucknell,Patriot,,28,6,67.0,57.8,9.15,,-1.95,,-0.53,7.50,6.96,104.35,92.48,11.87
76,Ohio,MAC (East),,24,10,72.5,64.5,8.00,,-1.05,,5.51,1.44,6.95,105.03,94.31,10.72
77,Richmond,A-10,,19,15,70.0,66.5,3.47,,3.45,,4.36,2.57,6.92,109.15,98.28,10.87
78,Texas,Big 12,,16,18,65.6,65.6,-0.09,,6.54,,1.82,5.02,6.84,100.57,90.01,10.57
79,Detroit Mercy,Horizon,,20,13,77.8,70.9,6.91,,1.62,,11.66,-4.94,6.72,111.32,101.14,10.19
80,Washington State,Pac-12,,13,19,64.4,63.0,1.44,,5.22,,-0.27,6.92,6.65,105.24,94.38,10.87
81,Georgia Tech,ACC,,16,15,64.3,62.4,1.94,,4.69,,-0.67,7.29,6.62,98.68,87.89,10.79
82,Santa Clara,WCC,,26,12,74.4,67.8,6.58,,1.68,,8.00,-1.46,6.54,108.79,98.17,10.62
83,Texas A&M,SEC,,18,15,63.7,62.1,1.64,,4.87,,-0.86,7.37,6.51,104.74,94.20,10.54
84,Southern California,Pac-12,,14,18,65.7,67.6,-1.94,,8.19,,3.18,3.07,6.26,102.68,92.40,10.28
85,Vanderbilt,SEC,,16,17,60.3,60.1,0.21,,6.05,,-4.22,10.48,6.26,102.22,91.84,10.38
86,Boston College,ACC,,16,17,67.1,68.1,-0.94,,7.04,,4.01,2.10,6.11,109.27,99.89,9.38
87,Oregon State,Pac-12,,14,18,72.0,70.3,1.75,,4.26,,7.78,-1.76,6.01,107.38,98.03,9.35
88,Rutgers,Big East,,15,16,65.4,66.2,-0.81,,6.79,,2.20,3.79,5.98,106.26,96.63,9.63
89,Clemson,ACC,,13,18,61.5,60.1,1.39,,4.46,,-3.54,9.39,5.85,100.81,91.17,9.63
90,Massachusetts,A-10,,21,12,73.0,71.7,1.27,,4.57,,8.52,-2.68,5.84,105.64,96.05,9.59
91,Louisiana State,SEC,,19,12,70.8,69.0,1.81,,4.01,,6.45,-0.63,5.82,104.13,94.95,9.19
92,St. John's (NY),Big East,,17,16,64.8,66.2,-1.36,,7.18,,1.40,4.42,5.82,99.66,90.17,9.49
93,Weber State,Big Sky,,30,7,75.7,61.5,14.19,,-5.71,,3.06,2.72,5.78,106.53,96.29,10.24
94,Florida State,ACC,,18,16,67.0,68.6,-1.56,,7.26,,3.76,1.95,5.71,105.65,97.12,8.53
95,Stony Brook,AEC,,25,8,68.0,57.5,10.52,,-4.11,,-0.86,6.47,5.61,102.59,92.82,9.77
96,Seton Hall,Big East,,15,18,64.7,65.2,-0.42,,5.97,,1.34,4.21,5.55,103.96,95.26,8.70
97,Louisiana Tech,WAC,,27,7,72.6,63.3,9.38,,-2.08,,3.36,2.11,5.47,98.70,90.56,8.14
98,Georgia,SEC,,15,17,60.8,61.6,-0.78,,6.17,,-3.11,8.50,5.39,100.45,91.93,8.53
99,Northwestern,Big Ten,,13,19,60.7,63.7,-2.94,,8.29,,-1.97,7.33,5.36,103.66,95.59,8.08
100,Wyoming,MWC,,20,14,61.0,59.1,1.88,,4.54,,-3.81,9.12,5.32,102.25,93.56,8.69
101,Evansville,MVC,,21,15,69.2,65.9,3.22,,2.91,,2.91,2.35,5.26,104.33,95.50,8.83
102,North Dakota State,Summit,,24,10,67.1,56.1,11.00,,-4.01,,-4.01,9.22,5.21,103.09,92.70,10.39
103,New Mexico State,WAC,,24,11,67.3,62.1,5.14,,0.68,,0.95,4.14,5.09,102.96,94.24,8.72
104,Indiana State,MVC,,18,15,65.4,65.6,-0.15,,5.64,,0.45,4.63,5.08,101.84,93.15,8.69
105,Utah,Pac-12,,15,18,64.2,63.2,0.94,,6.63,,-1.65,6.34,4.70,102.81,94.84,7.97
106,UTEP,CUSA,,18,14,63.8,61.6,2.25,,2.37,,-2.72,7.34,4.62,102.21,94.80,7.40
107,West Virginia,Big 12,,13,19,66.1,68.1,-1.94,,6.55,,0.90,3.71,4.61,104.04,96.60,7.44
108,Nebraska,Big Ten,,15,18,58.3,63.5,-5.18,,9.58,,-3.69,8.09,4.40,101.01,94.46,6.54
109,South Florida,Big East,,12,19,58.8,62.2,-3.42,,7.72,,-3.98,8.28,4.31,101.69,95.22,6.47
110,George Washington,A-10,,13,17,66.3,65.5,0.73,,3.51,,0.45,3.79,4.24,98.05,90.97,7.08
111,Stephen F. Austin,Southland,,27,5,64.8,51.2,13.63,,-6.67,,-8.63,12.86,4.23,96.55,87.94,8.62
112,Air Force,MWC,,18,14,70.0,67.8,2.22,,4.16,,4.05,0.01,4.06,110.09,102.85,7.24
113,Iona,MAAC,,20,14,80.4,76.3,4.06,,0.00,,14.63,-10.58,4.06,111.37,104.51,6.86
114,Harvard,Ivy,,20,10,68.3,64.1,4.17,,0.17,,2.61,1.35,3.96,106.14,99.26,6.89
115,Lehigh,Patriot,,21,10,73.1,65.2,7.87,,-3.00,,5.08,-1.11,3.96,105.41,98.88,6.54
116,Utah State,WAC,,21,10,68.8,63.6,5.26,,-0.72,,0.92,2.83,3.75,108.59,101.44,7.15
117,Central Florida,CUSA,,20,11,70.8,67.1,3.71,,0.98,,3.94,-0.48,3.46,105.41,99.46,5.95
118,St. Bonaventure,A-10,,14,15,72.7,72.0,0.72,,2.73,,5.54,-2.08,3.45,107.07,100.96,6.10
119,Wake Forest,ACC,,13,18,67.5,70.3,-2.74,,6.19,,3.01,0.43,3.44,101.27,95.11,6.17
120,Drake,MVC,,15,17,71.8,72.5,-0.72,,5.13,,6.83,-3.41,3.42,105.92,99.87,6.06
121,Fresno State,MWC,,11,19,59.9,61.0,-1.03,,6.44,,-5.27,8.46,3.19,97.18,91.35,5.83
122,Princeton,Ivy,,17,11,64.4,58.4,6.00,,-1.64,,-2.81,5.98,3.17,106.18,99.39,6.79
123,Florida Gulf Coast,A-Sun,,26,11,72.9,66.7,6.14,,-1.82,,4.25,-1.24,3.01,101.38,96.25,5.13
124,Penn State,Big Ten,,10,21,61.6,68.2,-6.61,,9.47,,-0.05,2.91,2.86,100.85,96.33,4.51
125,Charlotte,A-10,,21,12,67.5,67.6,-0.06,,2.78,,1.02,1.70,2.72,99.38,94.10,5.28
126,East Carolina,CUSA,,23,12,76.5,71.0,5.57,,0.82,,7.37,-4.81,2.57,106.73,102.09,4.64
127,San Francisco,WCC,,15,16,69.7,69.1,0.65,,2.85,,3.81,-1.38,2.44,105.10,100.59,4.51
128,Canisius,MAAC,,20,14,73.5,70.1,3.35,,-0.98,,5.76,-3.39,2.38,108.21,103.88,4.33
129,Kent State,MAC (East),,21,14,71.0,67.8,3.17,,-0.82,,4.81,-2.43,2.38,104.77,100.16,4.61
130,South Dakota State,Summit,,25,10,73.4,65.7,7.66,,-3.27,,3.20,-0.85,2.35,108.79,103.37,5.42
131,Wright State,Horizon,,23,13,62.0,58.5,3.56,,-1.15,,-5.85,8.11,2.25,96.17,91.57,4.60
132,George Mason,CAA,,22,16,68.1,65.9,2.18,,-0.15,,1.27,0.76,2.03,100.84,96.90,3.93
133,Tulane,CUSA,,20,15,69.6,65.7,3.91,,-1.80,,2.10,-0.23,1.87,105.20,101.51,3.69
134,Virginia Tech,ACC,,13,19,70.3,74.8,-4.53,,6.34,,6.18,-4.38,1.80,105.45,102.74,2.71
135,DePaul,Big East,,11,21,71.4,75.3,-3.91,,5.61,,9.00,-7.29,1.71,103.93,100.67,3.27
136,Eastern Kentucky,OVC (East),,25,10,73.9,65.8,8.09,,-3.88,,3.45,-1.75,1.70,108.32,104.07,4.25
137,Pacific,Big West,,22,13,67.0,63.9,3.03,,0.76,,-0.83,2.51,1.67,104.71,100.66,4.05
138,Green Bay,Horizon,,18,16,66.1,63.0,3.09,,-0.28,,-1.50,3.16,1.66,101.20,97.50,3.70
139,Loyola (MD),MAAC,,23,12,66.9,63.5,3.43,,-2.08,,-1.12,2.47,1.35,101.27,97.98,3.30
140,Bradley,MVC,,18,17,67.7,68.5,-0.71,,1.96,,2.05,-0.80,1.25,102.12,100.02,2.11
141,Murray State,OVC (West),,21,10,72.8,66.8,6.00,,-2.86,,2.67,-1.42,1.25,102.99,99.88,3.11
142,Mercer,A-Sun,,24,12,65.9,59.3,6.56,,-3.82,,-3.34,4.28,0.94,100.18,97.59,2.60
143,Arkansas State,Sun Belt (West),,19,12,68.6,62.7,5.90,,-4.34,,-1.75,2.54,0.79,97.34,95.01,2.33
144,Niagara,MAAC,,19,14,73.8,72.1,1.73,,-1.14,,6.60,-6.01,0.59,104.09,102.23,1.86
145,UT Arlington,WAC,,19,14,64.3,62.8,1.48,,-0.94,,-2.82,3.37,0.55,95.79,93.98,1.81
146,Western Michigan,MAC (West),,22,13,67.0,63.9,3.09,,-1.44,,-0.51,0.92,0.42,99.29,97.65,1.63
147,Northwestern State,Southland,,23,9,80.0,71.4,8.56,,-3.79,,8.54,-8.15,0.39,102.57,101.52,1.05
148,Nevada,MWC,,12,19,67.5,71.9,-4.42,,5.25,,2.95,-2.60,0.35,102.44,101.32,1.12
149,UAB,CUSA,,16,17,71.4,71.2,0.18,,1.52,,3.78,-3.52,0.27,98.90,97.41,1.49
150,Robert Morris,NEC,,24,11,70.9,65.7,5.14,,-4.89,,-0.49,0.75,0.25,102.00,100.33,1.67
151,Auburn,SEC,,9,23,64.8,68.8,-3.97,,4.20,,0.52,-0.28,0.23,98.43,97.29,1.14
152,College of Charleston,Southern (South),,24,11,65.6,62.2,3.46,,-3.83,,-2.53,2.73,0.20,99.42,98.34,1.08
153,Vermont,AEC,,21,12,63.5,59.2,4.33,,-4.45,,-5.03,4.92,-0.12,99.68,98.24,1.44
154,UC Irvine,Big West,,21,16,69.1,65.4,3.78,,-0.97,,-1.11,0.96,-0.15,98.13,97.27,0.86
155,Oral Roberts,Southland,,20,15,71.0,66.9,4.09,,-3.03,,2.17,-2.44,-0.27,103.26,102.51,0.75
156,Houston,CUSA,,20,13,78.1,73.3,4.79,,-3.77,,9.44,-9.74,-0.30,105.70,105.42,0.28
157,Fairfield,MAAC,,19,16,60.6,59.2,1.46,,-1.99,,-7.55,7.03,-0.53,94.48,94.18,0.30
158,Boston University,AEC,,17,13,67.8,64.5,3.33,,-3.92,,0.69,-1.27,-0.58,101.05,100.90,0.15
159,Rhode Island,A-10,,8,21,61.6,67.1,-5.55,,4.97,,-3.31,2.73,-0.58,98.31,98.56,-0.25
160,Southern Methodist,CUSA,,15,17,64.5,62.7,1.78,,-1.34,,-3.21,2.62,-0.59,98.50,98.72,-0.22
161,San Diego,WCC,,16,18,65.1,66.5,-1.32,,2.56,,-2.25,1.65,-0.60,100.27,100.36,-0.10
162,Western Kentucky,Sun Belt (East),,20,16,66.9,65.7,1.25,,-1.12,,-1.51,0.88,-0.63,99.41,99.40,0.01
163,South Carolina,SEC,,14,18,66.1,68.9,-2.81,,2.14,,1.43,-2.10,-0.68,100.24,101.29,-1.06
164,Delaware,CAA,,19,14,69.0,68.9,0.03,,-0.79,,2.63,-3.39,-0.76,101.30,101.60,-0.31
165,Cal Poly,Big West,,18,14,64.8,63.1,1.69,,-0.94,,-4.27,3.50,-0.77,103.90,104.07,-0.17
166,Southern Illinois,MVC,,14,17,63.4,65.1,-1.77,,2.26,,-3.57,2.73,-0.84,99.80,101.02,-1.22
167,Albany (NY),AEC,,24,11,64.3,60.7,3.66,,-4.51,,-3.30,2.45,-0.86,99.28,99.54,-0.26
168,Loyola (IL),Horizon,,15,16,64.4,62.4,1.97,,-2.29,,-3.29,2.27,-1.02,99.65,99.91,-0.25
169,Drexel,CAA,,13,18,63.0,63.1,-0.10,,-0.96,,-4.24,3.18,-1.06,99.26,99.44,-0.18
170,Tulsa,CUSA,,17,16,67.9,68.2,-0.24,,0.94,,0.25,-1.31,-1.06,96.76,97.07,-0.32
171,Montana,Big Sky,,25,7,69.9,65.5,4.44,,-4.29,,-0.87,-0.32,-1.19,101.74,101.74,0.01
172,Rider,MAAC,,19,15,63.7,63.3,0.44,,-1.63,,-3.75,2.56,-1.19,95.74,96.68,-0.94
173,Northeastern,CAA,,20,13,68.9,68.3,0.58,,-1.91,,1.08,-2.41,-1.34,104.11,105.01,-0.90
174,Army,Patriot,,16,15,72.4,68.1,4.29,,-4.51,,3.82,-5.30,-1.48,101.33,103.04,-1.70
175,Cal State Long Beach,Big West,,19,14,69.4,71.5,-2.09,,1.62,,2.43,-3.90,-1.48,102.80,103.01,-0.21
176,James Madison,CAA,,21,15,65.2,64.6,0.56,,-2.22,,-3.62,1.96,-1.67,97.67,98.97,-1.30
177,Illinois-Chicago,Horizon,,18,16,62.8,62.8,0.06,,-0.69,,-4.12,2.34,-1.79,95.20,96.88,-1.68
178,Western Illinois,Summit,,22,9,59.5,53.6,5.87,,-5.42,,-11.97,10.11,-1.87,94.43,95.30,-0.87
179,Towson,CAA,,18,13,68.5,66.6,1.90,,-2.56,,0.65,-2.55,-1.89,98.46,100.73,-2.27
180,Charleston Southern,Big South (South),,19,13,73.8,67.0,6.78,,-5.48,,1.43,-3.35,-1.92,99.37,101.53,-2.16
181,Buffalo,MAC (East),,14,20,66.9,67.3,-0.35,,-0.34,,-0.69,-1.24,-1.94,99.93,102.09,-2.16
182,Manhattan,MAAC,,14,18,58.3,59.9,-1.59,,-0.36,,-9.41,7.46,-1.96,91.48,93.24,-1.75
183,Georgia State,CAA,,15,16,68.2,66.9,1.26,,-2.38,,-0.77,-1.24,-2.01,102.22,104.12,-1.90
184,Florida International,Sun Belt (East),,18,14,69.1,69.0,0.03,,-2.08,,1.55,-3.60,-2.05,98.36,100.62,-2.26
185,Bryant,NEC,,19,12,74.0,71.4,2.65,,-4.71,,3.44,-5.51,-2.07,105.54,107.62,-2.08
186,Texas Southern,SWAC,,17,14,70.3,65.1,5.16,,-7.28,,-0.19,-1.93,-2.12,101.81,102.98,-1.17
187,Youngstown State,Horizon,,18,16,71.4,69.3,2.06,,-0.80,,3.52,-5.65,-2.13,100.04,102.20,-2.17
188,Tennessee State,OVC (East),,18,15,71.5,69.9,1.58,,-1.27,,2.06,-4.20,-2.14,99.72,101.61,-1.89
189,North Carolina Central,MEAC,,22,9,67.1,56.7,10.35,,-7.04,,-5.22,3.00,-2.22,95.57,97.37,-1.81
190,Idaho,WAC,,12,18,68.3,69.3,-0.97,,0.29,,1.92,-4.15,-2.23,107.27,109.83,-2.56
191,Toledo,MAC (West),,15,13,68.9,68.3,0.61,,-3.03,,1.86,-4.28,-2.42,100.18,102.75,-2.57
192,Southern,SWAC,,23,10,67.4,57.3,10.09,,-10.32,,-4.83,2.21,-2.62,94.33,96.74,-2.41
193,Missouri State,MVC,,11,22,59.6,64.7,-5.15,,4.65,,-6.57,3.76,-2.80,98.55,102.49,-3.94
194,South Alabama,Sun Belt (East),,17,13,68.7,68.0,0.67,,-2.95,,-0.10,-2.78,-2.88,96.25,99.25,-3.00
195,Lafayette,Patriot,,19,15,69.1,69.0,0.09,,-2.35,,0.33,-3.32,-2.99,101.77,104.52,-2.76
196,Loyola Marymount,WCC,,11,23,64.8,68.8,-4.00,,2.81,,-3.61,0.52,-3.10,95.84,99.81,-3.98
197,Texas Tech,Big 12,,11,20,65.4,72.8,-7.42,,4.32,,0.81,-3.91,-3.10,98.88,103.39,-4.50
198,Gardner-Webb,Big South (South),,21,13,65.8,60.8,5.00,,-5.88,,-6.40,3.23,-3.17,94.65,97.80,-3.15
199,Long Island University,NEC,,20,14,78.7,76.1,2.59,,-5.78,,8.14,-11.33,-3.19,106.50,110.28,-3.77
200,Wagner,NEC,,19,12,68.9,67.1,1.84,,-5.06,,-2.70,-0.52,-3.22,92.68,96.13,-3.45
201,Columbia,Ivy,,12,16,62.4,60.5,1.86,,-3.47,,-6.52,3.28,-3.24,98.31,102.40,-4.08
202,Cal State Fullerton,Big West,,14,18,76.6,74.4,2.19,,-3.33,,6.45,-9.71,-3.27,104.41,108.25,-3.84
203,Bowling Green State,MAC (East),,13,19,62.8,63.5,-0.72,,-1.75,,-5.24,1.92,-3.32,94.23,98.00,-3.77
204,South Carolina Upstate,A-Sun,,16,17,70.2,66.5,3.67,,-4.53,,-0.77,-2.56,-3.33,99.55,104.03,-4.48
205,Hawaii,Big West,,17,15,73.0,72.0,0.97,,-2.54,,2.69,-6.06,-3.37,100.72,103.15,-2.43
206,Elon,Southern (North),,21,12,68.9,65.0,3.91,,-5.16,,-2.50,-1.05,-3.55,96.00,100.58,-4.58
207,Marshall,CUSA,,13,19,69.0,72.7,-3.72,,0.94,,1.30,-4.91,-3.61,99.04,103.06,-4.02
208,UNC Asheville,Big South (South),,16,16,71.8,69.2,2.59,,-3.94,,1.58,-5.21,-3.63,98.59,102.61,-4.02
209,UC Davis,Big West,,14,17,71.3,72.2,-0.94,,-2.87,,2.32,-6.12,-3.80,101.86,106.54,-4.68
210,Pepperdine,WCC,,12,18,62.8,67.4,-4.60,,0.94,,-4.28,0.43,-3.85,96.48,101.47,-4.99
211,Yale,Ivy,,14,17,67.1,66.3,0.74,,-0.80,,-1.86,-2.08,-3.94,97.95,103.25,-5.30
212,William & Mary,CAA,,13,17,68.8,68.3,0.53,,-3.42,,0.59,-4.60,-4.01,103.06,108.08,-5.02
213,Cal State Northridge,Big West,,14,17,75.3,74.5,0.77,,-2.22,,4.81,-9.00,-4.18,100.79,105.73,-4.94
214,TCU,Big 12,,11,21,55.0,62.6,-7.53,,4.39,,-10.71,6.42,-4.28,91.59,98.23,-6.64
215,Little Rock,Sun Belt (West),,17,15,66.5,66.6,-0.16,,-2.21,,-2.70,-1.64,-4.34,94.25,98.86,-4.61
216,Oakland,Summit,,16,17,74.1,75.3,-1.24,,-1.61,,5.32,-9.70,-4.38,103.11,108.17,-5.06
217,Jacksonville State,OVC (East),,17,11,66.3,64.9,1.43,,-4.28,,-4.81,0.34,-4.47,97.86,103.57,-5.71
218,Duquesne,A-10,,8,22,67.6,75.6,-8.03,,3.51,,2.27,-6.79,-4.52,98.05,103.51,-5.46
219,Mississippi State,SEC,,10,22,60.6,69.5,-8.88,,4.36,,-4.23,-0.29,-4.52,91.13,97.56,-6.44
220,UC Santa Barbara,Big West,,11,20,64.6,67.4,-2.81,,0.10,,-4.21,-0.32,-4.53,95.40,101.08,-5.68
221,Seattle,WAC,,8,22,65.5,68.6,-3.07,,-1.08,,-1.64,-2.92,-4.56,92.27,97.05,-4.78
222,High Point,Big South (North),,17,14,71.6,66.2,5.45,,-7.23,,-2.38,-2.26,-4.64,97.10,102.98,-5.88
223,Quinnipiac,NEC,,15,16,71.8,71.6,0.16,,-4.90,,0.16,-4.90,-4.74,97.64,103.33,-5.69
224,Louisiana,Sun Belt (West),,13,20,70.8,73.1,-2.30,,-2.22,,2.47,-7.38,-4.90,97.57,103.59,-6.03
