Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
260,Coppin State,MEAC,,13,15,64.5,67.1,-2.64,,-9.40,,-11.35,-0.69,-12.04,,,
261,Appalachian State,Southern (North),,11,20,64.7,70.5,-5.84,,-4.24,,-8.50,-3.64,-12.13,,,
262,Idaho,Big West,,6,21,63.7,73.8,-10.07,,-0.01,,-7.83,-4.34,-12.17,,,
263,Bucknell,Patriot,,14,15,65.8,70.4,-4.55,,-6.27,,-10.18,-2.01,-12.19,,,
264,Alcorn State,SWAC,,15,15,74.8,76.1,-1.27,,-10.90,,-1.63,-10.57,-12.20,,,
265,UT Arlington,Southland,,13,15,73.2,76.0,-2.86,,-8.87,,-2.84,-9.64,-12.48,,,
266,Norfolk State,MEAC,,12,17,73.3,78.2,-4.90,,-7.73,,-1.09,-11.54,-12.63,,,
267,Western Illinois,Mid-Cont,,5,23,69.4,80.4,-10.96,,-1.69,,-1.86,-11.02,-12.87,,,
268,Nicholls State,Southland,,14,14,68.5,70.9,-2.32,,-8.68,,-7.56,-5.38,-12.94,,,
269,Centenary (LA),Ind,,8,19,68.7,75.4,-6.74,,-1.50,,-10.16,-2.88,-13.05,,,
270,VMI,Southern (North),,9,19,68.0,72.8,-4.79,,-6.42,,-6.21,-7.02,-13.23,,,
271,Cal State Fullerton,Big West,,5,23,59.2,70.1,-10.96,,-0.20,,-12.17,-1.07,-13.24,,,
272,Sacramento State,Big Sky,,5,22,70.6,78.1,-7.59,,-1.74,,-4.37,-8.87,-13.24,,,
273,Coastal Carolina,Big South,,8,20,70.9,77.6,-6.75,,-6.62,,-1.40,-11.96,-13.37,,,
274,Alabama A&M,SWAC,,17,11,73.4,74.6,-1.18,,-11.93,,-5.30,-8.15,-13.45,,,
275,Loyola (MD),MAAC,,6,23,62.0,70.9,-8.86,,-4.66,,-12.95,-0.58,-13.53,,,
276,Eastern Kentucky,OVC,,7,19,72.9,80.7,-7.85,,-2.73,,-1.79,-11.81,-13.60,,,
277,Texas State,Southland,,13,15,70.1,71.8,-1.64,,-9.00,,-6.90,-6.70,-13.60,,,
278,Liberty,Big South,,13,15,66.0,66.3,-0.32,,-9.70,,-10.52,-3.10,-13.62,,,
279,Saint Peter's,MAAC,,4,24,69.3,81.0,-11.68,,-2.04,,-3.63,-10.09,-13.72,,,
280,Stephen F. Austin,Southland,,9,17,59.7,61.3,-1.69,,-9.71,,-18.61,4.86,-13.76,,,
281,North Carolina A&T,MEAC,,13,17,68.4,70.9,-2.57,,-10.97,,-7.25,-6.59,-13.84,,,
282,Louisiana-Monroe,Southland,,11,17,72.3,76.8,-4.54,,-6.93,,-3.40,-10.69,-14.09,,,
283,Saint Francis (PA),NEC,,9,18,67.2,72.5,-5.33,,-8.89,,-9.28,-5.02,-14.30,,,
284,Dartmouth,Ivy,,8,19,63.7,69.7,-6.04,,-7.34,,-9.82,-4.56,-14.38,,,
285,Cornell,Ivy,,7,20,62.4,67.9,-5.41,,-7.52,,-10.89,-3.51,-14.40,,,
286,Long Island University,NEC,,12,16,67.8,73.6,-5.82,,-8.57,,-8.51,-5.89,-14.40,,,
287,Jacksonville State,TAAC,,9,19,65.0,73.5,-8.57,,-5.70,,-9.61,-4.80,-14.41,,,
288,New Hampshire,AEC,,7,21,72.6,82.1,-9.57,,-4.90,,-1.28,-13.20,-14.47,,,
289,Delaware State,MEAC,,13,15,63.8,67.9,-4.14,,-10.97,,-12.89,-2.23,-15.11,,,
290,Chicago State,Mid-Cont,,5,23,63.4,75.7,-12.29,,-1.28,,-8.88,-6.26,-15.14,,,
291,Western Carolina,Southern (North),,6,25,65.5,75.5,-10.03,,-4.35,,-8.05,-7.09,-15.14,,,
292,Southeastern Louisiana,Southland,,8,21,57.7,63.2,-5.48,,-8.59,,-18.98,3.57,-15.41,,,
293,Army,Patriot,,9,19,72.0,78.6,-6.64,,-7.65,,-4.26,-11.46,-15.73,,,
294,Florida Atlantic,TAAC,,7,24,68.4,81.3,-12.90,,-3.79,,-3.71,-12.36,-16.06,,,
295,Robert Morris,NEC,,7,22,67.7,76.5,-8.79,,-7.30,,-6.93,-9.16,-16.09,,,
296,Charleston Southern,Big South,,10,19,64.1,71.9,-7.79,,-7.06,,-10.68,-5.45,-16.14,,,
297,Southern,SWAC,,11,16,72.8,74.8,-2.00,,-14.60,,-6.52,-10.08,-16.60,,,
298,Campbell,TAAC,,7,21,65.0,74.4,-9.39,,-7.36,,-9.09,-7.66,-16.75,,,
299,Hartford,AEC,,4,24,65.0,76.1,-11.04,,-5.79,,-10.28,-6.55,-16.83,,,
300,Lamar,Southland,,9,18,62.8,69.4,-6.63,,-8.96,,-12.82,-4.02,-16.84,,,
301,Quinnipiac,NEC,,6,21,70.6,77.3,-6.67,,-9.43,,-6.07,-10.79,-16.86,,,
302,Mount St. Mary's,NEC,,7,21,63.5,72.1,-8.61,,-8.63,,-12.06,-5.17,-17.24,,,
303,Morgan State,MEAC,,6,23,67.4,74.7,-7.28,,-10.04,,-8.11,-9.20,-17.31,,,
304,North Texas,Sun Belt (West),,4,24,72.0,88.3,-16.29,,1.86,,0.57,-17.95,-17.38,,,
305,Bethune-Cookman,MEAC,,10,19,62.8,68.1,-5.31,,-10.37,,-14.73,-3.09,-17.81,,,
306,Elon,Big South,,9,20,64.6,71.2,-6.59,,-9.17,,-11.31,-6.61,-17.91,,,
307,Maryland-Eastern Shore,MEAC,,12,16,66.5,73.6,-7.14,,-9.63,,-10.35,-7.86,-18.20,,,
308,High Point,Big South,,8,20,60.0,68.0,-7.93,,-7.98,,-14.63,-3.63,-18.26,,,
309,Saint Mary's (CA),WCC,,2,27,61.3,80.4,-19.14,,3.12,,-9.58,-8.68,-18.27,,,
310,Jackson State,SWAC,,7,23,67.1,74.9,-7.83,,-10.44,,-10.05,-8.39,-18.44,,,
311,Albany (NY),Ind,,6,22,68.9,77.5,-8.61,,-8.66,,-6.58,-12.28,-18.86,,,
312,Sacred Heart,NEC,,7,21,66.8,78.6,-11.79,,-7.85,,-8.84,-10.80,-19.64,,,
313,Howard,MEAC,,10,18,68.4,77.9,-9.54,,-10.37,,-7.24,-12.66,-19.91,,,
314,Grambling,SWAC,,8,18,75.1,85.6,-10.46,,-10.24,,-2.37,-18.33,-20.70,,,
315,Texas Southern,SWAC,,7,22,64.4,75.6,-11.17,,-11.04,,-12.22,-9.12,-21.35,,,
316,Florida A&M,MEAC,,6,22,67.0,79.6,-12.64,,-10.23,,-7.93,-14.95,-22.88,,,
317,Prairie View,SWAC,,6,22,70.5,82.9,-12.36,,-11.25,,-7.76,-16.73,-24.49,,,
318,Arkansas-Pine Bluff,SWAC,,2,25,61.5,84.6,-23.11,,-8.35,,-15.42,-16.04,-31.46,,,
